time, running_average(5), position_error, PI_output, smoothed_output, total_output
22.5,3.22399,7.16974,7.20624,1.39875,-8.60498
23,-2.48097,6.68741,6.79078,2.74675,-9.53754
23.5,-1.71535,-9.36775,-9.35806,-0.279448,9.63751
24,1.07719,-9.83119,-9.91981,-2.68954,12.6094
24.5,1.40208,-0.161657,-0.25189,-2.08013,2.33202
25,3.48984,-3.00323,-3.1235,-2.34097,5.46447
25.5,5.14314,6.04505,5.98524,-0.259418,-5.72582
26,4.21398,1.20737,1.15963,0.0953431,-1.25497
26.5,3.87707,-5.34676,-5.44796,-1.29048,6.73845
27,3.43565,4.07899,4.01857,0.0367803,-4.05535
27.5,0.545753,8.50217,8.52677,2.15928,-10.686
28,2.9106,-8.01174,-8.06725,-0.397355,8.46461
28.5,6.23488,-13.3931,-13.5826,-3.69366,17.2762
29,4.5545,3.73258,3.58046,-1.87513,-1.70533
29.5,3.09816,11.0232,10.9813,1.33898,-12.3203
30,5.74117,0.482564,0.445502,1.11561,-1.56111
30.5,3.51789,3.71194,3.71199,1.76471,-5.4767
31,-0.387892,-0.486982,-0.491795,1.20058,-0.708786
31.5,3.12653,-15.2675,-15.425,-2.95581,18.3808
32,8.48363,-10.3769,-10.6381,-4.87639,15.5145
32.5,6.16026,12.5185,12.3824,-0.561677,-11.8208
33,3.47492,17.0957,17.1305,3.86138,-20.9919
33.5,4.61906,-1.20072,-1.17784,2.60157,-1.42373
34,2.57507,-5.59901,-5.63212,0.54315,5.08897
34.5,0.524403,-8.08276,-8.1967,-1.64181,9.83852
35,2.90656,-2.64595,-2.78634,-1.92795,4.71429
35.5,6.60421,1.73666,1.61363,-1.04255,-0.571079
36,5.46908,5.32496,5.25518,0.53188,-5.78706
36.5,4.4723,1.28214,1.22518,0.705205,-1.93039
37,3.03414,1.61778,1.577,0.923154,-2.50015
37.5,0.440187,7.85745,7.89524,2.66617,-10.5614
38,0.529127,-4.78312,-4.79316,0.80134,3.99182
38.5,1.02165,-1.58508,-1.61097,0.198263,1.4127
39,0.163053,1.26586,1.25262,0.461854,-1.71448
39.5,1.86616,-8.06574,-8.15963,-1.69352,9.85314
40,4.79012,-2.41242,-2.53043,-1.90275,4.43318
40.5,0.167405,17.9687,18.0304,3.08054,-21.111
41,-4.11165,14.6769,14.8854,6.03175,-20.9171
41.5,-1.296,-14.2715,-14.2057,0.972375,13.2334
42,-0.816427,-13.1462,-13.2119,-2.5737,15.7856
42.5,-3.35869,2.15007,2.10584,-1.40381,-0.702025
43,0.272147,-0.0806892,-0.125729,-1.08429,1.21002
43.5,2.79895,8.9535,8.998,1.43628,-10.4343
44,-3.70787,15.8507,16.0537,5.09064,-21.1444
44.5,-8.37356,2.62517,2.85443,4.53159,-7.38602
45,-4.64054,-17.7969,-17.7456,-1.03771,18.7833
45.5,-4.49102,-5.59146,-5.59609,-2.1773,7.77339
46,-5.40319,5.31222,5.36072,-0.292798,-5.06792
46.5,-2.03942,0.700294,0.75579,-0.0306507,-0.72514
47,-1.96187,8.64914,8.79113,2.17479,-10.9659
47.5,-5.80491,0.253953,0.39848,1.73071,-2.12919
48,-6.37575,-4.622,-4.52369,0.167113,4.35658
48.5,-6.17969,3.55542,3.68929,1.04766,-4.73694
49,-7.94811,3.63369,3.80389,1.73671,-5.54061
49.5,-4.52351,-11.0355,-10.9757,-1.44138,12.417
50,-1.7442,-9.58187,-9.61784,-3.48549,13.1033
50.5,-4.7036,11.8471,11.9296,0.368284,-12.2979
51,-4.12383,2.71247,2.82209,0.981735,-3.80382
51.5,-2.88776,2.51369,2.64845,1.39841,-4.04686
52,-7.70857,9.88345,10.117,3.57807,-13.6951
52.5,-8.8582,-10.9477,-10.8236,-0.0223418,10.8459
53,-1.36641,-22.2746,-22.3733,-5.61007,27.9833
53.5,0.30754,-1.22591,-1.3368,-4.54176,5.87856
54,-2.57153,17.2253,17.2866,0.915341,-18.202
54.5,-0.24563,5.71689,5.83542,2.14536,-7.98078
55,-0.646972,-0.729757,-0.618524,1.45439,-0.835866
55.5,-5.65958,-1.50477,-1.40858,0.738648,0.669933
56,-3.51921,-15.7545,-15.8159,-3.39998,19.2159
56.5,1.862,-5.24725,-5.36108,-3.89026,9.25134
57,1.70949,8.43457,8.40509,-0.816422,-7.58867
57.5,0.436502,6.71865,6.75635,1.07677,-7.83312
58,2.31548,-2.9246,-2.91615,0.0785416,2.83761
58.5,-0.150201,-0.0570927,-0.0492096,0.0466038,0.00260578
59,-1.86529,-0.399106,-0.395214,-0.0638506,0.459064
59.5,1.36232,-8.05062,-8.12724,-2.0797,10.2069
60,2.53424,2.95678,2.90973,-0.83234,-2.07739
60.5,2.89245,-4.13868,-4.22711,-1.68103,5.90815
61,5.881,-8.96864,-9.14676,-3.54746,12.6942
61.5,5.9355,7.12916,7.02233,-0.905016,-6.11731
62,1.53364,14.13,14.1645,2.86235,-17.0268
62.5,1.9163,0.425582,0.464309,2.26284,-2.72715
63,4.13095,-13.9735,-14.0745,-1.82149,15.896
63.5,2.69683,-4.9822,-5.13303,-2.64937,7.78241
64,5.56533,-7.58351,-7.81017,-3.93957,11.7497
64.5,10.06,0.183146,-0.041687,-2.9651,3.00679
65,7.06291,20.5575,20.5382,2.91072,-23.4489
65.5,1.93651,9.46412,9.53951,4.56792,-14.1074
66,3.44547,-11.7784,-11.8208,0.470746,11.35
66.5,4.95852,-15.7556,-15.9555,-3.63582,19.5914
67,3.45895,1.07999,0.890834,-2.50416,1.61333
67.5,7.09962,2.39081,2.22556,-1.32173,-0.90383
68,9.67009,4.34534,4.22354,0.0645889,-4.28813
68.5,5.29104,11.9625,11.9603,3.03851,-14.9988
69,2.26217,-3.30757,-3.34282,1.44318,1.89964
69.5,3.77939,-6.18568,-6.28279,-0.488311,6.7711
70,3.37647,0.682272,0.591992,-0.218235,-0.373757
70.5,2.29701,2.36956,2.30298,0.412068,-2.71504
71,5.72977,-4.76263,-4.87684,-0.910158,5.78699
71.5,6.20234,-1.73027,-1.86178,-1.14806,3.00985
72,3.1984,8.25306,8.20407,1.18997,-9.39405
72.5,2.7928,2.1266,2.09888,1.4172,-3.51608
73,1.15074,9.4336,9.50022,3.43795,-12.9382
73.5,-1.75153,2.26739,2.35669,3.16764,-5.52432
74,0.125169,-17.1909,-17.2735,-1.94266,19.2162
74.5,3.81685,-9.58691,-9.76539,-3.89834,13.6637
75,1.93727,10.669,10.5972,-0.274457,-10.3227
75.5,0.775615,14.8667,14.9436,3.53006,-18.4737
76,1.38851,2.34297,2.44327,3.25836,-5.70163
76.5,-4.13157,6.15272,6.31454,4.02241,-10.337
77,-6.53459,-7.92323,-7.84063,1.05665,6.78399
77.5,-0.662538,-21.2911,-21.4214,-4.56286,25.9843
78,1.21279,5.92728,5.85624,-1.95809,-3.89815
78.5,-2.79743,18.2081,18.3192,3.11122,-21.4304
79,-1.96992,4.17682,4.32963,3.41582,-7.74545
79.5,-1.41183,-5.59091,-5.49401,1.18837,4.30564
80,-7.70947,3.1502,3.2786,1.71092,-4.98952
80.5,-7.69035,-3.07149,-2.9738,0.539742,2.43406
81,-2.39228,-7.87706,-7.85815,-1.55973,9.41788
81.5,-3.26085,7.22872,7.31993,0.660184,-7.98011
82,-4.72912,-1.56684,-1.49131,0.12231,1.369
82.5,-2.51716,-2.71729,-2.66893,-0.5755,3.24443
83,-4.12563,8.53561,8.66932,1.73571,-10.405
83.5,-8.17758,6.59735,6.79704,3.00104,-9.79808
84,-6.67668,-3.69158,-3.52881,1.36858,2.16023
84.5,-5.8292,-6.90434,-6.81061,-0.676219,7.48683
85,-5.9237,-5.65133,-5.61411,-1.91069,7.5248
85.5,-1.35994,-11.5175,-11.5954,-4.33188,15.9273
86,-1.34659,13.3616,13.4172,0.105402,-13.5227
86.5,-4.50322,14.265,14.4633,3.69489,-18.1582
87,-4.56631,-5.32601,-5.18096,1.47592,3.70504
87.5,-2.20604,-13.735,-13.7273,-2.32489,16.0522
88,-4.51886,-3.1123,-3.13572,-2.5276,5.66332
88.5,-2.11852,0.587943,0.570399,-1.7531,1.1827
89,2.79823,-3.01727,-3.06499,-2.08107,5.14606
89.5,-0.501658,15.2381,15.3428,2.27489,-17.6176
90,-6.14808,10.555,10.7652,4.39748,-15.1627
90.5,-3.21809,-16.4615,-16.4159,-0.805859,17.2217
91,-1.33814,-8.0314,-8.06612,-2.62092,10.687
91.5,-3.69336,2.26723,2.25519,-1.4019,-0.853294
92,-0.809143,0.50951,0.502563,-0.925781,0.423218
92.5,4.03436,-3.48006,-3.52181,-1.57479,5.09659
93,1.60768,0.497733,0.460963,-1.06585,0.604887
93.5,-0.3967,2.93192,2.92447,-0.0682706,-2.8562
94,0.648883,1.38156,1.38793,0.295779,-1.6837
94.5,-0.382748,6.09406,6.16137,1.76218,-7.92354
95,0.304798,-10.6474,-10.6865,-1.35,12.0365
95.5,3.41322,-13.2388,-13.4104,-4.3651,17.7755
96,4.72382,1.49945,1.34289,-2.9381,1.59521
96.5,4.9252,4.65096,4.54091,-1.06835,-3.47256
97,5.96701,7.23477,7.19706,0.998005,-8.19507
97.5,2.58502,8.54281,8.59054,2.89614,-11.4867
98,-1.08616,0.617684,0.671584,2.34,-3.01158
98.5,2.27679,-17.7623,-17.8861,-2.71652,20.6026
99,6.34983,-14.2896,-14.5562,-5.67644,20.2326
99.5,4.09792,16.6252,16.5249,-0.126114,-16.3987
