time,measured_position,estimated_position, error, L1, L2, estimated_velocity
48,-1.75375,-4.60994,5.71237,0.5,0.1,-0.335644
48.5,-9.73512,-7.25644,-4.95736,0.5,0.1,-0.831379
49,-11.5818,-9.62697,-3.90968,0.5,0.1,-1.22235
49.5,6.51199,-1.86307,16.7501,0.5,0.1,0.452666
50,7.83766,3.10046,9.4744,0.5,0.1,1.40011
50.5,-16.5507,-6.3751,-20.3512,0.5,0.1,-0.635017
51,-6.8363,-6.76446,-0.143687,0.5,0.1,-0.649386
51.5,-5.40146,-6.2453,1.68769,0.5,0.1,-0.480617
52,-17.592,-12.0388,-11.1064,0.5,0.1,-1.59126
52.5,2.08949,-5.37248,14.9239,0.5,0.1,-0.0988635
53,20.9082,7.74316,26.3301,0.5,0.1,2.53415
53.5,1.53345,5.27184,-7.47678,0.5,0.1,1.78647
54,-19.7968,-6.81586,-25.9619,0.5,0.1,-0.809716
54.5,-5.96252,-6.59162,1.2582,0.5,0.1,-0.683897
55,0.0827857,-3.42539,7.01635,0.5,0.1,0.0177389
55.5,-4.15481,-3.78567,-0.738292,0.5,0.1,-0.0560903
56,12.2353,4.2108,16.049,0.5,0.1,1.54881
56.5,7.10925,6.04723,2.12405,0.5,0.1,1.76122
57,-6.72509,0.101375,-13.6529,0.5,0.1,0.395925
57.5,-6.28215,-2.99141,-6.58148,0.5,0.1,-0.262224
58,5.24008,1.05878,8.3626,0.5,0.1,0.574036
58.5,-0.0931084,0.626346,-1.43891,0.5,0.1,0.430145
59,-1.46618,-0.312382,-2.3076,0.5,0.1,0.199385
59.5,9.41294,4.60013,9.62563,0.5,0.1,1.16195
60,-0.422539,2.37928,-5.60364,0.5,0.1,0.601584
60.5,7.03113,4.8556,4.35106,0.5,0.1,1.03669
61,14.8496,10.1118,9.47569,0.5,0.1,1.98426
61.5,-1.19366,4.95513,-12.2976,0.5,0.1,0.754501
62,-12.5963,-3.63198,-17.9287,0.5,0.1,-1.03837
62.5,1.49071,-1.33023,5.64188,0.5,0.1,-0.474184
63,18.1044,8.26855,19.6717,0.5,0.1,1.49299
63.5,7.67904,8.34704,-1.33601,0.5,0.1,1.35939
64,13.1488,11.0878,4.1221,0.5,0.1,1.7716
64.5,9.87682,10.9252,-2.09677,0.5,0.1,1.56192
65,-13.4945,-0.89419,-25.2007,0.5,0.1,-0.958148
65.5,-7.52762,-4.45044,-6.15435,0.5,0.1,-1.57358
66,15.2238,4.99331,20.4611,0.5,0.1,0.472524
66.5,20.7141,12.9718,15.4845,0.5,0.1,2.02098
67,2.37896,8.18064,-11.6034,0.5,0.1,0.860641
67.5,4.70881,6.65988,-3.90215,0.5,0.1,0.470426
68,5.32475,6.10992,-1.57034,0.5,0.1,0.313391
68.5,-6.67142,-0.202402,-12.938,0.5,0.1,-0.980413
69,5.56974,2.43857,6.26235,0.5,0.1,-0.354178
69.5,9.96507,6.11328,7.7036,0.5,0.1,0.416181
70,2.6942,4.50778,-3.62717,0.5,0.1,0.0534643
70.5,-0.072555,2.23098,-4.60707,0.5,0.1,-0.407242
71,10.4924,6.25988,8.46504,0.5,0.1,0.439261
71.5,7.93261,7.20606,1.45311,0.5,0.1,0.584572
72,-5.05466,1.22184,-12.553,0.5,0.1,-0.670729
72.5,0.666202,0.77634,-0.220277,0.5,0.1,-0.692756
73,-8.28287,-3.92645,-8.71283,0.5,0.1,-1.56404
73.5,-4.01892,-4.3637,0.689554,0.5,0.1,-1.49508
74,17.3161,6.10243,22.4273,0.5,0.1,0.747649
74.5,13.4038,9.94,6.92751,0.5,0.1,1.4404
75,-8.73172,0.964241,-19.3919,0.5,0.1,-0.498793
75.5,-14.0911,-6.68814,-14.806,0.5,0.1,-1.97939
76,-0.954461,-4.31615,6.72338,0.5,0.1,-1.30705
76.5,-10.2843,-7.62698,-5.31461,0.5,0.1,-1.83851
77,1.38864,-3.5788,9.93488,0.5,0.1,-0.845026
77.5,20.6285,8.31362,24.6299,0.5,0.1,1.61796
78,-4.71449,2.20405,-13.8371,0.5,0.1,0.234252
78.5,-21.0055,-9.34218,-23.3267,0.5,0.1,-2.09842
79,-6.14673,-8.26906,4.24466,0.5,0.1,-1.67396
79.5,4.17908,-2.46348,13.2851,0.5,0.1,-0.345443
80,-10.8597,-6.74794,-8.22347,0.5,0.1,-1.16779
80.5,-4.61886,-5.97534,2.71298,0.5,0.1,-0.896492
81,5.48478,-0.469403,11.9084,0.5,0.1,0.294345
81.5,-10.4896,-5.4059,-10.1673,0.5,0.1,-0.722389
82,-3.16227,-4.46468,2.60482,0.5,0.1,-0.461907
82.5,0.200133,-2.24775,4.89577,0.5,0.1,0.0276704
83,-12.6612,-7.44758,-10.4273,0.5,0.1,-1.01506
83.5,-14.7749,-11.365,-6.81982,0.5,0.1,-1.69704
84,-2.9851,-7.59932,9.22844,0.5,0.1,-0.774199
84.5,1.07515,-3.45564,9.06157,0.5,0.1,0.131957
85,-0.272373,-1.83102,3.11728,0.5,0.1,0.443686
85.5,10.1576,4.27419,11.7667,0.5,0.1,1.62036
86,-14.7082,-4.81191,-19.7925,0.5,0.1,-0.358897
86.5,-18.7682,-11.8798,-13.7769,0.5,0.1,-1.73659
87,0.759702,-5.9942,13.5078,0.5,0.1,-0.385807
87.5,11.529,2.67094,17.7161,0.5,0.1,1.3858
88,-1.40656,0.97864,-4.7704,0.5,0.1,0.908761
88.5,-2.70646,-0.63672,-4.13948,0.5,0.1,0.494813
89,5.8155,2.71309,6.20482,0.5,0.1,1.11529
89.5,-15.7397,-6.2345,-19.0105,0.5,0.1,-0.785754
90,-16.7031,-11.6652,-10.0757,0.5,0.1,-1.79333
90.5,13.2434,0.340736,25.8053,0.5,0.1,0.787202
91,6.69326,3.7138,5.95892,0.5,0.1,1.38309
91.5,-5.96059,-0.777624,-10.3659,0.5,0.1,0.3465
92,-1.31865,-0.961513,-0.714278,0.5,0.1,0.275072
92.5,7.51442,3.34522,8.3384,0.5,0.1,1.10891
93,1.10994,2.50481,-2.78973,0.5,0.1,0.829939
93.5,-3.32862,-0.204419,-6.2484,0.5,0.1,0.205099
94,-0.732679,-0.417274,-0.630809,0.5,0.1,0.142018
94.5,-6.47681,-3.41154,-6.13054,0.5,0.1,-0.471037
95,10.9522,3.65255,14.5992,0.5,0.1,0.988884
95.5,16.6521,10.3995,12.5051,0.5,0.1,2.23939
96,3.22436,7.37179,-8.29485,0.5,0.1,1.40991
96.5,0.274235,4.17549,-7.80251,0.5,0.1,0.629654
97,-1.26776,1.61128,-5.75807,0.5,0.1,0.0538469
97.5,-5.9578,-2.1598,-7.596,0.5,0.1,-0.705753
98,-1.70384,-2.10826,0.80883,0.5,0.1,-0.62487
98.5,20.0391,8.80922,22.4598,0.5,0.1,1.62111
99,20.6394,15.1296,11.0196,0.5,0.1,2.72308
99.5,-12.5273,1.98191,-29.0184,0.5,0.1,-0.178767
