time,measured_position,estimated_position, error, K1, K2, estimated_velocity
42,12.3298,11.3084,5.10685,0.8,0.2,2.85642
42.5,-5.50876,-1.85969,-18.2453,0.8,0.2,-0.79265
43,0.352836,-0.168934,2.60885,0.8,0.2,-0.27088
43.5,-6.15456,-4.98452,-5.85018,0.8,0.2,-1.44092
44,-19.5586,-16.7879,-13.8536,0.8,0.2,-4.21164
44.5,-10.9987,-12.5777,7.89496,0.8,0.2,-2.63265
45,13.1563,7.74627,27.0504,0.8,0.2,2.77743
45.5,1.10043,2.70734,-8.03455,0.8,0.2,1.17052
46,-10.7154,-7.91381,-14.008,0.8,0.2,-1.63108
46.5,-2.73971,-3.93764,5.98964,0.8,0.2,-0.433155
47,-10.611,-9.31965,-6.45679,0.8,0.2,-1.72451
47.5,-6.05887,-6.88348,4.12304,0.8,0.2,-0.899905
48,-1.75375,-2.86969,5.57968,0.8,0.2,0.21603
48.5,-9.73512,-8.34043,-6.97344,0.8,0.2,-1.17866
49,-11.5818,-11.0514,-2.65205,0.8,0.2,-1.70907
49.5,6.51199,2.82841,18.4179,0.8,0.2,1.97452
50,7.83766,7.03326,4.022,0.8,0.2,2.77892
50.5,-16.5507,-11.556,-24.9734,0.8,0.2,-2.21577
51,-6.8363,-8.00182,5.82762,0.8,0.2,-1.05025
51.5,-5.40146,-6.02656,3.12549,0.8,0.2,-0.425151
52,-17.592,-15.3214,-11.3529,0.8,0.2,-2.69573
52.5,2.08949,-1.66227,18.7588,0.8,0.2,1.05603
53,20.9082,16.4997,22.0425,0.8,0.2,5.46453
53.5,1.53345,5.07316,-17.6985,0.8,0.2,1.92482
54,-19.7968,-14.6303,-25.8324,0.8,0.2,-3.24166
54.5,-5.96252,-8.02025,10.2886,0.8,0.2,-1.18393
55,0.0827857,-1.65621,8.695,0.8,0.2,0.55507
55.5,-4.15481,-3.59959,-2.77614,0.8,0.2,-0.00015676
56,12.2353,9.06831,15.835,0.8,0.2,3.16684
56.5,7.10925,7.81775,-3.54248,0.8,0.2,2.45834
57,-6.72509,-3.57068,-15.772,0.8,0.2,-0.696059
57.5,-6.28215,-5.80946,-2.36343,0.8,0.2,-1.16875
58,5.24008,2.9133,11.6339,0.8,0.2,1.15804
58.5,-0.0931084,0.623977,-3.58543,0.8,0.2,0.440952
59,-1.46618,-1.00406,-2.31064,0.8,0.2,-0.0211748
59.5,9.41294,7.32743,10.4276,0.8,0.2,2.06434
60,-0.422539,1.33389,-8.78214,0.8,0.2,0.307915
60.5,7.03113,5.92247,5.54328,0.8,0.2,1.41657
61,14.8496,13.2059,8.21887,0.8,0.2,3.06035
61.5,-1.19366,1.99228,-15.9297,0.8,0.2,-0.125591
62,-12.5963,-9.69118,-14.5258,0.8,0.2,-3.03076
62.5,1.49071,-1.04874,12.6973,0.8,0.2,-0.491303
63,18.1044,14.2247,19.3988,0.8,0.2,3.38846
63.5,7.67904,9.32701,-8.23985,0.8,0.2,1.74049
64,13.1488,12.5585,2.95158,0.8,0.2,2.33081
64.5,9.87682,10.6462,-3.8471,0.8,0.2,1.56139
65,-13.4945,-8.51025,-24.9215,0.8,0.2,-3.42291
65.5,-7.52762,-8.06643,2.69409,0.8,0.2,-2.88409
66,15.2238,10.2774,24.7323,0.8,0.2,2.06237
66.5,20.7141,18.833,9.40553,0.8,0.2,3.94348
67,2.37896,6.06411,-18.4258,0.8,0.2,0.258324
67.5,4.70881,5.0057,-1.48446,0.8,0.2,-0.038569
68,5.32475,5.25709,0.338336,0.8,0.2,0.0290982
68.5,-6.67142,-4.28281,-11.9431,0.8,0.2,-2.35951
69,5.56974,3.36328,11.0323,0.8,0.2,-0.153052
69.5,9.96507,8.62941,6.67832,0.8,0.2,1.18261
70,2.6942,3.9995,-6.52652,0.8,0.2,-0.122692
70.5,-0.072555,0.729587,-4.01071,0.8,0.2,-0.924833
71,10.4924,8.44735,10.2252,0.8,0.2,1.12021
71.5,7.93261,8.14758,-1.07484,0.8,0.2,0.905243
72,-5.05466,-2.32369,-13.6549,0.8,0.2,-1.82573
72.5,0.666202,-0.114349,3.90275,0.8,0.2,-1.04518
73,-8.28287,-6.75368,-7.64593,0.8,0.2,-2.57436
73.5,-4.01892,-4.82331,4.02195,0.8,0.2,-1.76998
74,17.3161,12.7112,23.0244,0.8,0.2,2.8349
74.5,13.4038,13.5487,-0.724904,0.8,0.2,2.68992
75,-8.73172,-4.00664,-23.6254,0.8,0.2,-2.03516
75.5,-14.0911,-12.2778,-9.06691,0.8,0.2,-3.84855
76,-0.954461,-3.60397,13.2476,0.8,0.2,-1.19903
76.5,-10.2843,-9.06813,-6.08079,0.8,0.2,-2.41519
77,1.38864,-0.944233,11.6644,0.8,0.2,-0.0823205
77.5,20.6285,16.3058,21.6139,0.8,0.2,4.24047
78,-4.71449,-0.0863934,-23.1405,0.8,0.2,-0.387629
78.5,-21.0055,-16.8605,-20.7253,0.8,0.2,-4.5327
79,-6.14673,-8.74275,12.9801,0.8,0.2,-1.93668
79.5,4.17908,1.40104,13.8902,0.8,0.2,0.841356
80,-10.8597,-8.32339,-12.6814,0.8,0.2,-1.69492
80.5,-4.61886,-5.52926,4.552,0.8,0.2,-0.784523
81,5.48478,3.20352,11.4063,0.8,0.2,1.49674
81.5,-10.4896,-7.60128,-14.4415,0.8,0.2,-1.39156
82,-3.16227,-4.18923,5.13478,0.8,0.2,-0.364599
82.5,0.200133,-0.714199,4.57166,0.8,0.2,0.549734
83,-12.6612,-10.2169,-12.2219,0.8,0.2,-1.89465
83.5,-14.7749,-14.0528,-3.61074,0.8,0.2,-2.6168
84,-2.9851,-5.46031,12.3761,0.8,0.2,-0.141581
84.5,1.07515,-0.246104,6.60625,0.8,0.2,1.17967
85,-0.272373,-0.149152,-0.616104,0.8,0.2,1.05645
85.5,10.1576,8.20186,9.77848,0.8,0.2,3.01214
86,-14.7082,-9.82496,-24.4161,0.8,0.2,-1.87108
86.5,-18.7682,-17.1667,-8.00775,0.8,0.2,-3.47263
87,0.759702,-3.17284,19.6627,0.8,0.2,0.459915
87.5,11.529,8.63461,14.4719,0.8,0.2,3.35429
88,-1.40656,0.937101,-11.7183,0.8,0.2,1.01062
88.5,-2.70646,-1.87669,-4.14887,0.8,0.2,0.18085
89,5.8155,4.29515,7.60176,0.8,0.2,1.7012
89.5,-15.7397,-11.5626,-20.8855,0.8,0.2,-2.4759
90,-16.7031,-15.9226,-3.90251,0.8,0.2,-3.2564
90.5,13.2434,7.08454,30.7942,0.8,0.2,2.90244
91,6.69326,7.06176,-1.8425,0.8,0.2,2.53394
91.5,-5.96059,-3.10273,-14.2893,0.8,0.2,-0.323927
92,-1.31865,-1.70786,1.94604,0.8,0.2,0.065281
92.5,7.51442,5.67649,9.18964,0.8,0.2,1.90321
93,1.10994,2.21357,-5.51815,0.8,0.2,0.799578
93.5,-3.32862,-2.14022,-5.94198,0.8,0.2,-0.388818
94,-0.732679,-1.05307,1.60195,0.8,0.2,-0.0684275
94.5,-6.47681,-5.3989,-5.38953,0.8,0.2,-1.14633
95,10.9522,7.56731,16.9242,0.8,0.2,2.23851
95.5,16.6521,15.059,7.96549,0.8,0.2,3.83161
96,3.22436,5.97444,-13.7504,0.8,0.2,1.08153
96.5,0.274235,1.52243,-6.24097,0.8,0.2,-0.166664
97,-1.26776,-0.726387,-2.70686,0.8,0.2,-0.708035
97.5,-5.9578,-4.98232,-4.87739,0.8,0.2,-1.68351
98,-1.70384,-2.52789,4.12023,0.8,0.2,-0.859467
98.5,20.0391,15.4398,22.9968,0.8,0.2,3.73988
99,20.6394,19.9735,3.3297,0.8,0.2,4.40582
99.5,-12.5273,-5.58657,-34.7037,0.8,0.2,-2.53492
