time,predicted_position,filtered_position,position_error,kalman_gain_position,kalman_gain_velocity
58,-1.74881,0.589828,8.27356,0.282664,0.0846957
58.5,0.722182,2.59245,6.61659,0.282664,0.0846957
59,3.005,-1.79104,-16.9673,0.282664,0.0846957
59.5,-2.09702,-0.291739,6.38667,0.282664,0.0846957
60,-0.327254,1.97344,8.13933,0.282664,0.0846957
60.5,2.28261,-1.77649,-14.3602,0.282664,0.0846957
61,-2.07545,-0.693225,4.88999,0.282664,0.0846957
61.5,-0.7851,-1.46497,-2.40524,0.282664,0.0846957
62,-1.6587,0.286726,6.88248,0.282664,0.0846957
62.5,0.384454,4.43497,14.3298,0.282664,0.0846957
63,5.13954,-1.89866,-24.8995,0.282664,0.0846957
63.5,-2.24854,-3.80009,-5.48903,0.282664,0.0846957
64,-4.38241,2.18993,23.2514,0.282664,0.0846957
64.5,2.59225,-3.10119,-20.1421,0.282664,0.0846957
65,-3.55184,-5.94242,-8.45732,0.282664,0.0846957
65.5,-6.75122,0.406398,25.322,0.282664,0.0846957
66,0.66993,3.37167,9.55812,0.282664,0.0846957
66.5,4.03996,-2.89494,-24.5341,0.282664,0.0846957
67,-3.26561,-1.16398,7.4351,0.282664,0.0846957
67.5,-1.21978,-0.827917,1.38634,0.282664,0.0846957
68,-0.825017,0.169889,3.51975,0.282664,0.0846957
68.5,0.321843,-0.313958,-2.24932,0.282664,0.0846957
69,-0.257258,-1.24366,-3.48966,0.282664,0.0846957
69.5,-1.33474,0.49571,6.47571,0.282664,0.0846957
70,0.678863,4.16506,12.3334,0.282664,0.0846957
70.5,4.8705,-2.37812,-25.644,0.282664,0.0846957
71,-2.75864,-1.34764,4.99179,0.282664,0.0846957
71.5,-1.51677,-0.388666,3.99098,0.282664,0.0846957
72,-0.388787,1.17933,5.54766,0.282664,0.0846957
72.5,1.41414,0.626349,-2.78704,0.282664,0.0846957
73,0.743134,-1.722,-8.7211,0.282664,0.0846957
73.5,-1.97454,1.84815,13.5238,0.282664,0.0846957
74,2.16831,2.66023,1.74027,0.282664,0.0846957
74.5,3.05409,-3.35522,-22.6747,0.282664,0.0846957
75,-3.92158,-1.25025,9.45058,0.282664,0.0846957
75.5,-1.41639,0.166546,5.60008,0.282664,0.0846957
76,0.23755,1.88702,5.83545,0.282664,0.0846957
76.5,2.20514,1.04643,-4.09926,0.282664,0.0846957
77,1.19096,-3.53914,-16.734,0.282664,0.0846957
77.5,-4.10326,3.18582,25.7871,0.282664,0.0846957
78,3.71373,1.98123,-6.1292,0.282664,0.0846957
78.5,2.24958,-3.64002,-20.8361,0.282664,0.0846957
79,-4.25404,1.04708,18.7541,0.282664,0.0846957
79.5,1.22727,6.19973,17.5914,0.282664,0.0846957
80,7.12487,-0.618537,-27.3944,0.282664,0.0846957
80.5,-0.853487,0.469644,4.68094,0.282664,0.0846957
81,0.432922,1.60833,4.15831,0.282664,0.0846957
81.5,1.7477,0.0502679,-6.00512,0.282664,0.0846957
82,-0.0646633,-0.767664,-2.48705,0.282664,0.0846957
82.5,-0.987916,0.0646325,3.72368,0.282664,0.0846957
83,0.00206953,-2.43086,-8.60715,0.282664,0.0846957
83.5,-2.85792,3.81177,23.5958,0.282664,0.0846957
84,4.38395,1.2361,-11.1364,0.282664,0.0846957
84.5,1.33667,-2.71568,-14.3363,0.282664,0.0846957
85,-3.22221,-0.886752,8.26233,0.282664,0.0846957
85.5,-1.0434,1.5523,9.18299,0.282664,0.0846957
86,1.78454,-1.24664,-10.7236,0.282664,0.0846957
86.5,-1.46853,-1.5979,-0.457695,0.282664,0.0846957
87,-1.83917,-0.0354561,6.38113,0.282664,0.0846957
87.5,-0.00649814,4.38607,15.5399,0.282664,0.0846957
88,5.07311,-1.54722,-23.4212,0.282664,0.0846957
88.5,-1.85201,-3.17397,-4.67676,0.282664,0.0846957
89,-3.67682,0.8063,15.8602,0.282664,0.0846957
89.5,0.975098,0.731266,-0.862621,0.282664,0.0846957
90,0.863534,-0.843086,-6.03763,0.282664,0.0846957
90.5,-0.966499,-0.975169,-0.0306742,0.282664,0.0846957
91,-1.09988,1.45959,9.05483,0.282664,0.0846957
91.5,1.71833,2.86074,4.04157,0.282664,0.0846957
92,3.29063,-2.57526,-20.7522,0.282664,0.0846957
92.5,-3.02417,-3.54075,-1.82753,0.282664,0.0846957
93,-4.06706,2.99239,24.9747,0.282664,0.0846957
93.5,3.5237,0.338066,-11.2701,0.282664,0.0846957
94,0.392119,-1.95205,-8.29313,0.282664,0.0846957
94.5,-2.24919,1.63033,13.7249,0.282664,0.0846957
95,1.9144,1.58916,-1.15065,0.282664,0.0846957
95.5,1.8245,-2.11481,-13.9364,0.282664,0.0846957
96,-2.46964,1.10602,12.6499,0.282664,0.0846957
96.5,1.28688,-3.48295,-16.8746,0.282664,0.0846957
97,-4.01669,0.410755,15.6633,0.282664,0.0846957
97.5,0.540325,4.47179,13.9086,0.282664,0.0846957
98,5.19036,-2.22981,-26.2509,0.282664,0.0846957
98.5,-2.6229,-2.25747,1.29283,0.282664,0.0846957
99,-2.59582,3.61982,21.9895,0.282664,0.0846957
99.5,4.21268,-3.04973,-25.6927,0.282664,0.0846957
