Time, Current Position, Running Average(7), Error, PI Output, Smoothed Output
43.6,-18.4954,-19.1924,-0.696941,-0.170279,0.887852
43.7,1.10846,-13.9306,-15.0391,-14.6628,-2.99981
43.8,-34.0593,-16.8785,17.1808,17.7289,2.18236
43.9,-14.3972,-16.2793,-1.88207,-1.35281,1.29857
44,-18.4305,-19.0162,-0.585703,-0.0623013,0.958349
44.1,1.4889,-13.8135,-15.3024,-14.932,-3.01423
44.2,-33.2022,-16.5696,16.6326,17.1693,2.03164
44.3,-14.8954,-16.0553,-1.15994,-0.634837,1.36502
44.4,-18.3422,-18.834,-0.491735,0.0284513,1.03088
44.5,1.83522,-13.7062,-15.5414,-15.1766,-3.021
44.6,-32.3028,-16.2641,16.0387,16.5638,1.87521
44.7,-15.3901,-15.8298,-0.439719,0.0810429,1.42667
44.8,-18.2903,-18.6554,-0.365088,0.152024,1.10801
44.9,2.20487,-13.5972,-15.8021,-15.443,-3.02975
45,-31.3476,-15.9476,15.4,15.9131,1.70596
45.1,-15.878,-15.5955,0.282456,0.798371,1.47906
45.2,-18.1919,-18.4565,-0.264647,0.248622,1.17145
45.3,2.55488,-13.4769,-16.0317,-15.6788,-3.04111
45.4,-30.4107,-15.6227,14.788,15.2888,1.54138
45.5,-16.3696,-15.3483,1.02133,1.53238,1.53913
45.6,-18.1106,-18.2505,-0.139891,0.369755,1.24679
45.7,2.89311,-13.359,-16.2521,-15.9049,-3.04115
45.8,-29.3769,-15.2874,14.0895,14.5775,1.36353
45.9,-16.8637,-15.0976,1.76602,2.2717,1.59057
46,-18.0591,-18.0425,0.0165844,0.52243,1.32353
46.1,3.21887,-13.2383,-16.4571,-16.1159,-3.03632
46.2,-28.3891,-14.9553,13.4338,13.9094,1.20011
46.3,-17.3579,-14.8478,2.51011,3.01083,1.65279
46.4,-17.9733,-17.8287,0.144547,0.646706,1.40127
46.5,3.53376,-13.1272,-16.661,-16.3254,-3.0304
46.6,-27.3631,-14.6271,12.736,13.1989,1.02692
46.7,-17.8486,-14.597,3.25151,3.74693,1.70692
46.8,-17.9082,-17.6152,0.292986,0.79134,1.47803
46.9,3.83356,-13.012,-16.8455,-16.5156,-3.02038
47,-26.2853,-14.2873,11.998,12.4478,0.846673
47.1,-18.3291,-14.3381,3.99096,4.48075,1.75519
47.2,-17.8196,-17.3886,0.430975,0.925073,1.54766
47.3,4.13859,-12.8884,-17.0269,-16.7031,-3.01503
47.4,-25.217,-13.941,11.276,11.7126,0.666877
47.5,-18.8236,-14.0718,4.7518,5.23591,1.80914
47.6,-17.7239,-17.1514,0.572504,1.06234,1.62244
47.7,4.4201,-12.7649,-17.185,-16.867,-2.99993
47.8,-24.0771,-13.5861,10.491,10.9139,0.478526
47.9,-19.3114,-13.7992,5.51223,5.99025,1.85646
48,-17.668,-16.9144,0.753578,1.23913,1.70212
48.1,4.70268,-12.6402,-17.3428,-17.0307,-2.98109
48.2,-22.9984,-13.2366,9.76184,10.1716,0.307079
48.3,-19.7889,-13.5316,6.25736,6.72968,1.91273
48.4,-17.5728,-16.6734,0.899372,1.38068,1.77972
48.5,4.95298,-12.5263,-17.4793,-17.1727,-2.9584
48.6,-21.8666,-12.8913,8.97531,9.37157,0.124096
48.7,-20.2669,-13.2626,7.00434,7.47065,1.96073
48.8,-17.5161,-16.4367,1.07938,1.55648,1.85967
48.9,5.2167,-12.4059,-17.6226,-17.3218,-2.93569
49,-20.6908,-12.5348,8.156,8.53844,-0.0671562
49.1,-20.7358,-12.9866,7.74913,8.20906,2.0019
49.2,-17.4212,-16.1829,1.23822,1.71053,1.92906
49.3,5.45459,-12.2799,-17.7345,-17.4395,-2.91309
49.4,-19.5312,-12.1748,7.35641,7.72494,-0.253583
49.5,-21.1994,-12.701,8.49837,8.95189,2.04778
49.6,-17.3238,-15.9211,1.40276,1.8703,2.00341
49.7,5.68344,-12.1533,-17.8368,-17.5476,-2.88434
49.8,-18.3235,-11.8087,6.51481,6.86913,-0.445972
49.9,-21.6663,-12.4152,9.25116,9.69799,2.09002
50,-17.2536,-15.6592,1.59435,2.05713,2.0818
50.1,5.90752,-12.0251,-17.9326,-17.6492,-2.85095
50.2,-17.1498,-11.4466,5.70317,6.04366,-0.627295
50.3,-22.1218,-12.132,9.98981,10.4302,2.13708
50.4,-17.1438,-15.393,1.75077,2.20866,2.15497
50.5,6.09903,-11.9041,-18.0031,-17.7253,-2.81509
50.6,-15.931,-11.0848,4.8462,5.17251,-0.818187
50.7,-22.5784,-11.8455,10.7329,11.1666,2.178
50.8,-17.0794,-15.1293,1.95012,2.40327,2.23432
50.9,6.30217,-11.779,-18.0812,-17.8089,-2.77647
51,-14.6965,-10.7183,3.97821,4.29033,-1.00977
51.1,-23.0211,-11.5579,11.4632,11.8899,2.21515
51.2,-16.956,-14.8514,2.10454,2.55234,2.29945
51.3,6.47244,-11.651,-18.1234,-17.8568,-2.73962
51.4,-13.4936,-10.3531,3.14046,3.43843,-1.19511
51.5,-23.4636,-11.2652,12.1984,12.6184,2.25826
51.6,-16.8419,-14.5714,2.27044,2.71309,2.37196
51.7,6.63821,-11.5236,-18.1618,-17.9008,-2.69623
51.8,-12.2296,-9.98199,2.24759,2.5311,-1.38939
51.9,-23.9033,-10.9745,12.9289,13.3417,2.29338
52,-16.7645,-14.294,2.47043,2.90793,2.44701
52.1,6.79224,-11.3961,-18.1883,-17.9327,-2.64791
52.2,-11.0075,-9.61662,1.39092,1.66045,-1.57082
52.3,-24.3262,-10.6858,13.6404,14.0463,2.33347
52.4,-16.6281,-14.0096,2.6185,3.05062,2.51276
52.5,6.92802,-11.2728,-18.2008,-17.9507,-2.6031
52.6,-9.74925,-9.25075,0.498494,0.753594,-1.76393
52.7,-24.7395,-10.39,14.3495,14.7481,2.36407
52.8,-16.5345,-13.7224,2.8121,3.23881,2.58276
52.9,7.06621,-11.1405,-18.2067,-17.962,-2.55344
53,-8.50175,-8.87984,-0.378091,-0.137223,-1.94939
53.1,-25.1601,-10.0987,15.0614,15.4529,2.40118
53.2,-16.3858,-13.4293,2.95659,3.37764,2.64529
53.3,7.17162,-11.012,-18.1836,-17.9444,-2.50213
53.4,-7.24943,-8.5134,-1.26397,-1.0374,-2.13595
53.5,-25.5513,-9.80151,15.7498,16.1338,2.4315
53.6,-16.2649,-13.1345,3.13033,3.54571,2.71005
53.7,7.27211,-10.8811,-18.1532,-17.9194,-2.44731
53.8,-5.97555,-8.14046,-2.16491,-1.95272,-2.32366
53.9,-25.951,-9.50691,16.4441,16.8207,2.46243
54,-16.152,-12.8389,3.31318,3.72294,2.77756
54.1,7.36273,-10.7514,-18.1141,-17.8855,-2.38821
54.2,-4.7306,-7.77703,-3.04642,-2.84826,-2.50322
54.3,-26.3411,-9.2165,17.1247,17.4941,2.4961
54.4,-15.9793,-12.5381,3.4412,3.84502,2.83333
54.5,7.42193,-10.6242,-18.0461,-17.8228,-2.3307
54.6,-3.48165,-7.4143,-3.93265,-3.74862,-2.68518
54.7,-26.7026,-8.92152,17.781,18.1429,2.52184
54.8,-15.8582,-12.2388,3.61938,4.01742,2.89573
54.9,7.4822,-10.4941,-17.9763,-17.758,-2.26771
55,-2.20419,-7.04597,-4.84178,-4.67193,-2.86877
55.1,-27.0754,-8.63112,18.4443,18.7985,2.54806
55.2,-15.6974,-11.9339,3.76356,4.15549,2.94992
55.3,7.53279,-10.3604,-17.8932,-17.6802,-2.20761
55.4,-0.963562,-6.68339,-5.71983,-5.56403,-3.04671
55.5,-27.4289,-8.33635,19.0925,19.4393,2.57478
55.6,-15.5344,-11.6244,3.90993,4.29576,3.00502
55.7,7.57934,-10.2268,-17.8061,-17.5984,-2.14582
55.8,0.300398,-6.31596,-6.61636,-6.47476,-3.22806
55.9,-27.783,-8.04247,19.7405,20.0795,2.59884
56,-15.3785,-11.3155,4.063,4.44264,3.05979
56.1,7.59749,-10.0925,-17.69,-17.4873,-2.07697
56.2,1.5225,-5.95659,-7.47909,-7.35115,-3.39552
56.3,-28.1294,-7.75589,20.3735,20.7052,2.62967
56.4,-15.1885,-11.0084,4.18006,4.55354,3.11064
56.5,7.60734,-9.96459,-17.5719,-17.3742,-2.01057
56.6,2.75227,-5.60241,-8.35467,-8.24046,-3.56804
56.7,-28.4495,-7.46969,20.9798,21.3038,2.64993
56.8,-15.0274,-10.7018,4.32561,4.69288,3.16067
56.9,7.60473,-9.83293,-17.4377,-17.2448,-1.94069
57,3.99467,-5.24377,-9.23844,-9.13794,-3.74
57.1,-28.768,-7.1837,21.5843,21.9006,2.67016
57.2,-14.8275,-10.3887,4.43881,4.79955,3.20251
57.3,7.58982,-9.6976,-17.2874,-17.0996,-1.87301
57.4,5.18902,-4.8921,-10.0811,-9.99406,-3.90327
57.5,-29.049,-6.89517,22.1538,22.4624,2.68814
57.6,-14.6124,-10.069,4.54334,4.89736,3.24044
57.7,7.55435,-9.56052,-17.1149,-16.932,-1.80266
57.8,6.4154,-4.53432,-10.9497,-10.8763,-4.07108
57.9,-29.3563,-6.60986,22.7464,23.0473,2.70851
58,-14.4302,-9.75558,4.67459,5.02217,3.28693
58.1,7.52932,-9.42125,-16.9506,-16.7725,-1.72793
58.2,7.60661,-4.18474,-11.7914,-11.7312,-4.22874
58.3,-29.622,-6.32897,23.293,23.5861,2.72497
58.4,-14.2119,-9.43844,4.7735,5.11434,3.32232
58.5,7.47376,-9.28724,-16.761,-16.5878,-1.65521
58.6,8.77558,-3.83983,-12.6154,-12.5683,-4.38349
58.7,-29.9053,-6.05057,23.8547,24.1404,2.74747
58.8,-14.0093,-9.12751,4.88177,5.2162,3.36465
58.9,7.40995,-9.1556,-16.5655,-16.3968,-1.5757
59,9.95309,-3.50202,-13.4551,-13.4209,-4.537
59.1,-30.1657,-5.78113,24.3846,24.6626,2.76291
59.2,-13.7583,-8.81428,4.94404,5.27155,3.39007
59.3,7.32328,-9.02175,-16.345,-16.181,-1.50269
59.4,11.1149,-3.16172,-14.2766,-14.2553,-4.69085
59.5,-30.4172,-5.50571,24.9115,25.1819,2.77734
59.6,-13.5108,-8.49439,5.01638,5.33696,3.41724
59.7,7.25876,-8.87929,-16.1381,-15.9789,-1.43178
59.8,12.2501,-2.81989,-15.07,-15.0615,-4.83921
59.9,-30.6701,-5.23586,25.4343,25.6971,2.79487
60,-13.2903,-8.18066,5.10964,5.42358,3.45205
60.1,7.17433,-8.7436,-15.9179,-15.7632,-1.35176
60.2,13.3751,-2.48756,-15.8627,-15.8665,-4.98046
60.3,-30.8753,-4.9682,25.9071,26.1623,2.80523
60.4,-13.0023,-7.86264,5.13967,5.44627,3.46549
60.5,7.04339,-8.60646,-15.6498,-15.4997,-1.27582
60.6,14.4617,-2.15905,-16.6208,-16.6369,-5.11608
60.7,-31.0955,-4.70266,26.3929,26.6407,2.82311
60.8,-12.7862,-7.55415,5.232,5.53214,3.50037
60.9,6.93979,-8.47349,-15.4133,-15.2673,-1.19154
61,15.5581,-1.84014,-17.3982,-17.4262,-5.25021
61.1,-31.2817,-4.45148,26.8302,27.0705,2.82997
61.2,-12.4822,-7.24085,5.24138,5.53412,3.50601
61.3,6.82429,-8.33191,-15.1562,-15.015,-1.12425
61.4,16.6161,-1.51597,-18.132,-18.1722,-5.38624
61.5,-31.4932,-4.18841,27.3048,27.5377,2.84476
61.6,-12.1932,-6.92169,5.2715,5.55712,3.52285
61.7,6.68967,-8.18861,-14.8783,-14.7414,-1.04323
61.8,17.6651,-1.19622,-18.8613,-18.9131,-5.51069
61.9,-31.6869,-3.93974,27.7471,27.9728,2.86019
62,-11.9031,-6.61508,5.28798,5.56655,3.53678
62.1,6.56136,-8.05147,-14.6128,-14.4804,-0.967506
62.2,18.6774,-0.884238,-19.5616,-19.6248,-5.63182
62.3,-31.8171,-3.68765,28.1294,28.3475,2.86302
62.4,-11.6042,-6.30105,5.30312,5.57427,3.54083
62.5,6.41672,-7.90796,-14.3247,-14.1968,-0.893569
62.6,19.6745,-0.570618,-20.2451,-20.3197,-5.75009
62.7,-31.9876,-3.43983,28.5477,28.7587,2.8771
62.8,-11.3087,-5.9927,5.31597,5.58007,3.55284
62.9,6.27973,-7.76378,-14.0435,-13.9199,-0.815335
63,20.6751,-0.264903,-20.94,-21.0258,-5.86794
63.1,-32.1227,-3.19612,28.9265,29.1301,2.88156
63.2,-10.9749,-5.68063,5.29427,5.55073,3.54886
63.3,6.09607,-7.62041,-13.7165,-13.5972,-0.737652
63.4,21.6147,0.0370603,-21.5777,-21.6741,-5.97177
63.5,-32.2462,-2.95401,29.2921,29.4886,2.89332
63.6,-10.6373,-5.37073,5.26656,5.51568,3.54891
63.7,5.91628,-7.47913,-13.3954,-13.2802,-0.658382
63.8,22.5553,0.332002,-22.2233,-22.3303,-6.07637
63.9,-32.3575,-2.72266,29.6349,29.8241,2.89875
64,-10.3215,-5.06803,5.25347,5.49529,3.54789
64.1,5.74196,-7.33556,-13.0775,-12.9665,-0.580706
64.2,23.439,0.619452,-22.8195,-22.9367,-6.1697
64.3,-32.4746,-2.50016,29.9744,30.157,2.91198
64.4,-9.96715,-4.76922,5.19793,5.43249,3.5421
64.5,5.57049,-7.19562,-12.7661,-12.6592,-0.508224
64.6,24.3482,0.905197,-23.443,-23.5705,-6.2738
64.7,-32.5856,-2.27539,30.3102,30.4858,2.91611
64.8,-9.6095,-4.46846,5.14104,5.36803,3.52909
64.9,5.40085,-7.04533,-12.4462,-12.3437,-0.439098
65,25.1878,1.19214,-23.9956,-24.133,-6.36259
65.1,-32.6378,-2.04652,30.5913,30.7598,2.918
65.2,-9.23706,-4.16189,5.07517,5.2944,3.5121
65.3,5.2065,-6.89641,-12.1029,-12.0047,-0.367101
65.4,25.9942,1.47214,-24.5221,-24.6691,-6.44261
65.5,-32.7148,-1.82862,30.8862,31.048,2.93006
65.6,-8.90046,-3.87166,5.02879,5.24093,3.50777
65.7,5.0264,-6.75186,-11.7783,-11.6839,-0.290146
65.8,26.8105,1.74076,-25.0697,-25.2261,-6.52413
65.9,-32.7793,-1.62241,31.1568,31.3121,2.93492
66,-8.52558,-3.58414,4.94144,5.14607,3.48771
66.1,4.79165,-6.61308,-11.4047,-11.3141,-0.212754
66.2,27.5675,1.99868,-25.5689,-25.734,-6.59305
66.3,-32.8414,-1.42145,31.42,31.5691,2.94747
66.4,-8.13707,-3.30195,4.83512,5.03257,3.46875
66.5,4.59413,-6.47572,-11.0698,-10.9831,-0.144212
66.6,28.3312,2.25435,-26.0768,-26.2509,-6.67087
66.7,-32.8433,-1.21961,31.6237,31.7659,2.93831
66.8,-7.73048,-3.00848,4.722,4.91144,3.43159
66.9,4.39899,-6.31827,-10.7173,-10.635,-0.0850518
67,29.0528,2.52376,-26.5291,-26.7121,-6.74182
67.1,-32.8588,-1.00792,31.8509,31.9864,2.94023
67.2,-7.31913,-2.70981,4.60932,4.7909,3.4029
67.3,4.18506,-6.15926,-10.3443,-10.2662,-0.0143698
67.4,29.7262,2.77924,-26.947,-27.1383,-6.79536
67.5,-32.8779,-0.813249,32.0647,32.194,2.95198
67.6,-6.95657,-2.43547,4.5211,4.69563,3.38789
67.7,4.00368,-6.01392,-10.0176,-9.94326,0.0551038
67.8,30.3742,3.01937,-27.3549,-27.5541,-6.84719
67.9,-32.8786,-0.63199,32.2467,32.3699,2.95709
68,-6.51865,-2.16109,4.35756,4.5244,3.34891
68.1,3.74052,-5.87334,-9.61386,-9.54316,0.125897
68.2,30.9893,3.25055,-27.7387,-27.9454,-6.89194
68.3,-32.8628,-0.450335,32.4125,32.5299,2.96352
68.4,-6.08964,-1.89224,4.1974,4.35681,3.31185
68.5,3.54118,-5.72553,-9.26671,-9.19996,0.183894
68.6,31.6089,3.48697,-28.1219,-28.3364,-6.94617
68.7,-32.8415,-0.273434,32.568,32.6793,2.96018
68.8,-5.64513,-1.61424,4.03089,4.18241,3.26574
68.9,3.34544,-5.56337,-8.90881,-8.84638,0.23771
69,32.1753,3.7278,-28.4475,-28.6696,-6.98911
69.1,-32.8119,-0.0896677,32.7222,32.8274,2.96501
69.2,-5.21416,-1.34043,3.87373,4.01764,3.22817
69.3,3.15619,-5.4051,-8.56129,-8.50299,0.29538
69.4,32.6974,3.9576,-28.7398,-28.9689,-7.02069
69.5,-32.7575,0.0844089,32.8419,32.9412,2.96978
69.6,-4.79889,-1.07907,3.71982,3.85634,3.19142
69.7,2.94419,-5.25494,-8.19913,-8.1446,0.357413
69.8,33.1992,4.17521,-29.024,-29.2597,-7.04686
69.9,-32.7124,0.24688,32.9593,33.0532,2.97816
70,-4.35036,-0.825484,3.52488,3.65401,3.14712
70.1,2.72963,-5.10659,-7.83622,-7.78545,0.413975
70.2,33.6774,4.38411,-29.2933,-29.5355,-7.0734
70.3,-32.6463,0.405902,33.0522,33.1406,2.9801
70.4,-3.88573,-0.5698,3.31593,3.43744,3.09443
70.5,2.51216,-4.95366,-7.46582,-7.41896,0.466084
70.6,34.1396,4.59664,-29.543,-29.7916,-7.09833
70.7,-32.5773,0.564218,33.1415,33.2244,2.98234
70.8,-3.43049,-0.315799,3.11469,3.22868,3.04393
70.9,2.31619,-4.79598,-7.11217,-7.0693,0.51562
71,34.5417,4.80231,-29.7394,-29.9939,-7.11177
71.1,-32.4532,0.721239,33.1745,33.2517,2.9791
71.2,-2.95073,-0.059173,2.89155,2.99769,2.98374
71.3,2.12139,-4.63321,-6.75459,-6.71601,0.558807
71.4,34.9213,5.00944,-29.9118,-30.1723,-7.12398
71.5,-32.3708,0.875119,33.2459,33.3178,2.98647
71.6,-2.51074,0.185557,2.6963,2.79519,2.93865
71.7,1.91607,-4.47525,-6.39132,-6.35634,0.614899
71.8,35.2521,5.19694,-30.0551,-30.3207,-7.119
71.9,-32.268,1.00876,33.2767,33.3439,2.99673
72,-2.03943,0.414359,2.45379,2.54553,2.88393
72.1,1.69586,-4.33213,-6.02799,-5.99653,0.663811
72.2,35.5783,5.37489,-30.2034,-30.474,-7.12065
72.3,-32.1699,1.13786,33.3078,33.3703,3.00208
72.4,-1.54673,0.643174,2.1899,2.27429,2.82014
72.5,1.52555,-4.1749,-5.70046,-5.67307,0.696837
72.6,35.8692,5.55898,-30.3102,-30.5859,-7.12386
72.7,-32.0307,1.27451,33.3053,33.3626,2.99776
72.8,-1.05667,0.881289,1.93795,2.01467,2.75199
72.9,1.34889,-4.00863,-5.35752,-5.33438,0.730394
73,36.1464,5.75084,-30.3955,-30.6763,-7.12129
73.1,-31.8918,1.41583,33.3077,33.3599,2.99901
73.2,-0.579995,1.11503,1.69503,1.76424,2.69032
73.3,1.15863,-3.84362,-5.00225,-4.98306,0.771976
73.4,36.3534,5.92555,-30.4279,-30.713,-7.09926
73.5,-31.7518,1.54052,33.2924,33.3402,3.01061
73.6,-0.133595,1.32874,1.46233,1.5248,2.63915
73.7,1.01764,-3.68965,-4.70729,-4.6919,0.806389
73.8,36.5645,6.08982,-30.4746,-30.764,-7.08621
73.9,-31.585,1.66052,33.2456,33.2887,3.00751
74,0.380698,1.54939,1.16869,1.22348,2.5615
74.1,0.794347,-3.53048,-4.32482,-4.31329,0.842806
74.2,36.7125,6.25015,-30.4624,-30.7555,-7.05676
74.3,-31.4161,1.78121,33.1973,33.2362,3.01648
74.4,0.878417,1.76133,0.882909,0.930625,2.49502
74.5,0.645941,-3.36989,-4.01583,-4.00827,0.869195
74.6,36.8792,6.41072,-30.4685,-30.7656,-7.03951
74.7,-31.2462,1.89259,33.1388,33.173,3.01363
74.8,1.37787,1.97595,0.59808,0.638321,2.4198
74.9,0.495008,-3.19798,-3.69299,-3.68968,0.892432
75,36.9915,6.57454,-30.417,-30.7178,-7.01013
75.1,-31.0736,2.00997,33.0835,33.1135,3.02078
75.2,1.86771,2.1845,0.316792,0.349937,2.35307
75.3,0.354636,-3.03329,-3.38793,-3.38866,0.917638
75.4,37.0517,6.72355,-30.3282,-30.6322,-6.96981
75.5,-30.8773,2.11567,32.993,33.0189,3.02736
75.6,2.35464,2.38133,0.0266848,0.0528656,2.28374
75.7,0.225845,-2.87091,-3.09675,-3.10154,0.937419
75.8,37.1199,6.87101,-30.2489,-30.5561,-6.93597
75.9,-30.6889,2.22007,32.909,32.9308,3.03072
76,2.85295,2.57697,-0.275977,-0.256922,2.20881
76.1,0.0405464,-2.71034,-2.75089,-2.75934,0.966773
76.2,37.1189,7.00341,-30.1155,-30.4251,-6.88121
76.3,-30.4889,2.31148,32.8004,32.8188,3.04379
76.4,3.35892,2.75906,-0.599861,-0.587465,2.13598
76.5,-0.0577998,-2.55204,-2.49424,-2.50678,0.975286
76.6,37.156,7.14009,-30.0159,-30.3286,-6.85069
76.7,-30.27,2.40824,32.6783,32.6923,3.03507
76.8,3.83592,2.95044,-0.885484,-0.880262,2.05624
76.9,-0.168104,-2.37629,-2.20818,-2.22504,0.985918
77,37.0992,7.27915,-29.82,-30.1351,-6.79433
77.1,-30.0507,2.50634,32.5571,32.5676,3.04615
77.2,4.33659,3.13411,-1.20247,-1.20399,1.98362
77.3,-0.259256,-2.21092,-1.95167,-1.9727,0.994538
77.4,37.0538,7.40676,-29.647,-29.9645,-6.74522
77.5,-29.8373,2.59631,32.4336,32.4404,3.05119
77.6,4.8062,3.30692,-1.49928,-1.50743,1.91153
77.7,-0.360005,-2.04439,-1.68438,-1.70938,1.0063
77.8,36.9699,7.52999,-29.4399,-29.7593,-6.6851
77.9,-29.627,2.67805,32.305,32.3087,3.06334
78,5.31622,3.47455,-1.84167,-1.85644,1.8334
78.1,-0.483622,-1.88793,-1.40431,-1.43312,1.01677
78.2,36.8607,7.64035,-29.2204,-29.5414,-6.62277
78.3,-29.3592,2.75958,32.1188,32.1189,3.06266
78.4,5.8138,3.64155,-2.17225,-2.1938,1.74854
78.5,-0.552552,-1.7188,-1.16625,-1.19946,1.01154
78.6,36.7522,7.76394,-28.9883,-29.3114,-6.56919
78.7,-29.1276,2.8434,31.971,31.9676,3.06501
78.8,6.28498,3.81035,-2.47464,-2.50277,1.67306
78.9,-0.610101,-1.54263,-0.932529,-0.969985,1.0123
79,36.5967,7.87964,-28.7171,-29.0417,-6.50119
79.1,-28.8936,2.92144,31.815,31.8085,3.07624
79.2,6.79877,3.97163,-2.82713,-2.86188,1.59171
79.3,-0.663539,-1.37348,-0.709937,-0.751784,1.00584
79.4,36.3945,7.98683,-28.4077,-28.7336,-6.42903
79.5,-28.6486,2.99632,31.6449,31.6354,3.08708
79.6,7.24533,4.11852,-3.1268,-3.16755,1.52342
79.7,-0.704898,-1.21028,-0.505378,-0.551175,1.00477
79.8,36.1858,8.08678,-28.099,-28.4258,-6.35288
79.9,-28.3658,3.06327,31.429,31.4165,3.08948
80,7.75392,4.26577,-3.48815,-3.53553,1.43323
80.1,-0.7381,-1.0389,-0.300797,-0.351183,0.987125
80.2,35.9832,8.19422,-27.789,-28.1173,-6.28898
80.3,-28.1105,3.14338,31.2539,31.2382,3.09281
80.4,8.2215,4.41858,-3.80292,-3.85668,1.35543
80.5,-0.775504,-0.861607,-0.0861031,-0.140731,0.981393
80.6,35.7434,8.29684,-27.4465,-27.7756,-6.20786
80.7,-27.852,3.21029,31.0623,31.0438,3.10505
80.8,8.68596,4.55658,-4.12938,-4.18914,1.2815
80.9,-0.769242,-0.693775,0.0754667,0.0164572,0.965243
81,35.4632,8.38819,-27.075,-27.4048,-6.12727
81.1,-27.6028,3.27043,30.8732,30.8522,3.1176
81.2,9.136,4.68636,-4.44963,-4.51516,1.20941
81.3,-0.746741,-0.526514,0.220228,0.156906,0.946286
81.4,35.1647,8.47588,-26.6889,-27.0191,-6.04505
81.5,-27.319,3.33231,30.6513,30.6276,3.12312
81.6,9.60479,4.81431,-4.79047,-4.86208,1.12682
81.7,-0.728205,-0.355895,0.37231,0.304431,0.921223
81.8,34.8679,8.5685,-26.2994,-26.6303,-5.96666
81.9,-27.031,3.40178,30.4328,30.4062,3.12656
82,10.058,4.94532,-5.11268,-5.19035,1.04733
82.1,-0.766488,-0.187714,0.578774,0.50689,0.912224
82.2,34.5584,8.65191,-25.9064,-26.2374,-5.87518
82.3,-26.7479,3.45867,30.2066,30.1777,3.13804
82.4,10.5116,5.06435,-5.44724,-5.5306,0.97088
82.5,-0.703148,-0.0172284,0.685919,0.609424,0.880516
82.6,34.2256,8.73371,-25.4919,-25.8233,-5.79543
82.7,-26.4623,3.51653,29.9788,29.9472,3.14021
82.8,10.9593,5.19164,-5.76765,-5.85696,0.890922
82.9,-0.649488,0.161952,0.81144,0.730251,0.850754
83,33.8465,8.8183,-25.0282,-25.3597,-5.70185
83.1,-26.1809,3.57651,29.7574,29.7235,3.15449
83.2,11.3786,5.30247,-6.07613,-6.17078,0.823173
83.3,-0.591616,0.32859,0.920206,0.83475,0.826067
83.4,33.4842,8.89237,-24.5919,-24.9232,-5.61126
83.5,-25.8849,3.62893,29.5138,29.4775,3.16094
83.6,11.8238,5.41083,-6.413,-6.51336,0.742364
83.7,-0.483743,0.506507,0.990249,0.899785,0.781719
83.8,33.0754,8.97169,-24.1037,-24.4352,-5.52251
83.9,-25.6056,3.68824,29.2938,29.2552,3.17193
84,12.2253,5.51923,-6.70606,-6.81169,0.676023
84.1,-0.439582,0.672966,1.11255,1.01805,0.76153
84.2,32.6941,9.04139,-23.6527,-23.9838,-5.42479
84.3,-25.3053,3.73723,29.0426,29.002,3.18189
84.4,12.6522,5.61379,-7.03843,-7.14941,0.599068
84.5,-0.334406,0.840966,1.17537,1.07614,0.718336
84.6,32.279,9.11019,-23.1688,-23.4997,-5.33618
84.7,-25.0111,3.7907,28.8018,28.7589,3.18759
84.8,13.0513,5.71797,-7.33334,-7.44958,0.528301
84.9,-0.243968,1.01253,1.2565,1.15283,0.684434
85,31.8498,9.17755,-22.6722,-23.0026,-5.23733
85.1,-24.6922,3.84263,28.5349,28.4898,3.19446
85.2,13.428,5.80869,-7.61934,-7.74058,0.460698
85.3,-0.0888216,1.18471,1.27353,1.16503,0.636781
85.4,31.4074,9.2445,-22.1629,-22.493,-5.14567
85.5,-24.3991,3.89444,28.2935,28.2464,3.20234
85.6,13.8221,5.90387,-7.9182,-8.04458,0.390608
85.7,0.0550674,1.36177,1.3067,1.19339,0.591305
85.8,30.9506,9.31074,-21.6398,-21.9695,-5.04891
85.9,-24.0867,3.9515,28.0382,27.9888,3.21053
86,14.2182,5.99536,-8.22281,-8.35436,0.319307
86.1,0.161917,1.53172,1.3698,1.25194,0.552466
86.2,30.5022,9.37476,-21.1274,-21.4566,-4.94979
86.3,-23.7859,4.00219,27.7881,27.7369,3.22188
86.4,14.5868,6.07815,-8.50867,-8.64501,0.255156
86.5,0.31487,1.70162,1.38675,1.26429,0.507439
86.6,30.0347,9.43324,-20.6014,-20.9299,-4.8519
86.7,-23.4886,4.04657,27.5351,27.482,3.23158
86.8,14.9371,6.15731,-8.77979,-8.92072,0.193503
86.9,0.493715,1.87038,1.37666,1.2495,0.457503
87,29.5586,9.49103,-20.0676,-20.3954,-4.75572
87.1,-23.1731,4.09675,27.2699,27.2147,3.23689
87.2,15.2815,6.23484,-9.04667,-9.19227,0.129601
87.3,0.723725,2.04756,1.32384,1.19147,0.395068
87.4,29.0473,9.55268,-19.4946,-19.8219,-4.65918
87.5,-22.8742,4.15107,27.0253,26.9682,3.24767
87.6,15.6449,6.31552,-9.32934,-9.4797,0.0658299
87.7,0.916373,2.22377,1.3074,1.17012,0.341902
87.8,28.5564,9.6137,-18.9427,-19.2694,-4.56092
87.9,-22.5613,4.20758,26.7689,26.7099,3.25679
88,15.969,6.38547,-9.5835,-9.73835,0.00800216
88.1,1.0905,2.39165,1.30115,1.1593,0.295828
88.2,28.0605,9.66803,-18.3924,-18.7182,-4.45768
88.3,-22.2554,4.25371,26.5091,26.4484,3.26885
