Time, Current Position, Running Average(7), Error, PI Output, Smoothed Output
43.4,-34.9311,-17.1862,17.7449,18.3045,2.34008
43.5,-13.9094,-16.5013,-2.59194,-2.05828,1.24049
43.6,-18.4956,-19.1931,-0.697439,-0.170762,0.887677
43.7,1.10936,-13.9312,-15.0406,-14.6643,-3.00031
43.8,-34.059,-16.8788,17.1802,17.7283,2.18184
43.9,-14.3976,-16.2793,-1.88169,-1.35243,1.29827
44,-18.4309,-19.0163,-0.585423,-0.0620193,0.9582
44.1,1.48581,-13.8139,-15.2997,-14.9293,-3.01368
44.2,-33.2029,-16.5701,16.6328,17.1695,2.03213
44.3,-14.8954,-16.0558,-1.16041,-0.635282,1.36528
44.4,-18.3445,-18.8349,-0.4904,0.0298256,1.03141
44.5,1.83253,-13.7076,-15.5401,-15.1753,-3.02026
44.6,-32.303,-16.2655,16.0375,16.5627,1.87548
44.7,-15.3913,-15.8313,-0.439941,0.0808593,1.42683
44.8,-18.2898,-18.6564,-0.366598,0.150537,1.10776
44.9,2.20453,-13.5981,-15.8027,-15.4436,-3.03007
45,-31.3478,-15.9485,15.3994,15.9125,1.70556
45.1,-15.8794,-15.5963,0.28309,0.799022,1.47892
45.2,-18.1917,-18.4569,-0.265232,0.248048,1.17121
45.3,2.55476,-13.4773,-16.032,-15.679,-3.04136
45.4,-30.4096,-15.6227,14.7869,15.2877,1.54091
45.5,-16.3707,-15.3486,1.02215,1.5332,1.53898
45.6,-18.1119,-18.2509,-0.139008,0.370653,1.2469
45.7,2.89223,-13.3595,-16.2517,-15.9046,-3.04097
45.8,-29.3746,-15.2874,14.0872,14.5752,1.36309
45.9,-16.8642,-15.0977,1.76651,2.27219,1.59036
46,-18.0586,-18.0425,0.0161037,0.521945,1.32326
46.1,3.21837,-13.2385,-16.4569,-16.1156,-3.03645
46.2,-28.3877,-14.9552,13.4325,13.9081,1.19968
46.3,-17.3579,-14.8475,2.51038,3.01108,1.65253
46.4,-17.9739,-17.8284,0.145557,0.647715,1.40133
46.5,3.53172,-13.1275,-16.6592,-16.3236,-3.02991
46.6,-27.3637,-14.6274,12.7363,13.1992,1.02737
46.7,-17.8499,-14.5976,3.2523,3.74775,1.70747
46.8,-17.9072,-17.6155,0.29174,0.790109,1.47813
46.9,3.83133,-13.0128,-16.8441,-16.5142,-3.01995
47,-26.2852,-14.2881,11.9971,12.447,0.846783
47.1,-18.3299,-14.339,3.99089,4.48069,1.75526
47.2,-17.8191,-17.3891,0.429991,0.924098,1.54747
47.3,4.13796,-12.8888,-17.0268,-16.703,-3.01514
47.4,-25.2185,-13.9415,11.277,11.7136,0.667036
47.5,-18.8254,-14.0727,4.75276,5.2369,1.8095
47.6,-17.7237,-17.152,0.571724,1.06158,1.62252
47.7,4.42036,-12.7655,-17.1858,-16.8678,-3.00006
47.8,-24.0755,-13.5863,10.4892,10.9121,0.477973
47.9,-19.3139,-13.7998,5.51411,5.99214,1.85652
48,-17.6695,-16.9152,0.754354,1.23993,1.70237
48.1,4.70098,-12.641,-17.3419,-17.0298,-2.98067
48.2,-22.996,-13.2368,9.75929,10.169,0.306759
48.3,-19.7894,-13.5319,6.25755,6.72987,1.91254
48.4,-17.5736,-16.6738,0.899723,1.38104,1.77966
48.5,4.95314,-12.5269,-17.48,-17.1735,-2.95863
48.6,-21.8662,-12.8915,8.97468,9.37094,0.123759
48.7,-20.2664,-13.2625,7.00388,7.47019,1.96037
48.8,-17.5146,-16.4362,1.07849,1.55557,1.85917
48.9,5.21389,-12.4062,-17.6201,-17.3192,-2.93542
49,-20.6919,-12.5351,8.15678,8.53924,-0.0667535
49.1,-20.7365,-12.9869,7.74953,8.20948,2.0023
49.2,-17.4218,-16.1833,1.23842,1.71075,1.92942
49.3,5.4551,-12.2803,-17.7354,-17.4404,-2.91304
49.4,-19.5322,-12.1754,7.35675,7.7253,-0.253457
49.5,-21.1994,-12.7018,8.49759,8.95111,2.04769
49.6,-17.3242,-15.9215,1.40271,1.87026,2.00333
49.7,5.68287,-12.1537,-17.8366,-17.5474,-2.88435
49.8,-18.3228,-11.8089,6.51391,6.86823,-0.446208
49.9,-21.668,-12.4155,9.2525,9.69935,2.09018
50,-17.2528,-15.6595,1.59328,2.05607,2.08165
50.1,5.90591,-12.0255,-17.9314,-17.6479,-2.85075
50.2,-17.1482,-11.4468,5.70143,6.04191,-0.627582
50.3,-22.1226,-12.1322,9.99037,10.4308,2.137
50.4,-17.1463,-15.3935,1.75274,2.21065,2.15542
50.5,6.09909,-11.9047,-18.0038,-17.7259,-2.81492
50.6,-15.9307,-11.0851,4.84561,5.17194,-0.818203
50.7,-22.5803,-11.8462,10.7341,11.1678,2.1783
50.8,-17.0803,-15.1299,1.95039,2.40357,2.23462
50.9,6.3028,-11.7797,-18.0826,-17.8102,-2.77659
51,-14.6957,-10.7188,3.97698,4.2891,-1.01017
51.1,-23.024,-11.5584,11.4656,11.8923,2.21546
51.2,-16.9561,-14.852,2.10403,2.55185,2.29956
51.3,6.47074,-11.6518,-18.1226,-17.856,-2.73933
51.4,-13.4943,-10.3538,3.14051,3.4385,-1.19487
51.5,-23.4649,-11.2659,12.199,12.619,2.25859
51.6,-16.8415,-14.5723,2.26925,2.71193,2.37193
51.7,6.63589,-11.5249,-18.1608,-17.8997,-2.69598
51.8,-12.2277,-9.98257,2.24517,2.52869,-1.38981
51.9,-23.9041,-10.9751,12.929,13.3418,2.29308
52,-16.7639,-14.2944,2.46948,2.90699,2.44656
52.1,6.78976,-11.3966,-18.1864,-17.9308,-2.64777
52.2,-11.0061,-9.61681,1.38929,1.65882,-1.57112
52.3,-24.3279,-10.6863,13.6416,14.0475,2.33354
52.4,-16.6292,-14.0099,2.61936,3.05151,2.51303
52.5,6.92794,-11.2733,-18.2013,-17.9512,-2.60302
52.6,-9.74923,-9.25122,0.498007,0.75312,-1.76398
52.7,-24.7412,-10.3908,14.3504,14.749,2.36426
52.8,-16.5322,-13.7226,2.80967,3.23638,2.58229
52.9,7.06614,-11.1408,-18.2069,-17.9623,-2.55386
53,-8.50037,-8.87974,-0.379371,-0.138521,-1.95003
53.1,-25.1618,-10.0987,15.0631,15.4546,2.40113
53.2,-16.3862,-13.4293,2.95694,3.37799,2.64534
53.3,7.17136,-11.012,-18.1834,-17.9442,-2.50204
53.4,-7.24805,-8.51302,-1.26497,-1.03841,-2.13613
53.5,-25.5501,-9.80128,15.7488,16.1329,2.43112
53.6,-16.2656,-13.1344,3.13119,3.54656,2.70998
53.7,7.26944,-10.8816,-18.151,-17.9171,-2.4468
53.8,-5.97518,-8.14061,-2.16544,-1.95324,-2.32341
53.9,-25.9525,-9.50723,16.4453,16.8219,2.46292
54,-16.1511,-12.839,3.31207,3.72185,2.77765
54.1,7.35965,-10.7522,-18.1118,-17.8832,-2.38756
54.2,-4.73245,-7.77824,-3.04578,-2.84758,-2.50256
54.3,-26.3411,-9.2176,17.1235,17.4929,2.49631
54.4,-15.9805,-12.539,3.44144,3.84529,2.83356
54.5,7.42025,-10.6254,-18.0456,-17.8222,-2.33039
54.6,-3.48253,-7.41539,-3.93286,-3.74879,-2.68499
54.7,-26.7034,-8.92286,17.7805,18.1424,2.52186
54.8,-15.8568,-12.2395,3.61733,4.01537,2.89524
54.9,7.48033,-10.4948,-17.9752,-17.7569,-2.26779
55,-2.20325,-7.04656,-4.8433,-4.67345,-2.8692
55.1,-27.0793,-8.6321,18.4472,18.8015,2.54847
55.2,-15.6969,-11.9346,3.76234,4.1543,2.94993
55.3,7.53234,-10.361,-17.8933,-17.6803,-2.20763
55.4,-0.963762,-6.6839,-5.72014,-5.56432,-3.04681
55.5,-27.4303,-8.33726,19.093,19.4398,2.57484
55.6,-15.5349,-11.6251,3.90974,4.29558,3.00503
55.7,7.57668,-10.228,-17.8047,-17.5969,-2.14545
55.8,0.300557,-6.31661,-6.61716,-6.47554,-3.22797
55.9,-27.7836,-8.04328,19.7403,20.0794,2.59886
56,-15.379,-11.3163,4.06263,4.44229,3.05972
56.1,7.59516,-10.0936,-17.6888,-17.486,-2.07671
56.2,1.52471,-5.95719,-7.4819,-7.35395,-3.39602
56.3,-28.1295,-7.75642,20.373,20.7047,2.62916
56.4,-15.1888,-11.0086,4.18018,4.55367,3.11029
56.5,7.60759,-9.96477,-17.5724,-17.3746,-2.01093
56.6,2.75241,-5.60248,-8.35489,-8.24068,-3.56837
56.7,-28.4501,-7.46979,20.9803,21.3044,2.64981
56.8,-15.0263,-10.7014,4.32491,4.69217,3.1604
56.9,7.60267,-9.83316,-17.4358,-17.2429,-1.94043
57,3.9946,-5.24401,-9.2386,-9.13808,-3.73984
57.1,-28.7673,-7.18378,21.5835,21.8998,2.67007
57.2,-14.8278,-10.3888,4.43899,4.79973,3.20249
57.3,7.58705,-9.69818,-17.2852,-17.0973,-1.87247
57.4,5.18967,-4.89249,-10.0822,-9.99509,-3.90312
57.5,-29.0505,-6.89594,22.1545,22.4631,2.68844
57.6,-14.6108,-10.0693,4.54153,4.89556,3.24022
57.7,7.55207,-9.56108,-17.1132,-16.9303,-1.8024
57.8,6.41425,-4.53515,-10.9494,-10.876,-4.0708
57.9,-29.3582,-6.61092,22.7473,23.0482,2.70894
58,-14.4295,-9.75614,4.67334,5.02096,3.28695
58.1,7.52638,-9.42233,-16.9487,-16.7706,-1.72744
58.2,7.60493,-4.18584,-11.7908,-11.7306,-4.22822
58.3,-29.6239,-6.33057,23.2934,23.5865,2.72546
58.4,-14.2132,-9.43989,4.77329,5.11417,3.32264
58.5,7.47259,-9.2887,-16.7613,-16.588,-1.65502
58.6,8.77546,-3.84103,-12.6165,-12.5694,-4.38362
58.7,-29.9072,-6.05213,23.855,24.1407,2.74746
58.8,-14.0087,-9.12857,4.8801,5.21456,3.36423
58.9,7.40703,-9.15684,-16.5639,-16.3951,-1.57559
59,9.95347,-3.50293,-13.4564,-13.4221,-4.53723
59.1,-30.1688,-5.78231,24.3865,24.6647,2.76325
59.2,-13.758,-8.81525,4.94279,5.27034,3.39002
59.3,7.32301,-9.02275,-16.3458,-16.1817,-1.5029
59.4,11.1157,-3.16234,-14.278,-14.2567,-4.69135
59.5,-30.4158,-5.50622,24.9096,25.18,2.77648
59.6,-13.5107,-8.49446,5.01622,5.33679,3.41656
59.7,7.25748,-8.8796,-16.1371,-15.9779,-1.43205
59.8,12.2485,-2.81998,-15.0685,-15.06,-4.83904
59.9,-30.6713,-5.23616,25.4352,25.698,2.79523
60,-13.2886,-8.18067,5.10791,5.42185,3.45188
60.1,7.17135,-8.74415,-15.9155,-15.7607,-1.35127
60.2,13.3742,-2.48844,-15.8626,-15.8664,-4.98006
60.3,-30.8776,-4.96943,25.9082,26.1634,2.80581
60.4,-13.0038,-7.8639,5.13992,5.44656,3.466
60.5,7.04181,-8.60771,-15.6495,-15.4994,-1.27535
60.6,14.4605,-2.16031,-16.6208,-16.6368,-5.11572
60.7,-31.0983,-4.70457,26.3938,26.6417,2.82362
60.8,-12.7858,-7.55558,5.23018,5.53036,3.50031
60.9,6.93834,-8.47499,-15.4133,-15.2673,-1.19159
61,15.5591,-1.84118,-17.4002,-17.4282,-5.25074
61.1,-31.2842,-4.45266,26.8315,27.0719,2.82992
61.2,-12.4815,-7.24171,5.2398,5.53256,3.50558
61.3,6.82472,-8.33253,-15.1572,-15.0161,-1.12483
61.4,16.6162,-1.51617,-18.1324,-18.1725,-5.38675
61.5,-31.4941,-4.18879,27.3053,27.5382,2.84449
61.6,-12.1936,-6.92192,5.27169,5.55732,3.5227
61.7,6.68811,-8.1892,-14.8773,-14.7404,-1.04309
61.8,17.6636,-1.19666,-18.8602,-18.912,-5.51031
61.9,-31.6871,-3.94031,27.7468,27.9725,2.8604
62,-11.9029,-6.61569,5.2872,5.5658,3.53675
62.1,6.55919,-8.05241,-14.6116,-14.4791,-0.967219
62.2,18.6774,-0.885054,-19.5624,-19.6256,-5.6318
62.3,-31.819,-3.68868,28.1303,28.3484,2.86326
62.4,-11.6041,-6.30185,5.30228,5.57346,3.54081
62.5,6.41353,-7.909,-14.3225,-14.1946,-0.893038
62.6,19.6731,-0.571832,-20.2449,-20.3194,-5.74963
62.7,-31.9896,-3.44136,28.5482,28.7592,2.87758
62.8,-11.3081,-5.99382,5.31424,5.57837,3.55278
62.9,6.27662,-7.76536,-14.042,-13.9183,-0.814985
63,20.6751,-0.266206,-20.9413,-21.027,-5.86799
63.1,-32.123,-3.19747,28.9255,29.1291,2.88127
63.2,-10.9767,-5.68179,5.29494,5.55144,3.54881
63.3,6.0972,-7.6212,-13.7184,-13.5991,-0.738161
63.4,21.6158,0.0367028,-21.5791,-21.6755,-5.97251
63.5,-32.2462,-2.95446,29.2917,29.4882,2.89267
63.6,-10.6387,-5.37093,5.26776,5.51688,3.54872
63.7,5.91468,-7.47956,-13.3942,-13.2791,-0.658227
63.8,22.5555,0.331651,-22.2239,-22.3309,-6.0764
63.9,-32.3573,-2.72271,29.6346,29.8239,2.89866
64,-10.3191,-5.0679,5.2512,5.493,3.54725
64.1,5.74124,-7.33569,-13.0769,-12.9659,-0.58104
64.2,23.4369,0.619035,-22.8178,-22.935,-6.16953
64.3,-32.4764,-2.50064,29.9758,30.1584,2.91245
64.4,-9.96554,-4.76924,5.1963,5.43087,3.54205
64.5,5.56988,-7.19576,-12.7656,-12.6587,-0.508142
64.6,24.3482,0.905022,-23.4432,-23.5707,-6.27378
64.7,-32.587,-2.27611,30.3109,30.4865,2.91628
64.8,-9.61027,-4.46918,5.14109,5.36809,3.52924
64.9,5.39786,-7.04618,-12.444,-12.3415,-0.438442
65,25.1856,1.19125,-23.9943,-24.1317,-6.36176
65.1,-32.6392,-2.04785,30.5914,30.7599,2.91865
65.2,-9.23875,-4.16337,5.07538,5.29467,3.51266
65.3,5.20482,-6.89814,-12.103,-12.0047,-0.366682
65.4,25.9944,1.47064,-24.5238,-24.6708,-6.4427
65.5,-32.7137,-1.82986,30.8838,31.0457,2.9294
65.6,-8.89719,-3.872,5.02518,5.23729,3.50637
65.7,5.0254,-6.75203,-11.7774,-11.6831,-0.290995
65.8,26.8122,1.74103,-25.0712,-25.2276,-6.52514
65.9,-32.7798,-1.62197,31.1578,31.313,2.9344
66,-8.5248,-3.58335,4.94145,5.14606,3.48732
66.1,4.79372,-6.61202,-11.4057,-11.3152,-0.213307
66.2,27.5688,1.99977,-25.5691,-25.7342,-6.59353
66.3,-32.8422,-1.42095,31.4213,31.5703,2.94744
66.4,-8.13701,-3.30129,4.83572,5.03316,3.46887
66.5,4.5953,-6.47514,-11.0704,-10.9837,-0.144275
66.6,28.3315,2.25504,-26.0764,-26.2504,-6.67082
66.7,-32.8422,-1.21888,31.6234,31.7656,2.93828
66.8,-7.73024,-3.00802,4.72222,4.91165,3.43162
66.9,4.39796,-6.31814,-10.7161,-10.6338,-0.0847448
67,29.0525,2.52397,-26.5286,-26.7116,-6.74145
67.1,-32.8591,-1.00776,31.8513,31.9868,2.94061
67.2,-7.32034,-2.70999,4.61034,4.79194,3.40345
67.3,4.18302,-6.15977,-10.3428,-10.2646,-0.0135725
67.4,29.7292,2.77901,-26.9502,-27.1416,-6.79557
67.5,-32.875,-0.81309,32.0619,32.1911,2.95111
67.6,-6.95091,-2.43436,4.51656,4.69101,3.38608
67.7,4.00098,-6.01315,-10.0141,-9.93982,0.0546082
67.8,30.3742,3.02017,-27.354,-27.5532,-6.84735
67.9,-32.8761,-0.630648,32.2454,32.3687,2.95665
68,-6.51749,-2.15929,4.3582,4.525,3.34874
68.1,3.741,-5.8719,-9.61289,-9.54222,0.125998
68.2,30.9874,3.25129,-27.7361,-27.9428,-6.8912
68.3,-32.8611,-0.45016,32.4109,32.5284,2.96369
68.4,-6.08734,-1.89135,4.196,4.35538,3.31161
68.5,3.54192,-5.72453,-9.26645,-9.19973,0.183777
68.6,31.6105,3.48785,-28.1227,-28.3372,-6.94647
68.7,-32.8408,-0.272628,32.5682,32.6794,2.95999
68.8,-5.64474,-1.61345,4.0313,4.18278,3.26569
68.9,3.34414,-5.56248,-8.90662,-8.8442,0.238214
69,32.1745,3.72832,-28.4462,-28.6683,-6.9884
69.1,-32.8111,-0.0893658,32.7218,32.827,2.96544
69.2,-5.21574,-1.34046,3.87528,4.01921,3.22888
69.3,3.15644,-5.40533,-8.56178,-8.50346,0.295794
69.4,32.6987,3.95746,-28.7413,-28.9704,-7.02075
69.5,-32.7567,0.0843288,32.841,32.9403,2.96951
69.6,-4.79603,-1.07855,3.71748,3.85396,3.19063
69.7,2.94103,-5.25477,-8.1958,-8.14128,0.35765
69.8,33.1976,4.17506,-29.0226,-29.2583,-7.04633
69.9,-32.7127,0.24692,32.9596,33.0535,2.97863
70,-4.35029,-0.82547,3.52482,3.65396,3.14746
70.1,2.7304,-5.10666,-7.83706,-7.78629,0.414025
70.2,33.6775,4.38393,-29.2935,-29.5357,-7.0734
70.3,-32.6452,0.405476,33.0507,33.139,2.9797
70.4,-3.88433,-0.569575,3.31475,3.43624,3.09384
70.5,2.5135,-4.95302,-7.46652,-7.41969,0.465456
70.6,34.1417,4.5976,-29.5441,-29.7927,-7.09908
70.7,-32.5762,0.565326,33.1416,33.2244,2.98178
70.8,-3.43302,-0.315163,3.11785,3.23183,3.04429
70.9,2.31532,-4.79547,-7.11079,-7.06791,0.516241
71,34.5413,4.8026,-29.7387,-29.9932,-7.11112
71.1,-32.4529,0.72137,33.1743,33.2515,2.97955
71.2,-2.94993,-0.0591193,2.89081,2.99695,2.9839
71.3,2.11977,-4.63368,-6.75344,-6.71484,0.559212
71.4,34.9228,5.00904,-29.9138,-30.1743,-7.12417
71.5,-32.3698,0.875222,33.245,33.3169,2.9861
71.6,-2.50772,0.186217,2.69394,2.79279,2.93777
71.7,1.91243,-4.47505,-6.38748,-6.3525,0.615203
71.8,35.2518,5.19706,-30.0547,-30.3203,-7.11867
71.9,-32.267,1.0089,33.2759,33.3431,2.99678
72,-2.03823,0.414899,2.45313,2.54485,2.8838
72.1,1.69699,-4.33165,-6.02864,-5.9972,0.663546
72.2,35.5794,5.37537,-30.204,-30.4746,-7.12099
72.3,-32.1697,1.13795,33.3076,33.3701,3.00178
72.4,-1.54489,0.644043,2.18894,2.2733,2.81966
72.5,1.52729,-4.17374,-5.70103,-5.67368,0.696325
72.6,35.869,5.55998,-30.309,-30.5847,-7.12394
72.7,-32.0311,1.27528,33.3064,33.3637,2.99797
72.8,-1.05767,0.881753,1.93943,2.01615,2.75252
72.9,1.34643,-4.00867,-5.3551,-5.33193,0.731405
73,36.1445,5.75051,-30.394,-30.6748,-7.12015
73.1,-31.8903,1.41545,33.3058,33.358,2.9994
73.2,-0.581288,1.11422,1.69551,1.76475,2.69074
73.3,1.15845,-3.84442,-5.00287,-4.98366,0.772138
73.4,36.354,5.92489,-30.4292,-30.7142,-7.09946
73.5,-31.7524,1.53993,33.2923,33.3401,3.01044
73.6,-0.132012,1.32873,1.46074,1.52319,2.63863
73.7,1.01516,-3.68976,-4.70492,-4.68952,0.806591
73.8,36.5637,6.08939,-30.4743,-30.7637,-7.08598
73.9,-31.5857,1.66019,33.2459,33.289,3.00777
74,0.381337,1.54917,1.16783,1.22263,2.56149
74.1,0.795584,-3.53061,-4.32619,-4.31466,0.842449
74.2,36.7138,6.25027,-30.4635,-30.7566,-7.05732
74.3,-31.4141,1.78141,33.1955,33.2343,3.01559
74.4,0.879676,1.76205,0.882377,0.930054,2.4942
74.5,0.645867,-3.36907,-4.01494,-4.00741,0.8688
74.6,36.8804,6.4118,-30.4686,-30.7657,-7.03983
74.7,-31.2463,1.89357,33.1398,33.1741,3.01364
74.8,1.37885,1.97689,0.598045,0.638266,2.4198
74.9,0.493862,-3.19738,-3.69125,-3.68794,0.892864
75,36.9929,6.57504,-30.4179,-30.7187,-7.01003
75.1,-31.0717,2.01056,33.0823,33.1122,3.02053
75.2,1.86831,2.18519,0.316882,0.350003,2.3529
75.3,0.3559,-3.03259,-3.38849,-3.38926,0.917357
75.4,37.0507,6.72412,-30.3266,-30.6306,-6.96964
75.5,-30.8761,2.11627,32.9924,33.0183,3.02734
75.6,2.35559,2.38223,0.0266356,0.0527955,2.28371
75.7,0.224412,-2.87041,-3.09482,-3.09961,0.937876
75.8,37.1173,6.87087,-30.2464,-30.5537,-6.93501
75.9,-30.688,2.21997,32.908,32.9298,3.03119
76,2.85293,2.57669,-0.276241,-0.257176,2.2091
76.1,0.041594,-2.71033,-2.75193,-2.76038,0.96673
76.2,37.1176,7.00305,-30.1145,-30.4241,-6.88098
76.3,-30.4888,2.31099,32.7998,32.8182,3.04382
76.4,3.35739,2.75856,-0.598835,-0.586425,2.13626
76.5,-0.0575814,-2.55214,-2.49456,-2.50709,0.975423
76.6,37.1563,7.1399,-30.0164,-30.3291,-6.8507
76.7,-30.2709,2.40793,32.6788,32.6929,3.0352
76.8,3.83528,2.94988,-0.8854,-0.880165,2.05636
76.9,-0.16774,-2.37659,-2.20885,-2.2257,0.985846
77,37.0994,7.27888,-29.8205,-30.1356,-6.79452
77.1,-30.0501,2.50637,32.5565,32.567,3.04587
77.2,4.33544,3.13395,-1.20149,-1.203,1.98365
77.3,-0.257946,-2.21094,-1.95299,-1.97403,0.994231
77.4,37.0546,7.40699,-29.6476,-29.9651,-6.74561
77.5,-29.8369,2.59668,32.4336,32.4404,3.0509
77.6,4.80766,3.30745,-1.50021,-1.50839,1.91107
77.7,-0.36227,-2.04422,-1.68195,-1.70695,1.00657
77.8,36.9706,7.53017,-29.4404,-29.7598,-6.68503
77.9,-29.6256,2.67859,32.3042,32.3078,3.06318
78,5.31749,3.47509,-1.8424,-1.85719,1.83308
78.1,-0.482805,-1.8874,-1.4046,-1.43343,1.01646
78.2,36.8613,7.64091,-29.2204,-29.5414,-6.62301
78.3,-29.3586,2.76002,32.1186,32.1188,3.06244
78.4,5.81503,3.64249,-2.17254,-2.19412,1.7483
78.5,-0.550628,-1.71769,-1.16706,-1.20031,1.01115
78.6,36.752,7.76482,-28.9872,-29.3103,-6.56921
78.7,-29.128,2.84403,31.972,31.9686,3.06525
78.8,6.28561,3.81095,-2.47466,-2.50281,1.67324
78.9,-0.610582,-1.54217,-0.931588,-0.969048,1.01267
79,36.5964,7.87997,-28.7164,-29.0411,-6.50077
79.1,-28.8947,2.92144,31.8162,31.8097,3.07686
79.2,6.79762,3.97119,-2.82644,-2.86117,1.59235
79.3,-0.664946,-1.37409,-0.709143,-0.750961,1.00652
79.4,36.3942,7.98622,-28.408,-28.7339,-6.42857
79.5,-28.6495,2.9955,31.645,31.6355,3.08745
79.6,7.24776,4.11812,-3.12964,-3.17039,1.52299
79.7,-0.707021,-1.21094,-0.503922,-0.549706,1.00481
79.8,36.1851,8.08617,-28.0989,-28.4257,-6.35281
79.9,-28.3647,3.06298,31.4277,31.4152,3.0892
80,7.75487,4.26581,-3.48906,-3.53644,1.43279
80.1,-0.736547,-1.03858,-0.302032,-0.352439,0.986482
80.2,35.9844,8.19483,-27.7896,-28.1179,-6.28961
80.3,-28.1086,3.14393,31.2525,31.2367,3.09197
80.4,8.22025,4.41925,-3.801,-3.85478,1.35528
80.5,-0.775242,-0.860795,-0.0855526,-0.140196,0.981414
80.6,35.7422,8.29733,-27.4448,-27.7739,-6.20742
80.7,-27.8513,3.21074,31.062,31.0436,3.10533
80.8,8.68497,4.55667,-4.1283,-4.18806,1.28198
80.9,-0.770078,-0.693975,0.0761035,0.0171105,0.965763
81,35.4629,8.38767,-27.0753,-27.405,-6.12693
81.1,-27.603,3.27007,30.873,30.852,3.11781
81.2,9.1361,4.68597,-4.45013,-4.51564,1.20945
81.3,-0.747752,-0.526872,0.22088,0.157572,0.946479
81.4,35.1659,8.47558,-26.6903,-27.0205,-6.04526
81.5,-27.3175,3.33237,30.6499,30.6261,3.12259
81.6,9.60601,4.81467,-4.79135,-4.86297,1.1262
81.7,-0.728991,-0.355607,0.373383,0.305492,0.921023
81.8,34.8684,8.56888,-26.2995,-26.6304,-5.96684
81.9,-27.0295,3.40236,30.4319,30.4053,3.1262
82,10.0594,4.94624,-5.11316,-5.19086,1.04693
82.1,-0.765806,-0.186856,0.578951,0.507041,0.911961
82.2,34.5591,8.65266,-25.9065,-26.2374,-5.87539
82.3,-26.747,3.45937,30.2064,30.1775,3.13783
82.4,10.5135,5.06544,-5.44802,-5.53141,0.970517
82.5,-0.70068,-0.0158614,0.684818,0.608276,0.879957
82.6,34.2264,8.73498,-25.4914,-25.8228,-5.79574
82.7,-26.4619,3.51765,29.9796,29.9479,3.14017
82.8,10.9593,5.19266,-5.76661,-5.85594,0.891146
82.9,-0.649107,0.162906,0.812013,0.730806,0.851061
83,33.8476,8.81928,-25.0283,-25.3598,-5.70165
83.1,-26.1798,3.57738,29.7572,29.7233,3.15458
83.2,11.3777,5.30286,-6.07484,-6.1695,0.823561
83.3,-0.592615,0.328723,0.921338,0.835885,0.826642
83.4,33.4843,8.89247,-24.5918,-24.9232,-5.61082
83.5,-25.885,3.629,29.514,29.4778,3.16133
83.6,11.8255,5.41109,-6.41439,-6.51477,0.742308
83.7,-0.484691,0.506475,0.991166,0.900703,0.781907
83.8,33.0742,8.97134,-24.1029,-24.4344,-5.52216
83.9,-25.6057,3.688,29.2937,29.2551,3.17216
84,12.2266,5.51932,-6.7073,-6.81293,0.675888
84.1,-0.438923,0.673142,1.11206,1.01756,0.761305
84.2,32.6941,9.04158,-23.6525,-23.9835,-5.4249
84.3,-25.3062,3.73706,29.0433,29.0027,3.18199
84.4,12.652,5.61372,-7.03823,-7.14922,0.599187
84.5,-0.333076,0.841253,1.17433,1.07509,0.718163
84.6,32.2777,9.1103,-23.1674,-23.4983,-5.33595
84.7,-25.0107,3.79068,28.8014,28.7585,3.18767
84.8,13.0507,5.71777,-7.33294,-7.44917,0.528457
84.9,-0.24301,1.01248,1.25548,1.15181,0.684296
85,31.851,9.17779,-22.6732,-23.0036,-5.23768
85.1,-24.6936,3.84271,28.5363,28.4912,3.19455
85.2,13.4269,5.80843,-7.61851,-7.73974,0.460979
85.3,-0.0873051,1.18486,1.27217,1.16366,0.636649
85.4,31.409,9.24483,-22.1642,-22.4943,-5.1461
85.5,-24.3984,3.89495,28.2934,28.2462,3.20197
85.6,13.8211,5.9041,-7.91696,-8.04334,0.39064
85.7,0.0530872,1.36154,1.30846,1.19516,0.591769
85.8,30.9481,9.31036,-21.6378,-21.9674,-5.04803
85.9,-24.0862,3.95133,28.0375,27.9882,3.21104
86,14.2191,5.9951,-8.22395,-8.35549,0.319405
86.1,0.16286,1.53136,1.3685,1.25065,0.552215
86.2,30.5025,9.37436,-21.1282,-21.4573,-4.95017
86.3,-23.7865,4.00185,27.7884,27.7371,3.22165
86.4,14.5868,6.0781,-8.50873,-8.64507,0.25497
86.5,0.315541,1.70201,1.38647,1.26399,0.507227
86.6,30.035,9.43362,-20.6014,-20.9299,-4.85205
86.7,-23.4892,4.04672,27.5359,27.4828,3.23166
86.8,14.9369,6.15731,-8.77964,-8.92057,0.193603
86.9,0.494288,1.87041,1.37612,1.24896,0.457442
87,29.558,9.49106,-20.0669,-20.3947,-4.75561
87.1,-23.1734,4.09674,27.2701,27.215,3.23704
87.2,15.2787,6.23433,-9.04437,-9.18995,0.130295
87.3,0.725379,2.04724,1.32186,1.1895,0.395097
87.4,29.048,9.55256,-19.4955,-19.8228,-4.65937
87.5,-22.8735,4.15107,27.0246,26.9675,3.24735
87.6,15.6423,6.31506,-9.32719,-9.47753,0.0661286
87.7,0.916078,2.22336,1.30729,1.17002,0.342101
87.8,28.5579,9.61355,-18.9443,-19.271,-4.56119
87.9,-22.5609,4.20789,26.7688,26.7098,3.25655
88,15.966,6.38512,-9.58088,-9.73571,0.00848639
88.1,1.08996,2.39111,1.30115,1.15933,0.296198
