Time, Current Position, Running Average(5), Error, PI Output, Smoothed Output, Measurement, PID Out, Kalman Estimate, Kalman Gain
24.8,-27.3424,-20.2405,7.10186,8.5841,1.77249,-27.3424,1.77249,-16.973,0.0311267
24.9,-13.5783,-17.4288,-3.85056,-2.75339,0.64102,-13.5783,0.64102,-16.8674,0.0311267
25,-32.7253,-21.2591,11.4662,13.71,3.90827,-32.7253,3.90827,-17.361,0.0311267
25.1,-0.810454,-15.0612,-14.2507,-13.432,-0.426798,-0.810454,-0.426798,-16.8458,0.0311267
25.2,-27.0577,-20.3028,6.75491,8.24913,1.74218,-27.0577,1.74218,-17.1637,0.0311267
25.3,-13.5349,-17.5413,-4.00642,-2.91284,0.578427,-13.5349,0.578427,-17.0507,0.0311267
25.4,-33.6076,-21.5472,12.0604,14.36,4.02382,-33.6076,4.02382,-17.5661,0.0311267
25.5,-0.784186,-15.159,-14.3748,-13.5126,-0.3603,-0.784186,-0.3603,-17.0437,0.0311267
25.6,-26.7721,-20.3513,6.42083,7.92505,1.71104,-26.7721,1.71104,-17.3465,0.0311267
25.7,-13.4949,-17.6387,-4.14384,-3.05401,0.519775,-13.4949,0.519775,-17.2266,0.0311267
25.8,-34.498,-21.8313,12.6666,15.0231,4.14561,-34.498,4.14561,-17.7642,0.0311267
25.9,-0.775491,-15.2649,-14.4894,-13.5819,-0.286267,-0.775491,-0.286267,-17.2354,0.0311267
26,-26.504,-20.4089,6.09511,7.61217,1.68834,-26.504,1.68834,-17.5239,0.0311267
26.1,-13.4312,-17.7407,-4.3095,-3.22339,0.46041,-13.4312,0.46041,-17.3965,0.0311267
26.2,-35.3306,-22.1079,13.2228,15.6312,4.2531,-35.3306,4.2531,-17.9548,0.0311267
26.3,-0.772952,-15.3629,-14.5899,-13.6405,-0.220302,-0.772952,-0.220302,-17.42,0.0311267
26.4,-26.2254,-20.4529,5.77259,7.29925,1.65959,-26.2254,1.65959,-17.694,0.0311267
26.5,-13.3455,-17.8212,-4.47563,-3.39654,0.395555,-13.3455,0.395555,-17.5587,0.0311267
26.6,-36.131,-22.3611,13.7699,16.226,4.35317,-36.131,4.35317,-18.1368,0.0311267
26.7,-0.798397,-15.4547,-14.6563,-13.6658,-0.151578,-0.798397,-0.151578,-17.5971,0.0311267
26.8,-25.9477,-20.4896,5.45807,6.99433,1.6349,-25.9477,1.6349,-17.857,0.0311267
26.9,-13.2367,-17.8919,-4.65521,-3.58446,0.330059,-13.2367,0.330059,-17.7132,0.0311267
27,-36.8944,-22.6016,14.2928,16.7928,4.44574,-36.8944,4.44574,-18.3103,0.0311267
27.1,-0.831546,-15.5417,-14.7102,-13.6812,-0.0859921,-0.831546,-0.0859921,-17.7662,0.0311267
27.2,-25.6704,-20.5161,5.15428,6.69871,1.61018,-25.6704,1.61018,-18.0122,0.0311267
27.3,-13.1023,-17.9471,-4.8448,-3.78484,0.261427,-13.1023,0.261427,-17.8594,0.0311267
27.4,-37.6292,-22.8256,14.8036,17.3439,4.53205,-37.6292,4.53205,-18.4748,0.0311267
27.5,-0.888061,-15.6243,-14.7362,-13.6695,-0.0183494,-0.888061,-0.0183494,-17.9273,0.0311267
27.6,-25.4042,-20.5388,4.86538,6.4186,1.59089,-25.4042,1.59089,-18.1601,0.0311267
27.7,-12.9594,-17.9966,-5.03718,-3.98767,0.196249,-12.9594,0.196249,-17.9982,0.0311267
27.8,-38.3438,-23.0449,15.2989,17.8783,4.61676,-38.3438,4.61676,-18.6315,0.0311267
27.9,-0.962774,-15.7117,-14.7489,-13.6444,0.0514772,-0.962774,0.0514772,-18.0815,0.0311267
28,-25.1322,-20.5605,4.57172,6.1334,1.57196,-25.1322,1.57196,-18.301,0.0311267
28.1,-12.7979,-18.0392,-5.24135,-4.20381,0.128016,-12.7979,0.128016,-18.1297,0.0311267
28.2,-39.0137,-23.2501,15.7636,18.3775,4.69039,-39.0137,4.69039,-18.7797,0.0311267
28.3,-1.04875,-15.7911,-14.7423,-13.6026,0.117133,-1.04875,0.117133,-18.2278,0.0311267
28.4,-24.877,-20.5739,4.30311,5.87309,1.55612,-24.877,1.55612,-18.4348,0.0311267
28.5,-12.6266,-18.0728,-5.44621,-4.42084,0.0618811,-12.6266,0.0618811,-18.254,0.0311267
28.6,-39.6311,-23.4394,16.1917,18.8362,4.75547,-39.6311,4.75547,-18.9194,0.0311267
28.7,-1.15006,-15.8667,-14.7166,-13.5438,0.18066,-1.15006,0.18066,-18.3663,0.0311267
28.8,-24.6066,-20.5783,4.02831,5.60401,1.5365,-24.6066,1.5365,-18.5605,0.0311267
28.9,-12.4264,-18.0881,-5.66176,-4.65223,-0.0106856,-12.4264,-0.0106856,-18.3696,0.0311267
29,-40.2229,-23.6074,16.6155,19.2865,4.81362,-40.2229,4.81362,-19.0498,0.0311267
29.1,-1.27703,-15.9366,-14.6596,-13.4544,0.246603,-1.27703,0.246603,-18.4966,0.0311267
29.2,-24.3442,-20.5754,3.76878,5.35078,1.52265,-24.3442,1.52265,-18.6786,0.0311267
29.3,-12.2045,-18.095,-5.89054,-4.89759,-0.0824136,-12.2045,-0.0824136,-18.4771,0.0311267
29.4,-40.7763,-23.765,17.0113,19.7054,4.86454,-40.7763,4.86454,-19.1712,0.0311267
29.5,-1.41112,-16.0026,-14.5915,-13.3566,0.30926,-1.41112,0.30926,-18.6184,0.0311267
29.6,-24.0885,-20.5649,3.52361,5.11089,1.50967,-24.0885,1.50967,-18.7887,0.0311267
29.7,-11.9736,-18.0908,-6.11717,-5.1416,-0.153148,-11.9736,-0.153148,-18.5765,0.0311267
29.8,-41.3105,-23.912,17.3985,20.1139,4.91361,-41.3105,4.91361,-19.2842,0.0311267
29.9,-1.55931,-16.0686,-14.5093,-13.2448,0.374001,-1.55931,0.374001,-18.7325,0.0311267
30,-23.8493,-20.5563,3.29308,4.88687,1.50222,-23.8493,1.50222,-18.8917,0.0311267
30.1,-11.7335,-18.0852,-6.35178,-5.39317,-0.221627,-11.7335,-0.221627,-18.6689,0.0311267
30.2,-41.7913,-24.0488,17.7425,20.4754,4.95262,-41.7913,4.95262,-19.3886,0.0311267
30.3,-1.7211,-16.1309,-14.4098,-13.1179,0.434985,-1.7211,0.434985,-18.8387,0.0311267
30.4,-23.6108,-20.5412,3.06964,4.66849,1.49336,-23.6108,1.49336,-18.9872,0.0311267
30.5,-11.4719,-18.0657,-6.59382,-5.65436,-0.293569,-11.4719,-0.293569,-18.7533,0.0311267
30.6,-42.2345,-24.1659,18.0686,20.8149,4.98355,-42.2345,4.98355,-19.4842,0.0311267
30.7,-1.90243,-16.1881,-14.2857,-12.968,0.495671,-1.90243,0.495671,-18.9369,0.0311267
30.8,-23.3623,-20.5164,2.8459,4.44824,1.48381,-23.3623,1.48381,-19.0747,0.0311267
30.9,-11.2036,-18.0349,-6.83135,-5.91214,-0.365175,-11.2036,-0.365175,-18.8297,0.0311267
31,-42.6192,-24.2644,18.3548,21.1095,5.0035,-42.6192,5.0035,-19.5702,0.0311267
31.1,-2.09605,-16.2367,-14.1407,-12.8001,0.552612,-2.09605,0.552612,-19.0263,0.0311267
31.2,-23.129,-20.482,2.647,4.25232,1.47754,-23.129,1.47754,-19.154,0.0311267
31.3,-10.9112,-17.9918,-7.0806,-6.18333,-0.437679,-10.9112,-0.437679,-18.8974,0.0311267
31.4,-42.9781,-24.3467,18.6314,21.3918,5.01969,-42.9781,5.01969,-19.647,0.0311267
31.5,-2.31642,-16.2862,-13.9697,-12.6063,0.613185,-2.31642,0.613185,-19.1075,0.0311267
31.6,-22.8974,-20.4465,2.45098,4.05951,1.47477,-22.8974,1.47477,-19.2255,0.0311267
31.7,-10.6133,-17.9433,-7.32999,-6.45446,-0.507541,-10.6133,-0.507541,-18.9574,0.0311267
31.8,-43.3205,-24.4252,18.8953,21.6604,5.03445,-43.3205,5.03445,-19.7158,0.0311267
31.9,-2.54185,-16.3379,-13.7961,-12.4106,0.673184,-2.54185,0.673184,-19.1812,0.0311267
32,-22.6787,-20.4104,2.2683,3.88058,1.47503,-22.6787,1.47503,-19.2901,0.0311267
32.1,-10.2873,-17.8883,-7.60105,-6.74887,-0.580942,-10.2873,-0.580942,-19.0098,0.0311267
32.2,-43.5948,-24.4846,19.1102,21.8734,5.03264,-43.5948,5.03264,-19.7751,0.0311267
32.3,-2.77946,-16.3764,-13.5969,-12.1934,0.726119,-2.77946,0.726119,-19.2461,0.0311267
32.4,-22.4533,-20.3587,2.09463,3.7076,1.47149,-22.4533,1.47149,-19.3459,0.0311267
32.5,-9.97329,-17.8176,-7.84434,-7.01581,-0.650336,-9.97329,-0.650336,-19.0542,0.0311267
32.6,-43.8477,-24.5297,19.318,22.0783,5.03182,-43.8477,5.03182,-19.8259,0.0311267
32.7,-3.0454,-16.4198,-13.3744,-11.9515,0.785979,-3.0454,0.785979,-19.3036,0.0311267
32.8,-22.2506,-20.3141,1.93653,3.55307,1.47775,-22.2506,1.47775,-19.3953,0.0311267
32.9,-9.63595,-17.7506,-8.11463,-7.30955,-0.719074,-9.63595,-0.719074,-19.0915,0.0311267
33,-44.0272,-24.5614,19.4658,22.2175,5.01506,-44.0272,5.01506,-19.8677,0.0311267
33.1,-3.3108,-16.454,-13.1432,-11.7058,0.834833,-3.3108,0.834833,-19.3523,0.0311267
33.2,-22.0409,-20.2531,1.78784,3.40396,1.47711,-22.0409,1.47711,-19.436,0.0311267
33.3,-9.30051,-17.6631,-8.36256,-7.58269,-0.787837,-9.30051,-0.787837,-19.1205,0.0311267
33.4,-44.202,-24.5763,19.6257,22.3681,5.00115,-44.202,5.00115,-19.9012,0.0311267
33.5,-3.59628,-16.4901,-12.8938,-11.4408,0.890675,-3.59628,0.890675,-19.3937,0.0311267
33.6,-21.817,-20.1913,1.62566,3.24128,1.47833,-21.817,1.47833,-19.4691,0.0311267
33.7,-8.93922,-17.571,-8.63177,-7.87933,-0.861088,-8.93922,-0.861088,-19.1414,0.0311267
33.8,-44.2856,-24.568,19.7176,22.4418,4.96464,-44.2856,4.96464,-19.924,0.0311267
33.9,-3.88447,-16.5045,-12.62,-11.1578,0.934015,-3.88447,0.934015,-19.4248,0.0311267
34,-21.6433,-20.1139,1.52942,3.14456,1.48665,-21.6433,1.48665,-19.4938,0.0311267
34.1,-8.55978,-17.4625,-8.90271,-8.17784,-0.92947,-8.55978,-0.92947,-19.1535,0.0311267
34.2,-44.3798,-24.5506,19.8292,22.537,4.93714,-44.3798,4.93714,-19.9387,0.0311267
34.3,-4.19385,-16.5322,-12.3384,-10.8644,0.986745,-4.19385,0.986745,-19.4486,0.0311267
34.4,-21.4361,-20.0426,1.39355,3.00686,1.49177,-21.4361,1.49177,-19.5105,0.0311267
34.5,-8.20029,-17.354,-9.15368,-8.45574,-0.995105,-8.20029,-0.995105,-19.1584,0.0311267
34.6,-44.4228,-24.5266,19.8962,22.5838,4.89961,-44.4228,4.89961,-19.9448,0.0311267
34.7,-4.51936,-16.5545,-12.0351,-10.5511,1.03694,-4.51936,1.03694,-19.4647,0.0311267
34.8,-21.2731,-19.9703,1.30277,2.91709,1.50698,-21.2731,1.50698,-19.521,0.0311267
34.9,-7.80829,-17.2448,-9.43648,-8.7658,-1.06122,-7.80829,-1.06122,-19.1564,0.0311267
35,-44.3836,-24.4814,19.9022,22.5631,4.84486,-44.3836,4.84486,-19.9416,0.0311267
35.1,-4.84938,-16.5668,-11.7174,-10.2282,1.07659,-4.84938,1.07659,-19.4719,0.0311267
35.2,-21.0849,-19.8799,1.20506,2.81472,1.51112,-21.0849,1.51112,-19.5221,0.0311267
35.3,-7.43631,-17.1125,-9.6762,-9.03416,-1.1252,-7.43631,-1.1252,-19.1459,0.0311267
35.4,-44.3451,-24.4199,19.9252,22.5598,4.79604,-44.3451,4.79604,-19.9303,0.0311267
35.5,-5.20809,-16.5848,-11.3767,-9.87976,1.12709,-5.20809,1.12709,-19.472,0.0311267
35.6,-20.9039,-19.7957,1.10825,2.71597,1.52431,-20.9039,1.52431,-19.5166,0.0311267
35.7,-7.03592,-16.9859,-9.94993,-9.3372,-1.19107,-7.03592,-1.19107,-19.1281,0.0311267
35.8,-44.2272,-24.344,19.8831,22.4842,4.72775,-44.2272,4.72775,-19.9093,0.0311267
35.9,-5.55219,-16.5855,-11.0333,-9.53555,1.16192,-5.55219,1.16192,-19.4625,0.0311267
36,-20.7521,-19.6942,1.0578,2.6613,1.53676,-20.7521,1.53676,-19.5026,0.0311267
36.1,-6.62194,-16.8379,-10.2159,-9.63401,-1.25593,-6.62194,-1.25593,-19.1017,0.0311267
36.2,-44.1022,-24.2511,19.8511,22.4181,4.66258,-44.1022,4.66258,-19.8798,0.0311267
36.3,-5.92648,-16.591,-10.6645,-9.16392,1.20595,-5.92648,1.20595,-19.4455,0.0311267
36.4,-20.5752,-19.5956,0.979603,2.57813,1.549,-20.5752,1.549,-19.4807,0.0311267
36.5,-6.23373,-16.6919,-10.4582,-9.90547,-1.31462,-6.23373,-1.31462,-19.0683,0.0311267
36.6,-43.9586,-24.1592,19.7994,22.332,4.59704,-43.9586,4.59704,-19.8431,0.0311267
36.7,-6.30077,-16.599,-10.2982,-8.79536,1.24894,-6.30077,1.24894,-19.4216,0.0311267
36.8,-20.4497,-19.5036,0.946095,2.54353,1.57259,-20.4497,1.57259,-19.4536,0.0311267
36.9,-5.81775,-16.5521,-10.7344,-10.2104,-1.37315,-5.81775,-1.37315,-19.0291,0.0311267
37,-43.7074,-24.0468,19.6605,22.1506,4.50778,-43.7074,4.50778,-19.7973,0.0311267
37.1,-6.69218,-16.5936,-9.90137,-8.40145,1.28047,-6.69218,1.28047,-19.3894,0.0311267
37.2,-20.2731,-19.388,0.88505,2.47347,1.57872,-20.2731,1.57872,-19.4169,0.0311267
37.3,-5.41664,-16.3814,-10.9648,-10.4728,-1.43416,-5.41664,-1.43416,-18.9811,0.0311267
37.4,-43.464,-23.9106,19.5533,22.0006,4.42454,-43.464,4.42454,-19.7432,0.0311267
37.5,-7.09381,-16.5879,-9.49413,-7.99626,1.31934,-7.09381,1.31934,-19.3494,0.0311267
37.6,-20.1205,-19.2736,0.846888,2.42944,1.59686,-20.1205,1.59686,-19.3734,0.0311267
37.7,-4.9869,-16.2164,-11.2295,-10.7699,-1.49482,-4.9869,-1.49482,-18.9256,0.0311267
37.8,-43.1253,-23.7581,19.3672,21.7635,4.31976,-43.1253,4.31976,-19.6789,0.0311267
37.9,-7.48769,-16.5628,-9.07514,-7.58633,1.34324,-7.48769,1.34324,-19.2994,0.0311267
38,-19.9963,-19.1433,0.852942,2.42705,1.61419,-19.9963,1.61419,-19.3211,0.0311267
38.1,-4.56557,-16.0323,-11.4668,-11.0393,-1.54919,-4.56557,-1.54919,-18.8618,0.0311267
38.2,-42.8058,-23.5961,19.2096,21.558,4.22762,-42.8058,4.22762,-19.6071,0.0311267
38.3,-7.9102,-16.5531,-8.64289,-7.15878,1.38102,-7.9102,1.38102,-19.243,0.0311267
38.4,-19.8502,-19.0256,0.824572,2.39113,1.63354,-19.8502,1.63354,-19.2619,0.0311267
38.5,-4.15628,-15.8576,-11.7013,-11.3049,-1.60106,-4.15628,-1.60106,-18.7917,0.0311267
38.6,-42.447,-23.4339,19.0131,21.3108,4.12691,-42.447,4.12691,-19.528,0.0311267
38.7,-8.33306,-16.5393,-8.20627,-6.72916,1.41289,-8.33306,1.41289,-19.1796,0.0311267
38.8,-19.7446,-18.9062,0.838367,2.39932,1.6595,-19.7446,1.6595,-19.1972,0.0311267
38.9,-3.73632,-15.6834,-11.9471,-11.5809,-1.6506,-3.73632,-1.6506,-18.7159,0.0311267
39,-41.996,-23.2514,18.7446,20.9853,4.00838,-41.996,4.00838,-19.4406,0.0311267
39.1,-8.77083,-16.5162,-7.74533,-6.27916,1.4365,-8.77083,1.4365,-19.1084,0.0311267
39.2,-19.6097,-18.7715,0.838242,2.38823,1.67443,-19.6097,1.67443,-19.124,0.0311267
39.3,-3.3323,-15.489,-12.1567,-11.8224,-1.69978,-3.3323,-1.69978,-18.6325,0.0311267
39.4,-41.5498,-23.0517,18.498,20.6822,3.8957,-41.5498,3.8957,-19.3458,0.0311267
39.5,-9.20804,-16.4941,-7.28609,-5.83058,1.46413,-9.20804,1.46413,-19.0303,0.0311267
39.6,-19.4663,-18.6332,0.833086,2.3719,1.69107,-19.4663,1.69107,-19.0439,0.0311267
39.7,-2.9003,-15.2913,-12.391,-12.0913,-1.75453,-2.9003,-1.75453,-18.5414,0.0311267
39.8,-41.0252,-22.8299,18.1952,20.3145,3.76272,-41.0252,3.76272,-19.2412,0.0311267
39.9,-9.65156,-16.4503,-6.79872,-5.35935,1.4822,-9.65156,1.4822,-18.9427,0.0311267
40,-19.3822,-18.4851,0.897118,2.4262,1.7182,-19.3822,1.7182,-18.9564,0.0311267
40.1,-2.4881,-15.0895,-12.6014,-12.3324,-1.79446,-2.4881,-1.79446,-18.4438,0.0311267
40.2,-40.5025,-22.6099,17.8926,19.9508,3.64187,-40.5025,3.64187,-19.1304,0.0311267
40.3,-10.1133,-16.4275,-6.31424,-4.88746,1.50953,-10.1133,1.50953,-18.8497,0.0311267
40.4,-19.265,-18.3502,0.914757,2.43301,1.7404,-19.265,1.7404,-18.8627,0.0311267
40.5,-2.06471,-14.8867,-12.822,-12.586,-1.84119,-2.06471,-1.84119,-18.3398,0.0311267
40.6,-39.935,-22.3761,17.5589,19.5508,3.50681,-39.935,3.50681,-19.012,0.0311267
40.7,-10.5717,-16.3899,-5.8182,-4.40808,1.52809,-10.5717,1.52809,-18.7493,0.0311267
40.8,-19.1778,-18.2029,0.974979,2.4826,1.76672,-19.1778,1.76672,-18.7626,0.0311267
40.9,-1.65547,-14.6809,-13.0255,-12.8204,-1.88006,-1.65547,-1.88006,-18.2301,0.0311267
41,-39.307,-22.1294,17.1776,19.1004,3.36505,-39.307,3.36505,-18.8862,0.0311267
41.1,-11.0391,-16.3502,-5.3111,-3.91939,1.54394,-11.0391,1.54394,-18.6419,0.0311267
41.2,-19.0601,-18.0479,1.01219,2.50513,1.78424,-19.0601,1.78424,-18.6549,0.0311267
41.3,-1.25027,-14.4624,-13.2121,-13.0404,-1.92192,-1.25027,-1.92192,-18.1132,0.0311267
41.4,-38.6747,-21.8662,16.8084,18.661,3.22382,-38.6747,3.22382,-18.7532,0.0311267
41.5,-11.4951,-16.3039,-4.80877,-3.43708,1.55859,-11.4951,1.55859,-18.5273,0.0311267
41.6,-18.9468,-17.8854,1.06141,2.53924,1.80376,-18.9468,1.80376,-18.5403,0.0311267
41.7,-0.839321,-14.2412,-13.4019,-13.2643,-1.96325,-0.839321,-1.96325,-17.9894,0.0311267
41.8,-37.9625,-21.5837,16.3789,18.1544,3.06616,-37.9625,3.06616,-18.6111,0.0311267
41.9,-11.9761,-16.244,-4.26785,-2.91911,1.56984,-11.9761,1.56984,-18.4045,0.0311267
42,-18.8682,-17.7186,1.1496,2.6133,1.83071,-18.8682,1.83071,-18.419,0.0311267
42.1,-0.438861,-14.017,-13.5781,-13.4723,-1.99503,-0.438861,-1.99503,-17.8593,0.0311267
42.2,-37.2608,-21.3013,15.9595,17.6613,2.91906,-37.2608,2.91906,-18.4632,0.0311267
42.3,-12.4525,-16.1993,-3.74678,-2.41962,1.58439,-12.4525,1.58439,-18.2761,0.0311267
42.4,-18.7634,-17.5568,1.20664,2.65446,1.85191,-18.7634,1.85191,-18.2913,0.0311267
42.5,-0.044703,-13.7921,-13.7474,-13.6743,-2.02963,-0.044703,-2.02963,-17.7233,0.0311267
42.6,-36.5303,-21.0103,15.5199,17.145,2.76403,-36.5303,2.76403,-18.3087,0.0311267
42.7,-12.9431,-16.1468,-3.2037,-1.89899,1.59828,-12.9431,1.59828,-18.1417,0.0311267
42.8,-18.7033,-17.3969,1.30634,2.74168,1.88413,-18.7033,1.88413,-18.1592,0.0311267
42.9,0.346556,-13.575,-13.9215,-13.8783,-2.05648,0.346556,-2.05648,-17.5832,0.0311267
43,-35.7237,-20.7108,15.0129,16.5574,2.59699,-35.7237,2.59699,-18.1478,0.0311267
43.1,-13.4259,-16.0899,-2.66398,-1.38589,1.60127,-13.4259,1.60127,-18.0008,0.0311267
43.2,-18.594,-17.2201,1.37396,2.78945,1.89832,-18.594,1.89832,-18.0193,0.0311267
43.3,0.728236,-13.3338,-14.062,-14.0527,-2.08944,0.728236,-2.08944,-17.4358,0.0311267
43.4,-34.9311,-20.3893,14.5418,16.0052,2.43423,-34.9311,2.43423,-17.9803,0.0311267
43.5,-13.9094,-16.0264,-2.11704,-0.865279,1.60935,-13.9094,1.60935,-17.8536,0.0311267
43.6,-18.4956,-17.0404,1.45525,2.85254,1.92015,-18.4956,1.92015,-17.8736,0.0311267
43.7,1.10936,-13.0997,-14.2091,-14.2327,-2.11806,1.10936,-2.11806,-17.2827,0.0311267
43.8,-34.059,-20.0571,14.0019,15.3784,2.25607,-34.059,2.25607,-17.8049,0.0311267
43.9,-14.3976,-15.9505,-1.55284,-0.331561,1.60916,-14.3976,1.60916,-17.6989,0.0311267
44,-18.4309,-16.8548,1.57614,2.95503,1.94563,-18.4309,1.94563,-17.7216,0.0311267
44.1,1.48581,-12.8585,-14.3443,-14.3998,-2.14073,1.48581,-2.14073,-17.1238,0.0311267
44.2,-33.2029,-19.7209,13.482,14.7747,2.08812,-33.2029,2.08812,-17.6243,0.0311267
44.3,-14.8954,-15.8882,-0.992808,0.20058,1.61624,-14.8954,1.61624,-17.5393,0.0311267
44.4,-18.3445,-16.6776,1.66695,3.02703,1.96894,-18.3445,1.96894,-17.5644,0.0311267
44.5,1.83253,-12.6249,-14.4574,-14.5431,-2.15907,1.83253,-2.15907,-16.9606,0.0311267
44.6,-32.303,-19.3827,12.9203,14.1267,1.91237,-32.303,1.91237,-17.4382,0.0311267
44.7,-15.3913,-15.8204,-0.429024,0.734447,1.61789,-15.3913,1.61789,-17.3745,0.0311267
44.8,-18.2898,-16.4992,1.79053,3.13306,1.99668,-18.2898,1.99668,-17.403,0.0311267
44.9,2.20453,-12.3894,-14.5939,-14.7108,-2.18019,2.20453,-2.18019,-16.7926,0.0311267
45,-31.3478,-19.0255,12.3224,13.4377,1.72429,-31.3478,1.72429,-17.2457,0.0311267
45.1,-15.8794,-15.7408,0.138655,1.26789,1.61019,-15.8794,1.61019,-17.2032,0.0311267
45.2,-18.1917,-16.3008,1.89086,3.20918,2.00994,-18.1917,2.00994,-17.2339,0.0311267
45.3,2.55476,-12.1319,-14.6867,-14.837,-2.20181,2.55476,-2.20181,-16.618,0.0311267
45.4,-30.4096,-18.6548,11.7548,12.78,1.54364,-30.4096,1.54364,-17.0473,0.0311267
45.5,-16.3707,-15.6593,0.711387,1.80766,1.60964,-16.3707,1.60964,-17.0262,0.0311267
45.6,-18.1119,-16.1058,2.00608,3.30296,2.03297,-18.1119,2.03297,-17.06,0.0311267
45.7,2.89223,-11.889,-14.7813,-14.9625,-2.2159,2.89223,-2.2159,-16.439,0.0311267
45.8,-29.3746,-18.2749,11.0997,12.0284,1.34517,-29.3746,1.34517,-16.8416,0.0311267
45.9,-16.8642,-15.5658,1.29839,2.35694,1.59811,-16.8642,1.59811,-16.8423,0.0311267
46,-18.0586,-15.9034,2.15517,3.42925,2.0559,-18.0586,2.0559,-16.8802,0.0311267
46.1,3.21837,-11.6374,-14.8557,-15.0672,-2.22489,3.21837,-2.22489,-16.2546,0.0311267
46.2,-28.3877,-17.8933,10.4943,11.3323,1.1644,-28.3877,1.1644,-16.6322,0.0311267
46.3,-17.3579,-15.49,1.86786,2.89258,1.59645,-17.3579,1.59645,-16.6548,0.0311267
46.4,-17.9739,-15.7119,2.26198,3.5129,2.07556,-17.9739,2.07556,-16.6959,0.0311267
46.5,3.53172,-11.3939,-14.9256,-15.1672,-2.23514,3.53172,-2.23514,-16.0663,0.0311267
46.6,-27.3637,-17.5103,9.85338,10.5971,0.972916,-27.3637,0.972916,-16.4179,0.0311267
46.7,-17.8499,-15.4027,2.44714,3.43555,1.58858,-17.8499,1.58858,-16.4625,0.0311267
46.8,-17.9072,-15.5126,2.39465,3.62253,2.09706,-17.9072,2.09706,-16.5075,0.0311267
46.9,3.83133,-11.1515,-14.9829,-15.2533,-2.24052,3.83133,-2.24052,-15.8744,0.0311267
47,-26.2852,-17.1149,9.17028,9.81689,0.773831,-26.2852,0.773831,-16.1984,0.0311267
47.1,-18.3299,-15.3082,3.02169,3.97047,1.57299,-18.3299,1.57299,-16.2648,0.0311267
47.2,-17.8191,-15.302,2.51706,3.71755,2.10913,-17.8191,2.10913,-16.3132,0.0311267
47.3,4.13796,-10.893,-15.0309,-15.3335,-2.25153,4.13796,-2.25153,-15.6766,0.0311267
47.4,-25.2185,-16.7029,8.51553,9.06449,0.577473,-25.2185,0.577473,-15.9736,0.0311267
47.5,-18.8254,-15.211,3.61447,4.52487,1.56432,-18.8254,1.56432,-16.0624,0.0311267
47.6,-17.7237,-15.0897,2.63395,3.80774,2.12518,-17.7237,2.12518,-16.1141,0.0311267
47.7,4.42036,-10.6419,-15.0622,-15.3946,-2.25478,4.42036,-2.25478,-15.4749,0.0311267
47.8,-24.0755,-16.2845,7.79092,8.23758,0.368314,-24.0755,0.368314,-15.7426,0.0311267
47.9,-19.3139,-15.1036,4.21029,5.07798,1.54573,-19.3139,1.54573,-15.8538,0.0311267
48,-17.6695,-14.8724,2.79707,3.94447,2.14542,-17.6695,2.14542,-15.9103,0.0311267
48.1,4.70098,-10.3875,-15.0885,-15.4499,-2.25342,4.70098,-2.25342,-15.2687,0.0311267
48.2,-22.996,-15.8708,7.12526,7.47634,0.179018,-22.996,0.179018,-15.5092,0.0311267
48.3,-19.7894,-15.0136,4.77583,5.60449,1.53539,-19.7894,1.53539,-15.6425,0.0311267
48.4,-17.5736,-14.6655,2.90806,4.02753,2.15842,-17.5736,2.15842,-15.7026,0.0311267
48.5,4.95314,-10.141,-15.0941,-15.4841,-2.2522,4.95314,-2.2522,-15.0596,0.0311267
48.6,-21.8662,-15.4544,6.41178,6.66301,-0.0233983,-21.8662,-0.0233983,-15.2715,0.0311267
48.7,-20.2664,-14.9085,5.3579,6.14492,1.51868,-20.2664,1.51868,-15.427,0.0311267
48.8,-17.5146,-14.4535,3.06111,4.15425,2.17757,-17.5146,2.17757,-15.492,0.0311267
48.9,5.21389,-9.89604,-15.1099,-15.5278,-2.24877,5.21389,-2.24877,-14.8475,0.0311267
49,-20.6919,-15.025,5.66683,5.81566,-0.232661,-20.6919,-0.232661,-15.0294,0.0311267
49.1,-20.7365,-14.7991,5.93736,6.67992,1.49548,-20.7365,1.49548,-15.207,0.0311267
49.2,-17.4218,-14.2302,3.1916,4.25332,2.18494,-17.4218,2.18494,-15.276,0.0311267
49.3,5.4551,-9.63622,-15.0913,-15.5387,-2.24598,5.4551,-2.24598,-14.6307,0.0311267
49.4,-19.5322,-14.5854,4.94673,4.994,-0.435982,-19.5322,-0.435982,-14.7832,0.0311267
49.5,-21.1994,-14.6869,6.51246,7.21097,1.47575,-21.1994,1.47575,-14.9829,0.0311267
49.6,-17.3242,-14.0045,3.31975,4.35024,2.19438,-17.3242,2.19438,-15.0558,0.0311267
49.7,5.68287,-9.38357,-15.0664,-15.5426,-2.23987,5.68287,-2.23987,-14.4103,0.0311267
49.8,-18.3228,-14.1392,4.18367,4.12588,-0.648431,-18.3228,-0.648431,-14.5321,0.0311267
49.9,-21.668,-14.5663,7.1017,7.75408,1.4522,-21.668,1.4522,-14.7542,0.0311267
50,-17.2528,-13.777,3.47579,4.47574,2.20808,-17.2528,2.20808,-14.832,0.0311267
50.1,5.90591,-9.13098,-15.0369,-15.5406,-2.22909,5.90591,-2.22909,-14.1865,0.0311267
50.2,-17.1482,-13.6972,3.451,3.29237,-0.848727,-17.1482,-0.848727,-14.2787,0.0311267
