time,angle0,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,angle11,angle12,angle13,angle14,angle15,angle16,angle17,angle18,angle19,angle20,angle21,angle22,angle23,angle24,distance
19.5000,-0.1117,-0.2225,0.4788,-2.4873,-2.6245,-0.7441,-1.1389,-3.0979,-3.0372,0.5368,2.1745,-0.5856,-1.7805,-2.2920,1.7416,-1.0044,0.3811,1.6967,-0.0382,-0.3541,-2.8566,-0.3773,-2.9417,-2.7501,-3.1395,19.7487
19.6000,-0.3136,-0.3279,0.3107,-2.2882,-2.7092,-0.8587,-1.1147,-2.9228,-2.8199,0.5494,2.3236,-0.7286,-1.6142,-2.4405,1.6503,-0.7804,0.6464,1.5250,0.0360,-0.1239,-3.0858,-0.4738,-2.7635,-2.7465,3.1223,22.9988
19.7000,-0.5155,-0.4332,0.1426,-2.0891,-2.7940,-0.9733,-1.0904,-2.7478,-2.6025,0.5619,2.4727,-0.8717,-1.4479,-2.5890,1.5590,-0.5564,0.9117,1.3533,0.1102,0.1062,2.9682,-0.5702,-2.5852,-2.7429,3.1010,25.9051
19.8000,-0.7173,-0.5386,-0.0255,-1.8900,-2.8788,-1.0879,-1.0662,-2.5727,-2.3852,0.5745,2.6219,-1.0147,-1.2816,-2.7375,1.4677,-0.3324,1.1771,1.1816,0.1845,0.3364,2.7390,-0.6667,-2.4069,-2.7393,3.0796,28.4209
19.9000,-0.9192,-0.6439,-0.1937,-1.6909,-2.9636,-1.2025,-1.0420,-2.3976,-2.1678,0.5871,2.7710,-1.1578,-1.1153,-2.8860,1.3765,-0.1084,1.4424,1.0100,0.2587,0.5665,2.5098,-0.7632,-2.2287,-2.7358,3.0583,30.5080
20.0000,-1.1211,-0.7493,-0.3618,-1.4918,-3.0483,-1.3171,-1.0177,-2.2226,-1.9505,0.5997,2.9202,-1.3008,-0.9490,-3.0345,1.2852,0.1157,1.7077,0.8383,0.3329,0.7966,2.2806,-0.8596,-2.0504,-2.7322,3.0369,32.1332
20.1000,-1.3230,-0.8546,-0.5299,-1.2926,-3.1331,-1.4317,-0.9935,-2.0475,-1.7331,0.6122,3.0693,-1.4439,-0.7827,3.1002,1.1939,0.3397,1.9731,0.6666,0.4071,1.0268,2.0514,-0.9561,-1.8721,-2.7286,3.0156,33.2650
20.2000,-1.5248,-0.9600,-0.6980,-1.0935,3.0653,-1.5463,-0.9693,-1.8725,-1.5158,0.6248,-3.0647,-1.5869,-0.6164,2.9517,1.1026,0.5637,2.2384,0.4949,0.4813,1.2569,1.8223,-1.0526,-1.6939,-2.7251,2.9942,33.8731
20.3000,-1.7267,-1.0653,-0.8661,-0.8944,2.9805,-1.6608,-0.9451,-1.6974,-1.2984,0.6374,-2.9156,-1.7300,-0.4501,2.8032,1.0113,0.7877,2.5037,0.3233,0.5555,1.4871,1.5931,-1.1490,-1.5156,-2.7215,2.9729,33.9277
20.4000,-1.9286,-1.1707,-1.0342,-0.6953,2.8958,-1.7754,-0.9208,-1.5224,-1.0811,0.6499,-2.7665,-1.8730,-0.2838,2.6547,0.9200,1.0117,2.7690,0.1516,0.6298,1.7172,1.3639,-1.2455,-1.3373,-2.7179,2.9516,33.4007
20.5000,-2.1305,-1.2760,-1.2024,-0.4962,2.8110,-1.8900,-0.8966,-1.3473,-0.8638,0.6625,-2.6173,-2.0161,-0.1175,2.5062,0.8287,1.2357,3.0344,-0.0201,0.7040,1.9474,1.1347,-1.3419,-1.1591,-2.7144,2.9302,32.2672
20.6000,-2.3324,-1.3814,-1.3705,-0.2971,2.7262,-2.0046,-0.8724,-1.1722,-0.6464,0.6751,-2.4682,-2.1591,0.0488,2.3577,0.7374,1.4597,-2.9835,-0.1918,0.7782,2.1775,0.9055,-1.4384,-0.9808,-2.7108,2.9089,30.5086
20.7000,-2.5342,-1.4867,-1.5386,-0.0980,2.6415,-2.1192,-0.8481,-0.9972,-0.4291,0.6876,-2.3191,-2.3021,0.2151,2.2092,0.6462,1.6837,-2.7182,-0.3635,0.8524,2.4077,0.6763,-1.5349,-0.8025,-2.7072,2.8875,28.1159
20.8000,-2.7361,-1.5921,-1.7067,0.1011,2.5567,-2.2338,-0.8239,-0.8221,-0.2117,0.7002,-2.1699,-2.4452,0.3814,2.0607,0.5549,1.9077,-2.4528,-0.5351,0.9266,2.6378,0.4471,-1.6313,-0.6243,-2.7036,2.8662,25.0939
20.9000,-2.9380,-1.6974,-1.8748,0.3002,2.4719,-2.3484,-0.7997,-0.6471,0.0056,0.7128,-2.0208,-2.5882,0.5477,1.9122,0.4636,2.1317,-2.1875,-0.7068,1.0008,2.8680,0.2179,-1.7278,-0.4460,-2.7001,2.8448,21.4671
21.0000,-3.1399,-1.8028,-2.0429,0.4993,2.3871,-2.4630,-0.7754,-0.4720,0.2230,0.7254,-1.8717,-2.7313,0.7140,1.7637,0.3723,2.3557,-1.9222,-0.8785,1.0751,3.0981,-0.0113,-1.8243,-0.2678,-2.6965,2.8235,17.2883
21.1000,2.9414,-1.9081,-2.2111,0.6984,2.3024,-2.5775,-0.7512,-0.2970,0.4403,0.7379,-1.7225,-2.8743,0.8803,1.6152,0.2810,2.5798,-1.6568,-1.0502,1.1493,-2.9549,-0.2405,-1.9207,-0.0895,-2.6929,2.8021,12.6614
21.2000,2.7396,-2.0135,-2.3792,0.8975,2.2176,-2.6921,-0.7270,-0.1219,0.6576,0.7505,-1.5734,-3.0174,1.0466,1.4667,0.1897,2.8038,-1.3915,-1.2218,1.2235,-2.7247,-0.4696,-2.0172,0.0888,-2.6894,2.7808,7.8445
21.3000,2.5377,-2.1189,-2.5473,1.0966,2.1328,-2.8067,-0.7028,0.0532,0.8750,0.7631,-1.4242,3.1228,1.2129,1.3182,0.0984,3.0278,-1.1262,-1.3935,1.2977,-2.4946,-0.6988,-2.1137,0.2670,-2.6858,2.7594,4.1336
21.4000,2.3358,-2.2242,-2.7154,1.2957,2.0481,-2.9213,-0.6785,0.2282,1.0923,0.7756,-1.2751,2.9797,1.3792,1.1697,0.0071,-3.0314,-0.8608,-1.5652,1.3719,-2.2644,-0.9280,-2.2101,0.4453,-2.6822,2.7381,6.1275
21.5000,2.1339,-2.3296,-2.8835,1.4948,1.9633,-3.0359,-0.6543,0.4033,1.3097,0.7882,-1.1260,2.8367,1.5455,1.0212,-0.0842,-2.8074,-0.5955,-1.7369,1.4461,-2.0343,-1.1572,-2.3066,0.6236,-2.6786,2.7167,11.2988
21.6000,1.9320,-2.4349,-3.0516,1.6939,1.8785,3.1327,-0.6301,0.5783,1.5270,0.8008,-0.9768,2.6936,1.7118,0.8727,-0.1754,-2.5834,-0.3302,-1.9085,1.5204,-1.8041,-1.3864,-2.4030,0.8018,-2.6751,2.6954,16.8783
21.7000,1.7302,-2.5403,3.0634,1.8930,1.7937,3.0181,-0.6058,0.7534,1.7444,0.8133,-0.8277,2.5506,1.8781,0.7242,-0.2667,-2.3594,-0.0648,-2.0802,1.5946,-1.5740,-1.6156,-2.4995,0.9801,-2.6715,2.6740,22.3297
21.8000,1.5283,-2.6456,2.8953,2.0921,1.7090,2.9035,-0.5816,0.9284,1.9617,0.8259,-0.6786,2.4075,2.0444,0.5757,-0.3580,-2.1354,0.2005,-2.2519,1.6688,-1.3438,-1.8448,-2.5960,1.1584,-2.6679,2.6527,27.3969
21.9000,1.3264,-2.7510,2.7272,2.2913,1.6242,2.7889,-0.5574,1.1035,2.1790,0.8385,-0.5294,2.2645,2.2107,0.4272,-0.4493,-1.9114,0.4658,-2.4236,1.7430,-1.1137,-2.0740,-2.6924,1.3366,-2.6644,2.6314,31.8785
22.0000,1.1245,-2.8563,2.5591,2.4904,1.5394,2.6743,-0.5332,1.2786,2.3964,0.8511,-0.3803,2.1214,2.3770,0.2787,-0.5406,-1.6873,0.7311,-2.5952,1.8172,-0.8835,-2.3032,-2.7889,1.5149,-2.6608,2.6100,35.5982
