time,predicted_position,filtered_position,position_error,kalman_gain_position,kalman_gain_velocity
7.6,-0.0370111,0.536103,3.60369,0.159035,0.0917053
7.7,0.226099,1.52384,8.16009,0.159035,0.0917053
7.8,1.28867,2.90264,10.1485,0.159035,0.0917052
7.9,2.76054,4.28944,9.61359,0.159035,0.0917051
8,4.2355,5.31163,6.76661,0.159035,0.091705
8.1,5.31974,5.63047,1.95387,0.159035,0.091705
8.2,5.6565,4.96768,-4.33124,0.159035,0.0917049
8.3,4.95399,3.12274,-11.5147,0.159035,0.0917049
8.4,3.00345,1.33948,-10.4629,0.159035,0.0917048
8.5,1.12424,1.40798,1.78408,0.159035,0.0917047
8.6,1.2091,3.1844,12.4205,0.159035,0.0917047
8.7,3.09943,6.43404,20.9678,0.159035,0.0917045
8.8,6.54135,10.8419,27.0413,0.159035,0.0917045
8.9,11.1972,16.0328,30.406,0.159035,0.0917045
9,16.6669,21.5949,30.9869,0.159035,0.0917044
9.1,22.5132,27.1062,28.8807,0.159035,0.0917044
9.2,28.2894,32.1609,24.344,0.159035,0.0917043
9.3,33.5673,36.3953,17.7821,0.159035,0.0917043
9.4,37.9647,39.5111,9.72348,0.159035,0.0917044
9.5,41.1697,41.2937,0.779701,0.159035,0.0917042
9.6,42.9595,41.6252,-8.39019,0.159035,0.0917043
9.7,43.214,40.4889,-17.1353,0.159035,0.0917042
9.8,41.9206,37.9696,-24.8432,0.159035,0.0917042
9.9,39.1735,34.2444,-30.9936,0.159035,0.0917043
10,35.1641,29.5716,-35.1652,0.159035,0.0917042
10.1,30.1688,24.2877,-36.9796,0.159035,0.0917042
10.2,24.5458,19.128,-34.0665,0.159035,0.0917042
10.3,19.0737,14.9601,-25.8658,0.159035,0.0917042
10.4,14.6685,11.4789,-20.0563,0.159035,0.0917042
10.5,11.0034,8.31331,-16.9151,0.159035,0.0917042
10.6,7.68271,5.14775,-15.9397,0.159035,0.0917042
10.7,4.37098,1.88185,-15.6515,0.159035,0.0917041
10.8,0.96154,-0.186014,-7.21574,0.159035,0.0917042
10.9,-1.17249,-1.07487,0.613829,0.159035,0.0917042
11,-2.05571,-0.886468,7.35213,0.159035,0.0917042
11.1,-1.7999,0.205645,12.6107,0.159035,0.0917042
11.2,-0.592128,1.97033,16.1126,0.159035,0.0917041
11.3,1.32031,4.14155,17.7398,0.159035,0.0917042
11.4,3.65421,6.4382,17.5055,0.159035,0.0917042
11.5,6.1114,8.58914,15.5799,0.159035,0.0917042
11.6,8.40521,10.3587,12.2836,0.159035,0.0917042
11.7,10.2874,11.5678,8.05081,0.159035,0.0917041
11.8,11.5703,12.1199,3.4558,0.159035,0.0917042
11.9,12.1542,12.0265,-0.802742,0.159035,0.0917042
12,12.0534,11.4336,-3.89736,0.159035,0.0917042
12.1,11.4247,10.6258,-5.02337,0.159035,0.0917042
12.2,10.5709,9.93731,-3.98386,0.159035,0.0917041
12.3,9.84584,9.58599,-1.6339,0.159035,0.0917042
12.4,9.47954,9.60031,0.759355,0.159035,0.0917042
12.5,9.50082,9.86797,2.30862,0.159035,0.0917042
12.6,9.78966,10.2079,2.62987,0.159035,0.0917042
12.7,10.1537,10.4221,1.68759,0.159035,0.0917041
12.8,10.3834,10.3339,-0.311172,0.159035,0.0917042
12.9,10.2923,9.81648,-2.99191,0.159035,0.0917042
13,9.74747,8.8145,-5.86641,0.159035,0.0917042
13.1,8.69169,7.3736,-8.28804,0.159035,0.0917042
13.2,7.17479,5.67769,-9.41364,0.159035,0.0917041
13.3,5.39255,4.05309,-8.4224,0.159035,0.0917042
13.4,3.69071,2.77171,-5.77859,0.159035,0.0917042
13.5,2.35635,1.86821,-3.06934,0.159035,0.0917042
13.6,1.42469,1.20905,-1.35591,0.159035,0.0917042
13.7,0.753104,0.595918,-0.988378,0.159035,0.0917041
13.8,0.130899,-0.165245,-1.86213,0.159035,0.0917042
13.9,-0.64734,-1.18893,-3.4055,0.159035,0.0917042
14,-1.70225,-2.30716,-3.80358,0.159035,0.0917042
14.1,-2.85536,-2.88925,-0.213088,0.159035,0.0917042
14.2,-3.43941,-2.5133,5.82328,0.159035,0.0917041
14.3,-3.01006,-1.10427,11.9835,0.159035,0.0917042
14.4,-1.49114,1.263,17.3178,0.159035,0.0917042
14.5,1.03496,4.43231,21.3623,0.159035,0.0917042
14.6,4.40016,8.1905,23.8334,0.159035,0.0917042
14.7,8.37691,12.2885,24.596,0.159035,0.0917041
14.8,12.7005,16.4576,23.6244,0.159035,0.0917042
14.9,17.0862,20.4268,21.0052,0.159035,0.0917042
15,21.248,23.9392,16.9219,0.159035,0.0917042
15.1,24.9156,26.767,11.6412,0.159035,0.0917042
15.2,27.8501,28.7242,5.49578,0.159035,0.0917041
15.3,29.8577,29.6754,-1.14628,0.159035,0.0917042
15.4,30.7985,29.5473,-7.86748,0.159035,0.0917042
15.5,30.5982,28.3335,-14.2405,0.159035,0.0917042
15.6,29.2538,26.1095,-19.7713,0.159035,0.0917042
15.7,26.8485,23.0777,-23.7105,0.159035,0.0917041
15.8,23.5993,19.7095,-24.4584,0.159035,0.0917042
15.9,20.0068,16.8239,-20.014,0.159035,0.0917042
16,16.9377,14.9295,-12.6274,0.159035,0.0917042
16.1,14.9274,14.0414,-5.571,0.159035,0.0917042
16.2,13.9883,13.9889,0.00389194,0.159035,0.0917042
16.3,13.9358,14.5507,3.86674,0.159035,0.0917043
16.4,14.5331,15.5057,6.11565,0.159035,0.091704
16.5,15.5441,16.6527,6.97035,0.159035,0.0917041
16.6,16.755,17.8243,6.72374,0.159035,0.0917042
16.7,17.9884,18.8957,5.70498,0.159035,0.0917042
16.8,19.112,19.7842,4.22652,0.159035,0.0917043
16.9,20.0392,20.4489,2.57607,0.159035,0.091704
17,20.7277,20.8827,0.974974,0.159035,0.0917041
17.1,21.1704,21.0973,-0.459152,0.159035,0.0917042
17.2,21.3808,21.1069,-1.72251,0.159035,0.0917042
17.3,21.3745,20.9135,-2.89878,0.159035,0.0917043
17.4,21.1546,20.4949,-4.14808,0.159035,0.091704
17.5,20.6979,19.8034,-5.62496,0.159035,0.0917041
17.6,19.9548,18.7723,-7.43537,0.159035,0.0917042
17.7,18.8556,17.3262,-9.61692,0.159035,0.0917042
17.8,17.3212,15.3966,-12.1016,0.159035,0.0917043
17.9,15.2807,12.9424,-14.7032,0.159035,0.091704
18,12.6917,9.99951,-16.9281,0.159035,0.0917041
18.1,9.59353,6.9411,-16.6783,0.159035,0.0917042
18.2,6.38217,4.72775,-10.4029,0.159035,0.0917042
18.3,4.07342,3.61985,-2.85199,0.159035,0.0917043
18.4,2.93938,3.49512,3.49441,0.159035,0.0917041
18.5,2.84668,4.14533,8.16585,0.159035,0.0917041
18.6,3.57178,5.32956,11.0528,0.159035,0.0917042
18.7,4.85737,6.79544,12.1865,0.159035,0.0917043
18.8,6.435,8.29728,11.7098,0.159035,0.0917043
18.9,8.04423,9.6146,9.8744,0.159035,0.0917041
19,9.4521,10.5691,7.02361,0.159035,0.0917042
19.1,10.471,11.0414,3.58685,0.159035,0.0917042
19.2,10.9762,10.9877,0.0721264,0.159035,0.0917043
19.3,10.9232,10.4583,-2.92296,0.159035,0.0917043
19.4,10.367,9.60679,-4.78008,0.159035,0.0917041
19.5,9.47161,8.66464,-5.07418,0.159035,0.0917042
19.6,8.48293,7.84899,-3.98618,0.159035,0.0917042
19.7,7.63073,7.25916,-2.33642,0.159035,0.0917043
19.8,7.01947,6.85662,-1.02399,0.159035,0.0917043
19.9,6.60754,6.50821,-0.624598,0.159035,0.0917041
20,6.2534,6.037,-1.3607,0.159035,0.0917042
20.1,5.76972,5.26422,-3.17849,0.159035,0.0917042
20.2,4.96779,4.0375,-5.84962,0.159035,0.0917043
20.3,3.68742,2.25274,-9.02111,0.159035,0.0917043
20.4,1.81995,-0.116615,-12.177,0.159035,0.0917041
20.5,-0.661089,-1.72924,-6.71646,0.159035,0.0917042
20.6,-2.33531,-2.28865,0.293386,0.159035,0.0917042
20.7,-2.89202,-1.99163,5.66162,0.159035,0.0917043
20.8,-2.54309,-1.08126,9.19187,0.159035,0.0917043
20.9,-1.54841,0.172632,10.8218,0.159035,0.0917041
21,-0.195291,1.4954,10.6309,0.159035,0.0917042
21.1,1.22496,2.63856,8.88856,0.159035,0.0917042
21.2,2.44964,3.41779,6.08767,0.159035,0.0917043
21.3,3.28469,3.77554,3.08641,0.159035,0.0917043
21.4,3.67075,3.87394,1.27765,0.159035,0.0917041
21.5,3.78087,4.13177,2.20646,0.159035,0.0917042
21.6,4.05894,5.00515,5.94971,0.159035,0.0917042
21.7,4.98687,6.72323,10.9181,0.159035,0.0917043
21.8,6.80508,9.28012,15.5629,0.159035,0.0917043
21.9,9.50468,12.5142,18.9238,0.159035,0.0917041
22,12.9123,16.1699,20.4837,0.159035,0.0917042
22.1,16.7559,19.9399,20.0208,0.159035,0.0917042
22.2,20.7094,23.4993,17.5424,0.159035,0.0917043
22.3,24.4297,26.5359,13.2433,0.159035,0.0917043
22.4,27.5877,28.778,7.48442,0.159035,0.0917041
22.5,29.8985,30.0207,0.768194,0.159035,0.0917042
22.6,31.1482,30.1468,-6.29676,0.159035,0.0917042
22.7,31.2166,29.1534,-12.9734,0.159035,0.0917043
22.8,30.1042,27.1831,-18.3678,0.159035,0.0917043
22.9,27.9655,24.5772,-21.3055,0.159035,0.0917041
23,25.1642,21.889,-20.594,0.159035,0.0917042
23.1,22.2872,19.6387,-16.6537,0.159035,0.0917042
23.2,19.8841,17.9943,-11.8831,0.159035,0.0917043
23.3,18.1307,16.8173,-8.25898,0.159035,0.0917043
23.4,16.878,15.8302,-6.58846,0.159035,0.0917041
23.5,15.8305,14.7197,-6.98431,0.159035,0.0917042
23.6,14.656,13.1942,-9.19154,0.159035,0.0917042
23.7,13.0462,11.0202,-12.739,0.159035,0.0917043
23.8,10.7554,8.04588,-17.0371,0.159035,0.0917043
23.9,7.62478,4.91708,-17.0259,0.159035,0.0917041
24,4.33985,3.41965,-5.78615,0.159035,0.0917042
24.1,2.78935,3.3668,3.63094,0.159035,0.0917042
24.2,2.7698,4.4844,10.7812,0.159035,0.0917043
24.3,3.98627,6.43772,15.4146,0.159035,0.0917043
24.4,6.08096,8.85447,17.4397,0.159035,0.0917041
24.5,8.65763,11.3496,16.9267,0.159035,0.0917042
24.6,11.3079,13.5509,14.1036,0.159035,0.0917042
24.7,13.6386,15.1247,9.34457,0.159035,0.0917043
24.8,15.2982,15.7991,3.15012,0.159035,0.0917043
24.9,16.0014,15.3838,-3.88338,0.159035,0.0917041
25,15.5505,13.7936,-11.0477,0.159035,0.0917042
25.1,13.859,11.1143,-17.2584,0.159035,0.0917042
25.2,11.0214,8.31601,-17.0111,0.159035,0.0917043
25.3,8.06712,6.93611,-7.11174,0.159035,0.0917043
25.4,6.62201,6.96033,2.12733,0.159035,0.0917041
25.5,6.66573,8.07894,8.88618,0.159035,0.0917042
25.6,7.86583,9.92254,12.9324,0.159035,0.0917042
25.7,9.82802,12.1119,14.3607,0.159035,0.0917043
25.8,12.1491,14.2863,13.4386,0.159035,0.0917043
25.9,14.4467,16.1281,10.5725,0.159035,0.0917041
26,16.3854,17.3831,6.27347,0.159035,0.0917042
26.1,17.698,17.8734,1.10257,0.159035,0.0917042
26.2,18.1984,17.5063,-4.35198,0.159035,0.0917043
26.3,17.7914,16.278,-9.51598,0.159035,0.0917043
26.4,16.4759,14.2717,-13.8599,0.159035,0.0917041
26.5,14.3424,11.6656,-16.8314,0.159035,0.0917042
26.6,11.582,8.78958,-17.5585,0.159035,0.0917042
26.7,8.54495,6.19165,-14.7974,0.159035,0.0917043
26.8,5.81131,4.18781,-10.2085,0.159035,0.0917043
26.9,3.71387,2.74754,-6.07625,0.159035,0.0917041
27,2.21787,1.78817,-2.70194,0.159035,0.0917042
27.1,1.23372,1.27724,0.273654,0.159035,0.0917042
27.2,0.725302,1.23596,3.21097,0.159035,0.0917043
27.3,0.713467,1.69455,6.16898,0.159035,0.0917043
27.4,1.22864,2.64609,8.91285,0.159035,0.0917041
27.5,2.26191,4.02351,11.0768,0.159035,0.0917042
27.6,3.7409,5.69804,12.3063,0.159035,0.0917042
27.7,5.52829,7.49187,12.3468,0.159035,0.0917043
27.8,7.43535,9.19814,11.0843,0.159035,0.0917043
27.9,9.24326,10.6043,8.55785,0.159035,0.0917041
28,10.7279,11.5146,4.94702,0.159035,0.0917042
28.1,11.6836,11.7728,0.560826,0.159035,0.0917042
28.2,11.9469,11.2829,-4.175,0.159035,0.0917043
28.3,11.4187,10.0368,-8.68954,0.159035,0.0917043
28.4,10.0929,8.16847,-12.1009,0.159035,0.0917041
28.5,8.11364,6.11579,-12.5624,0.159035,0.0917042
28.6,5.94575,4.5475,-8.79208,0.159035,0.0917042
28.7,4.29684,3.6732,-3.92143,0.159035,0.0917043
28.8,3.38658,3.33878,-0.300541,0.159035,0.0917043
28.9,3.04941,3.27645,1.42763,0.159035,0.0917041
29,3.00016,3.194,1.21886,0.159035,0.0917042
29.1,2.92889,2.8184,-0.694799,0.159035,0.0917042
29.2,2.54692,1.92553,-3.90721,0.159035,0.0917043
29.3,1.61822,0.385838,-7.74913,0.159035,0.0917043
29.4,0.00746998,-1.36674,-8.64093,0.159035,0.0917041
29.5,-1.82435,-2.03001,-1.29314,0.159035,0.0917042
29.6,-2.49948,-1.54032,6.03114,0.159035,0.0917042
29.7,-1.95449,-0.0823087,11.7721,0.159035,0.0917043
29.8,-0.388519,2.07603,15.4969,0.159035,0.0917043
29.9,1.91193,4.61455,16.9939,0.159035,0.0917041
30,4.6063,7.18384,16.2074,0.159035,0.0917042
30.1,7.32422,9.43101,13.2474,0.159035,0.0917042
30.2,9.69287,11.0253,8.37845,0.159035,0.0917043
30.3,11.364,11.6813,1.99482,0.159035,0.0917043
30.4,12.0382,11.1803,-5.39442,0.159035,0.0917041
30.5,11.4879,9.38689,-13.2108,0.159035,0.0917042
30.6,9.57326,6.30486,-20.5515,0.159035,0.0917042
30.7,6.30276,4.99672,-8.21231,0.159035,0.0917043
30.8,4.91931,5.45727,3.38271,0.159035,0.0917043
30.9,5.41089,7.40411,12.5332,0.159035,0.0917041
31,7.47265,10.4902,18.9741,0.159035,0.0917042
31.1,10.7327,14.3265,22.5974,0.159035,0.0917042
31.2,14.7763,18.5059,23.4515,0.159035,0.0917043
31.3,19.1707,22.6303,21.7535,0.159035,0.0917043
31.4,23.4946,26.3364,17.869,0.159035,0.0917041
31.5,27.3646,29.3216,12.3053,0.159035,0.0917042
31.6,30.4626,31.3635,5.66476,0.159035,0.0917042
31.7,32.5565,32.3397,-1.36317,0.159035,0.0917043
31.8,33.5202,32.2405,-8.04674,0.159035,0.0917043
31.9,33.3471,31.1799,-13.6275,0.159035,0.0917041
32,32.1616,29.3947,-17.398,0.159035,0.0917042
32.1,30.2169,27.217,-18.8631,0.159035,0.0917045
32.2,27.8662,24.9832,-18.128,0.159035,0.0917042
32.3,25.4662,22.9087,-16.0813,0.159035,0.091704
32.4,23.2442,21.0377,-13.8738,0.159035,0.0917043
32.5,21.246,19.2915,-12.2896,0.159035,0.0917041
32.6,19.3871,17.5596,-11.4907,0.159035,0.0917044
32.7,17.5498,15.7891,-11.0713,0.159035,0.0917042
32.8,15.6777,14.0649,-10.1417,0.159035,0.091704
32.9,13.8605,12.6374,-7.69087,0.159035,0.0917043
33,12.3625,11.8049,-3.50603,0.159035,0.0917041
33.1,11.4979,11.7411,1.52928,0.159035,0.0917044
33.2,11.4481,12.444,6.26254,0.159035,0.0917042
33.3,12.2084,13.7761,9.85743,0.159035,0.091704
33.4,13.6309,15.5141,11.841,0.159035,0.0917043
33.5,15.4775,17.3895,12.0226,0.159035,0.0917041
33.6,17.4631,19.1227,10.4355,0.159035,0.0917044
33.7,19.2921,20.4516,7.29072,0.159035,0.0917042
33.8,20.6878,21.155,2.93776,0.159035,0.091704
33.9,21.4181,21.0692,-2.1941,0.159035,0.0917043
34,21.3122,20.1043,-7.59539,0.159035,0.0917041
34.1,20.2777,18.2518,-12.7386,0.159035,0.0917044
34.2,18.3083,15.5968,-17.0501,0.159035,0.0917042
34.3,15.497,12.3656,-19.6901,0.159035,0.091704
34.4,12.0852,9.15107,-18.4496,0.159035,0.0917043
34.5,8.70152,6.67754,-12.7267,0.159035,0.0917041
34.6,6.11126,4.97394,-7.15136,0.159035,0.0917044
34.7,4.3421,3.80866,-3.35429,0.159035,0.0917042
34.8,3.14606,2.9254,-1.3875,0.159035,0.091704
34.9,2.25005,2.10735,-0.897317,0.159035,0.0917043
35,1.4238,1.21905,-1.28744,0.159035,0.0917041
35.1,0.52367,0.252319,-1.70623,0.159035,0.0917044
35.2,-0.458683,-0.640801,-1.14515,0.159035,0.0917042
35.3,-1.3623,-1.223,0.875914,0.159035,0.091704
35.4,-1.9365,-1.35628,3.64841,0.159035,0.0917043
35.5,-2.03629,-1.06558,6.10379,0.159035,0.0917041
35.6,-1.68964,-0.493244,7.52284,0.159035,0.0917044
35.7,-1.0483,0.154672,7.5642,0.159035,0.0917042
35.8,-0.331016,0.647552,6.15318,0.159035,0.091704
35.9,0.218274,0.759375,3.4024,0.159035,0.0917043
36,0.361315,0.301085,-0.37872,0.159035,0.0917041
36.1,-0.100464,-0.825146,-4.55674,0.159035,0.0917044
36.2,-1.26847,-2.227,-6.02719,0.159035,0.0917042
36.3,-2.72559,-2.66995,0.349863,0.159035,0.091704
36.4,-3.16535,-1.87033,8.143,0.159035,0.0917043
36.5,-2.29104,0.092335,14.9865,0.159035,0.0917041
36.6,-0.190955,3.03995,20.3157,0.159035,0.0917044
36.7,2.94297,6.74015,23.8764,0.159035,0.0917042
36.8,6.86212,10.9231,25.5353,0.159035,0.091704
36.9,11.2793,15.3037,25.3056,0.159035,0.0917043
37,15.8919,19.5986,23.3074,0.159035,0.0917041
37.1,20.4006,23.5436,19.7631,0.159035,0.0917044
37.2,24.5268,26.9087,14.9773,0.159035,0.0917042
37.3,28.0292,29.5117,9.32195,0.159035,0.091704
37.4,30.7178,31.2258,3.19421,0.159035,0.0917043
37.5,32.461,31.9833,-3.00382,0.159035,0.0917041
37.6,33.1911,31.7779,-8.8861,0.159035,0.0917044
37.7,32.9042,30.6552,-14.1416,0.159035,0.0917042
37.8,31.6517,28.7066,-18.5191,0.159035,0.091704
37.9,29.5334,26.054,-21.8782,0.159035,0.0917043
38,26.6801,22.8337,-24.1858,0.159035,0.0917041
38.1,23.238,19.1856,-25.4814,0.159035,0.0917044
38.2,19.3563,15.2623,-25.7424,0.159035,0.0917042
38.3,15.1969,11.4362,-23.6469,0.159035,0.091704
38.4,11.154,8.44977,-17.0039,0.159035,0.0917043
38.5,8.01159,6.48596,-9.59303,0.159035,0.0917041
38.6,5.95979,5.51478,-2.79813,0.159035,0.0917044
38.7,4.96297,5.47219,3.20195,0.159035,0.0917042
38.8,4.94974,6.27187,8.31352,0.159035,0.091704
38.9,5.82564,7.80333,12.4356,0.159035,0.0917043
39,7.47115,9.93014,15.462,0.159035,0.0917041
39.1,9.73975,12.4911,17.3003,0.159035,0.0917044
39.2,12.4594,15.3072,17.9072,0.159035,0.0917042
39.3,15.4397,18.1846,17.2597,0.159035,0.091704
39.4,18.4754,20.9254,15.4056,0.159035,0.0917043
39.5,21.3574,23.3356,12.439,0.159035,0.0917041
39.6,23.8818,25.2352,8.51061,0.159035,0.0917044
39.7,25.8594,26.466,3.81456,0.159035,0.0917042
39.8,27.1251,26.9002,-1.41418,0.159035,0.091704
39.9,27.5464,26.4489,-6.90139,0.159035,0.0917043
40,27.0317,25.0657,-12.3621,0.159035,0.0917041
40.1,25.5352,22.7564,-17.4731,0.159035,0.0917044
40.2,23.0657,19.5838,-21.8937,0.159035,0.0917042
40.3,19.6923,15.72,-24.9778,0.159035,0.091704
40.4,15.5994,11.9549,-22.916,0.159035,0.0917043
40.5,11.6242,9.37794,-14.1245,0.159035,0.0917041
40.6,8.91769,7.93304,-6.19142,0.159035,0.0917044
40.7,7.41603,7.36115,-0.345074,0.159035,0.0917042
40.8,6.84098,7.37652,3.36747,0.159035,0.091704
40.9,6.88721,7.69968,5.10871,0.159035,0.0917043
41,7.25723,8.07532,5.1441,0.159035,0.0917041
41.1,7.68004,8.28621,3.81157,0.159035,0.0917044
41.2,7.92589,8.16529,1.50533,0.159035,0.0917042
41.3,7.81878,7.60575,-1.33948,0.159035,0.091704
41.4,7.24694,6.5699,-4.2572,0.159035,0.0917043
41.5,6.17206,5.09752,-6.75666,0.159035,0.0917041
41.6,4.6377,3.32195,-8.27332,0.159035,0.0917044
41.7,2.78629,1.48103,-8.20738,0.159035,0.0917042
41.8,0.870099,-0.172974,-6.55878,0.159035,0.091704
41.9,-0.844076,-1.56579,-4.5381,0.159035,0.0917043
42,-2.27848,-2.79988,-3.27852,0.159035,0.0917041
42.1,-3.54267,-4.04672,-3.16943,0.159035,0.0917044
42.2,-4.81854,-5.45162,-3.9808,0.159035,0.0917042
42.3,-6.25995,-6.73405,-2.98109,0.159035,0.091704
42.4,-7.56974,-7.20419,2.29854,0.159035,0.0917043
42.5,-8.01878,-6.75062,7.97409,0.159035,0.0917041
42.6,-7.49211,-5.40695,13.1113,0.159035,0.0917044
42.7,-6.02818,-3.27717,17.2981,0.159035,0.0917042
42.8,-3.73977,-0.52697,20.2019,0.159035,0.091704
42.9,-0.804321,2.62994,21.5944,0.159035,0.0917043
43,2.55063,5.9504,21.3776,0.159035,0.0917041
43.1,6.06713,9.17557,19.5456,0.159035,0.0917044
43.2,9.47153,12.057,16.2575,0.159035,0.0917042
43.3,12.5021,14.3794,11.8047,0.159035,0.091704
43.4,14.9328,15.9869,6.62808,0.159035,0.0917043
43.5,16.6009,16.8151,1.34696,0.159035,0.0917041
43.6,17.4416,16.93,-3.2172,0.159035,0.0917044
43.7,17.5269,16.5646,-6.0511,0.159035,0.0917042
43.8,17.106,16.1024,-6.3105,0.159035,0.091704
43.9,16.586,15.9254,-4.15385,0.159035,0.0917043
44,16.3709,16.2329,-0.867716,0.159035,0.0917041
44.1,16.6704,17.0094,2.13164,0.159035,0.0917044
44.2,17.4665,18.0947,3.95017,0.159035,0.0917042
44.3,18.588,19.2574,4.20888,0.159035,0.091704
44.4,19.7893,20.2532,2.91739,0.159035,0.0917043
44.5,20.8119,20.8744,0.393248,0.159035,0.0917041
44.6,21.4367,20.9945,-2.7806,0.159035,0.0917044
44.7,21.5312,20.6159,-5.75584,0.159035,0.0917042
44.8,21.0998,19.9139,-7.45697,0.159035,0.091704
44.9,20.3295,19.2235,-6.95454,0.159035,0.0917043
45,19.5753,18.8993,-4.25039,0.159035,0.0917041
45.1,19.2122,19.1403,-0.452232,0.159035,0.0917044
45.2,19.449,19.9337,3.04776,0.159035,0.0917042
45.3,20.2703,21.1041,5.24261,0.159035,0.091704
45.4,21.4888,22.3786,5.59496,0.159035,0.0917043
45.5,22.8146,23.4425,3.94852,0.159035,0.0917041
45.6,23.9148,23.9837,0.433306,0.159035,0.0917044
45.7,24.4599,23.7288,-4.5974,0.159035,0.0917042
45.8,24.1628,22.4774,-10.5977,0.159035,0.091704
45.9,22.8143,20.1484,-16.763,0.159035,0.0917043
46,20.3315,16.9298,-21.3896,0.159035,0.0917041
