time,predicted_position,filtered_position,position_error
73,7.36936,8.61661,7.84265
73.1,8.5555,9.86082,8.20776
73.2,9.87497,11.0856,7.6124
73.3,11.1696,12.1423,6.11633
73.4,12.2823,12.8957,3.85695
73.5,13.0711,13.2378,1.04774
73.6,13.4228,13.1029,-2.01169
73.7,13.2695,12.4953,-4.86816
73.8,12.6172,11.5657,-6.61162
73.9,11.627,10.7345,-5.61244
74,10.7443,10.3813,-2.28259
74.1,10.3702,10.561,1.19961
74.2,10.5609,11.1718,3.84139
74.3,11.2069,12.0561,5.33931
74.4,12.1402,13.0378,5.64446
74.5,13.1737,13.9438,4.84235
74.6,14.1241,14.619,3.11189
74.7,14.8278,14.9397,0.704021
74.8,15.155,14.8257,-2.07052
74.9,15.022,14.2531,-4.83458
75,14.4051,13.2807,-7.06975
75.1,13.3678,12.1166,-7.86775
75.2,12.1315,11.1321,-6.28469
75.3,11.0894,10.5482,-3.40294
75.4,10.4743,10.3447,-0.815142
75.5,10.2633,10.4018,0.870678
75.6,10.3284,10.5744,1.54708
75.7,10.5153,10.7266,1.32859
75.8,10.6795,10.7553,0.476629
75.9,10.7127,10.6166,-0.604533
76,10.5684,10.3534,-1.35216
76.1,10.2928,10.1078,-1.16324
76.2,10.0365,10.0585,0.137806
76.3,9.98848,10.3142,2.04792
76.4,10.263,10.8799,3.87893
76.5,10.8642,11.6834,5.15117
76.6,11.7151,12.6086,5.6186
76.7,12.6917,13.5197,5.20607
76.8,13.6506,14.2806,3.96173
76.9,14.4478,14.77,2.02594
77,14.9558,14.8936,-0.391283
77.1,15.0758,14.5945,-3.02622
77.2,14.749,13.8645,-5.56169
77.3,13.9679,12.7642,-7.56873
77.4,12.7982,11.4842,-8.26284
77.5,11.4424,10.3761,-6.70478
77.6,10.2729,9.6445,-3.95136
77.7,9.50503,9.25668,-1.56161
77.8,9.1029,9.09219,-0.0673456
77.9,8.9378,9.01042,0.456672
78,8.86022,8.87803,0.112019
78.1,8.72885,8.5853,-0.902658
78.2,8.42783,8.06094,-2.30694
78.3,7.88233,7.29953,-3.66458
78.4,7.08731,6.45613,-3.96883
78.5,6.20752,5.88192,-2.04732
78.6,5.61453,5.72686,0.706301
78.7,5.46593,5.95353,3.06601
78.8,5.72074,6.46621,4.68745
78.9,6.2764,7.15209,5.5063
79,7.01277,7.90097,5.58493
79.1,7.81287,8.61976,5.07365
79.2,8.57818,9.24484,4.19193
79.3,9.24171,9.7516,3.20614
79.4,9.77787,10.1574,2.38666
79.5,10.2056,10.5125,1.92992
79.6,10.5784,10.8757,1.86946
79.7,10.9587,11.2853,2.0541
79.8,11.3872,11.7419,2.23068
79.9,11.8642,12.2075,2.15823
80,12.3495,12.6163,1.67723
80.1,12.7737,12.8896,0.728421
80.2,13.0537,12.9497,-0.654408
80.3,13.1078,12.7326,-2.35953
80.4,12.8691,12.1996,-4.20975
80.5,12.2975,11.3504,-5.9549
80.6,11.3937,10.2528,-7.17379
80.7,10.2303,9.1269,-6.93832
80.8,9.04077,8.28107,-4.77693
80.9,8.15115,7.79506,-2.23905
81,7.6446,7.59969,-0.282393
81.1,7.44664,7.58574,0.87468
81.2,7.4407,7.64322,1.27345
81.3,7.50987,7.6851,1.10179
81.4,7.56185,7.67103,0.686501
81.5,7.55407,7.63233,0.492054
81.6,7.51989,7.67597,0.981419
81.7,7.57252,7.9327,2.26481
81.8,7.85003,8.48482,3.99152
81.9,8.43876,9.34132,5.67528
82,9.3473,10.4505,6.9368
82.1,10.5201,11.7193,7.54036
82.2,11.858,13.0301,7.37011
82.3,13.2364,14.2554,6.40741
82.4,14.5205,15.2704,4.71534
82.5,15.5787,15.9648,2.42777
82.6,16.2954,16.2546,-0.256706
82.7,16.5828,16.0948,-3.06855
82.8,16.3949,15.5005,-5.62389
82.9,15.749,14.5901,-7.28712
83,14.7718,13.6467,-7.07502
83.1,13.7635,13.0181,-4.68678
83.2,13.092,12.8753,-1.36221
83.3,12.9367,13.2136,1.74122
83.4,13.2909,13.9444,4.10908
83.5,14.0594,14.9455,5.57168
83.6,15.1115,16.0854,6.12362
83.7,16.3077,17.2382,5.85126
83.8,17.5141,18.2932,4.89859
83.9,18.614,19.162,3.44606
84,19.5144,19.7839,1.69414
84.1,20.1518,20.1277,-0.151508
84.2,20.4943,20.1929,-1.8951
84.3,20.5421,20.0066,-3.36765
84.4,20.3249,19.6175,-4.448
84.5,19.895,19.0862,-5.0859
84.6,19.317,18.4714,-5.31754
84.7,18.6535,17.8173,-5.25773
84.8,17.9512,17.1461,-5.06286
84.9,17.2335,16.4572,-4.88128
85,16.4999,15.7343,-4.81434
85.1,15.7329,14.9539,-4.89796
85.2,14.9075,14.0968,-5.09817
85.3,14.0037,13.1592,-5.31001
85.4,13.0174,12.1658,-5.35471
85.5,11.9749,11.1804,-4.99588
85.6,10.9436,10.2998,-4.04851
85.7,10.0259,9.61587,-2.57839
85.8,9.31838,9.17352,-0.910879
85.9,8.86767,8.96284,0.598418
86,8.66249,8.93403,1.70743
86.1,8.64933,9.0141,2.29365
86.2,8.75042,9.12027,2.32559
86.3,8.87793,9.17076,1.84132
86.4,8.94531,9.0945,0.938094
86.5,8.87765,8.84151,-0.227236
86.6,8.62258,8.39701,-1.41836
86.7,8.16505,7.80539,-2.26152
86.8,7.55271,7.20052,-2.21452
86.9,6.92754,6.76886,-0.997719
87,6.48673,6.62313,0.857696
87.1,6.34886,6.7684,2.63805
87.2,6.5183,7.14479,3.93935
87.3,6.93084,7.66159,4.59492
87.4,7.48978,8.21698,4.57264
87.5,8.0871,8.71156,3.92654
87.6,8.61768,9.05881,2.77383
87.7,8.99036,9.19402,1.28055
87.8,9.13732,9.08177,-0.349288
87.9,9.02187,8.72269,-1.88121
88,8.64554,8.15964,-3.05532
88.1,8.05446,7.47971,-3.61403
88.2,7.34139,6.79155,-3.45734
88.3,6.62153,6.1632,-2.88194
88.4,5.96676,5.58795,-2.38189
88.5,5.36966,5.02278,-2.1812
88.6,4.78449,4.48112,-1.90754
88.7,4.22532,4.15008,-0.473126
88.8,3.88996,4.25307,2.28326
88.9,4.01389,4.90131,5.58006
89,4.7133,6.12762,8.89313
89.1,6.02116,7.91063,11.8809
89.2,7.91312,10.1833,14.2744
89.3,10.3166,12.8382,15.8554
89.4,13.117,15.7348,16.4609
89.5,16.1646,18.7079,15.992
89.6,19.2842,21.5778,14.4216
89.7,22.2865,24.1628,11.7983
89.8,24.9797,26.291,8.24541
89.9,27.1834,27.8123,3.95423
90,28.741,28.6095,-0.826988
90.1,29.5306,28.6068,-5.80895
90.2,29.4747,27.7762,-10.6802
90.3,28.5461,26.1404,-15.1268
90.4,26.7716,23.774,-18.8484
90.5,24.2324,20.8126,-21.5037
90.6,21.0737,18.1276,-18.5251
90.7,18.2189,16.3481,-11.7636
90.8,16.3315,15.2393,-6.86747
90.9,15.1597,14.549,-3.8403
91,14.4342,14.0364,-2.5011
91.1,13.8987,13.4876,-2.58496
91.2,13.3262,12.7282,-3.75995
91.3,12.5323,11.6378,-5.6247
91.4,11.3903,10.1865,-7.56928
91.5,9.86959,8.73846,-7.11246
91.6,8.35634,7.96439,-2.46454
91.7,7.55964,7.8982,2.12883
91.8,7.51299,8.41168,5.65089
91.9,8.0783,9.33158,7.88054
92,9.07046,10.4653,8.77094
92.1,10.2847,11.6178,8.38286
92.2,11.514,12.606,6.86648
92.3,12.5652,13.2726,4.44815
92.4,13.2725,13.4981,1.41837
92.5,13.511,13.2134,-1.87171
92.6,13.2092,12.4192,-4.96745
92.7,12.3694,11.2521,-7.02571
92.8,11.1379,10.158,-6.16127
92.9,9.98733,9.57274,-2.6069
93,9.37814,9.5332,0.974977
93.1,9.34754,9.91821,3.58833
93.2,9.76544,10.5642,5.02247
93.3,10.4575,11.3019,5.30968
93.4,11.2439,11.9755,4.59982
93.5,11.9596,12.4551,3.11529
93.6,12.4678,12.6463,1.12249
93.7,12.6694,12.4954,-1.09382
93.8,12.5084,11.9907,-3.25567
93.9,11.9738,11.1599,-5.11755
94,11.0962,10.0635,-6.49319
94.1,9.94021,8.78171,-7.28458
94.2,8.59158,7.40095,-7.48657
94.3,7.14217,6.12647,-6.38669
94.4,5.80912,5.22245,-3.68895
94.5,4.87128,4.73226,-0.874146
94.6,4.37307,4.69585,2.0296
94.7,4.35525,5.14053,4.93775
94.8,4.84523,6.06527,7.6715
94.9,5.84032,7.43301,10.0147
95,7.2999,9.16949,11.7559
95.1,9.14419,11.1666,12.717
95.2,11.258,13.2896,12.7745
95.3,13.498,15.3861,11.8724
95.4,15.7035,17.2985,10.0296
95.5,17.7078,18.8753,7.34075
95.6,19.3519,19.9835,3.97115
95.7,20.4965,20.52,0.147264
95.8,21.0343,20.4213,-3.85462
95.9,20.9004,19.6736,-7.71394
96,20.0819,18.3273,-11.0331
96.1,18.6344,16.5519,-13.0944
96.2,16.739,14.8156,-12.0944
96.3,14.8917,13.6005,-8.11885
96.4,13.6022,12.9307,-4.22244
96.5,12.8937,12.6563,-1.49229
96.6,12.6056,12.5919,-0.0862846
96.7,12.5404,12.5562,0.0992165
96.8,12.5056,12.3931,-0.70707
96.9,12.336,11.9887,-2.18377
97,11.9116,11.2917,-3.89781
97.1,11.1789,10.3565,-5.171
97.2,10.1962,9.42195,-4.86869
97.3,9.21703,8.80653,-2.58117
97.4,8.57794,8.62207,0.277452
97.5,8.39603,8.80915,2.59768
97.6,8.60692,9.23759,3.96558
97.7,9.07172,9.7528,4.28256
97.8,9.62621,10.201,3.61408
97.9,10.1075,10.4483,2.14261
98,10.3745,10.4003,0.162385
98.1,10.328,10.0306,-1.87006
98.2,9.94114,9.43885,-3.15839
98.3,9.32043,8.91234,-2.56603
98.4,8.77039,8.75253,-0.112304
98.5,8.60955,9.0568,2.81229
98.6,8.93961,9.7735,5.24342
98.7,9.70439,10.7818,6.77469
98.8,10.7748,11.9313,7.27178
98.9,11.991,13.0644,6.74949
99,13.186,14.0325,5.32255
99.1,14.2029,14.7083,3.17819
99.2,14.9079,14.996,0.554335
99.3,15.2007,14.838,-2.28052
99.4,15.0217,14.2195,-5.04447
99.5,14.3569,13.1726,-7.4472
99.6,13.2417,11.7892,-9.13374
99.7,11.7746,10.2967,-9.29297
99.8,10.1969,9.07373,-7.06217
99.9,8.90916,8.19635,-4.48212
