time,x0,y0,x1,y1,x2,y2,distance
32.3000,-1.4176,-2.5518,-3.5873,1.9819,-4.1363,6.0487,7.3278
32.4000,-0.0424,-2.9188,-0.3835,2.0957,-0.1312,6.1917,6.1930
32.5000,1.3430,-2.5919,2.8786,2.1940,3.9226,6.1626,7.3051
32.6000,2.4090,-1.6487,5.6041,2.2313,7.3999,5.9212,9.4773
32.7000,2.9023,-0.3135,7.3047,2.1116,9.7838,5.3818,11.1663
32.8000,2.7055,1.0963,7.6924,1.7232,10.7601,4.4490,11.6436
32.9000,1.8654,2.2453,6.7312,0.9856,10.2704,3.0627,10.7173
33.0000,0.5819,2.8606,4.6379,-0.1077,8.5135,1.2415,8.6035
33.1000,-0.8400,2.7957,1.8324,-1.4611,5.8964,-0.8913,5.9633
33.2000,-2.0622,2.0661,-1.1515,-2.8769,2.9457,-3.1082,4.2823
33.3000,-2.7941,0.8452,-3.7740,-4.0845,0.2000,-5.1081,5.1120
33.4000,-2.8616,-0.5766,-5.5935,-4.7955,-1.8944,-6.5724,6.8399
33.5000,-2.2488,-1.8613,-6.3460,-4.7725,-3.0631,-7.2347,7.8565
33.6000,-1.1013,-2.7034,-5.9842,-3.8950,-3.2427,-6.9486,7.6680
33.7000,0.3081,-2.9028,-4.6696,-2.2061,-2.5743,-5.7346,6.2859
33.8000,1.6442,-2.4121,-2.7239,0.0744,-1.3548,-3.7942,4.0288
33.9000,2.5894,-1.3478,-0.5510,2.5765,0.0397,-1.4845,1.4850
34.0000,2.9189,0.0369,1.4505,4.8438,1.2402,0.7455,1.4470
34.1000,2.5545,1.4129,2.9658,6.4222,1.9626,2.4430,3.1337
34.2000,1.5826,2.4529,3.8156,6.9558,2.0577,3.2477,3.8447
34.3000,0.2345,2.9097,3.9731,6.2691,1.5277,2.9736,3.3431
34.4000,-1.1693,2.6747,3.5459,4.4152,0.5063,1.6582,1.7337
34.5000,-2.2952,1.8038,2.7294,1.6791,-0.7882,-0.4342,0.8999
34.6000,-2.8753,0.5040,1.7478,-1.4682,-2.1137,-2.8571,3.5540
34.7000,-2.7718,-0.9157,0.7956,-4.4563,-3.2623,-5.0678,6.0270
34.8000,-2.0093,-2.1176,-0.0024,-6.7257,-4.1017,-6.5364,7.7168
34.9000,-0.7691,-2.8160,-0.6066,-7.8396,-4.5908,-6.8568,8.2517
35.0000,0.6541,-2.8449,-1.0509,-7.5731,-4.7680,-5.8343,7.5348
35.1000,1.9216,-2.1974,-1.4095,-5.9612,-4.7175,-3.5327,5.8936
35.2000,2.7324,-1.0275,-1.7536,-3.2943,-4.5262,-0.2689,4.5342
35.3000,2.8934,0.3868,-2.1126,-0.0623,-4.2440,3.4445,5.4659
35.4000,2.3665,1.7091,-2.4513,3.1412,-3.8600,6.9956,7.9898
35.5000,1.2770,2.6250,-2.6709,5.7358,-3.3032,9.7905,10.3327
35.6000,-0.1162,2.9168,-2.6355,7.2660,-2.4673,11.3663,11.6310
35.7000,-1.4817,2.5151,-2.2160,7.4874,-1.2536,11.4767,11.5449
35.8000,-2.4950,1.5154,-1.3403,6.4072,0.3794,10.1332,10.1403
35.9000,-2.9150,0.1554,-0.0348,4.2745,2.3767,7.5949,7.9581
36.0000,-2.6420,-1.2415,1.5563,1.5220,4.5674,4.3101,6.2800
36.1000,-1.7408,-2.3433,3.1814,-1.3263,6.6772,0.8230,6.7277
36.2000,-0.4257,-2.8879,4.5240,-3.7614,8.3710,-2.3329,8.6900
36.3000,0.9906,-2.7459,5.2674,-5.3863,9.3188,-4.7331,10.4519
36.4000,2.1714,-1.9511,5.1701,-5.9846,9.2712,-6.1318,11.1155
36.5000,2.8359,-0.6923,4.1323,-5.5484,8.1264,-6.4902,10.4001
36.6000,2.8261,0.7311,2.2367,-4.2604,5.9715,-5.9610,8.4375
36.7000,2.1444,1.9806,-0.2474,-2.4400,3.0854,-4.8344,5.7350
36.8000,0.9529,2.7592,-2.9029,-0.4650,-0.0993,-3.4617,3.4631
36.9000,-0.4652,2.8818,-5.2394,1.3103,-3.0721,-2.1745,3.7638
37.0000,-1.7727,2.3192,-6.7897,2.6226,-5.3415,-1.2170,5.4784
37.1000,-2.6587,1.2052,-7.2087,3.3407,-6.5348,-0.7073,6.5729
37.2000,-2.9126,-0.1953,-6.3517,3.4700,-6.4778,-0.6318,6.5086
37.3000,-2.4740,-1.5495,-4.3156,3.1271,-5.2370,-0.8718,5.3090
37.4000,-1.4471,-2.5352,-1.4307,2.4909,-3.1121,-1.2525,3.3547
37.5000,-0.0762,-2.9182,1.7959,1.7463,-0.5813,-1.5987,1.7011
37.6000,1.3128,-2.6073,4.7758,1.0355,1.7935,-1.7833,2.5292
37.7000,2.3897,-1.6765,6.9535,0.4292,3.4800,-1.7559,3.8979
37.8000,2.8984,-0.3471,7.9173,-0.0765,4.0851,-1.5444,4.3673
37.9000,2.7180,1.0648,7.4818,-0.5379,3.4373,-1.2326,3.6517
38.0000,1.8914,2.2235,5.7260,-1.0258,1.6237,-0.9207,1.8665
38.1000,0.6150,2.8536,2.9779,-1.5825,-1.0257,-0.6817,1.2316
38.2000,-0.8075,2.8052,-0.2507,-2.1900,-4.0028,-0.5279,4.0374
38.3000,-2.0381,2.0899,-3.3662,-2.7577,-6.7234,-0.3976,6.7351
38.4000,-2.7841,0.8776,-5.8091,-3.1363,-8.6433,-0.1685,8.6449
38.5000,-2.8681,-0.5433,-7.1621,-3.1557,-9.3650,0.3066,9.3700
38.6000,-2.2703,-1.8350,-7.2255,-2.6762,-8.7131,1.1484,8.7885
38.7000,-1.1326,-2.6905,-6.0480,-1.6414,-6.7635,2.3995,7.1765
38.8000,0.2744,-2.9062,-3.9057,-0.1154,-3.8217,3.9875,5.5232
38.9000,1.6161,-2.4310,-1.2372,1.7068,-0.3570,5.7150,5.7261
39.0000,2.5736,-1.3778,1.4508,3.5214,3.0937,7.2819,7.9118
39.1000,2.9191,0.0030,3.6858,4.9704,6.0286,8.3396,10.2905
39.2000,2.5707,1.3831,5.1183,5.7158,8.0715,8.5651,11.7691
39.3000,1.6110,2.4344,5.5791,5.5193,9.0300,7.7399,11.8932
39.4000,0.2683,2.9068,5.0953,4.3075,8.9122,5.8147,10.6414
39.5000,-1.1382,2.6881,3.8648,2.2063,7.9019,2.9425,8.4320
39.6000,-2.2741,1.8303,2.1970,-0.4657,6.3002,-0.5287,6.3224
39.7000,-2.8693,0.5373,0.4372,-3.2481,4.4499,-4.1078,6.0560
39.8000,-2.7823,-0.8834,-1.1082,-5.6226,2.6606,-7.2462,7.7192
39.9000,-2.0337,-2.0941,-2.2290,-7.1165,1.1522,-9.4419,9.5120
40.0000,-0.8017,-2.8069,-2.8387,-7.4018,0.0258,-10.3404,10.3404
40.1000,0.6210,-2.8523,-2.9694,-6.3696,-0.7311,-9.8091,9.8363
40.2000,1.8960,-2.2196,-2.7398,-4.1615,-1.2131,-7.9706,8.0624
40.3000,2.7202,-1.0591,-2.3051,-1.1509,-1.5482,-5.1842,5.4105
40.4000,2.8977,0.3532,-1.8060,2.1244,-1.8479,-1.9790,2.7076
40.5000,2.3862,1.6815,-1.3303,5.0652,-2.1694,1.0482,2.4094
40.6000,1.3074,2.6100,-0.8961,7.1274,-2.5003,3.3503,4.1804
40.7000,-0.0823,2.9180,-0.4610,7.9299,-2.7690,4.5368,5.3151
40.8000,-1.4524,2.5322,0.0473,7.3294,-2.8765,4.4499,5.2986
40.9000,-2.4772,1.5443,0.6888,5.4480,-2.7392,3.1921,4.2062
41.0000,-2.9130,0.1893,1.4712,2.6471,-2.3300,1.1008,2.5770
41.1000,-2.6562,-1.2108,2.3259,-0.5465,-1.7035,-1.3241,2.1576
41.2000,-1.7679,-2.3229,3.1071,-3.5463,-0.9965,-3.5255,3.6636
41.3000,-0.4592,-2.8828,3.6189,-5.8207,-0.4023,-5.0023,5.0184
41.4000,0.9587,-2.7573,3.6629,-6.9939,-0.1225,-5.4092,5.4105
41.5000,2.1486,-1.9761,3.0962,-6.9121,-0.3087,-4.6215,4.6318
41.6000,2.8276,-0.7252,1.8847,-5.6621,-1.0098,-2.7531,2.9324
41.7000,2.8344,0.6982,0.1342,-3.5410,-2.1393,-0.1247,2.1429
41.8000,2.1673,1.9556,-1.9081,-0.9861,-3.4738,2.8071,4.4662
41.9000,0.9848,2.7480,-3.8890,1.5200,-4.6872,5.5453,7.2609
42.0000,-0.4317,2.8870,-5.4144,3.5466,-5.4147,7.6503,9.3726
42.1000,-1.7457,2.3397,-6.1322,4.7934,-5.3344,8.8188,10.3067
42.2000,-2.6446,1.2360,-5.8142,5.1367,-4.2489,8.9301,9.8894
42.3000,-2.9147,-0.1615,-4.4190,4.6342,-2.1458,8.0509,8.3319
42.4000,-2.4918,-1.5207,-2.1179,3.4916,0.7763,6.4009,6.4478
42.5000,-1.4765,-2.5182,0.7228,2.0013,4.1274,4.2923,5.9547
42.6000,-0.1101,-2.9171,3.6033,0.4702,7.3884,2.0554,7.6690
42.7000,1.2825,-2.6224,5.9845,-0.8466,10.0057,-0.0278,10.0057
42.8000,2.3701,-1.7041,7.3955,-1.7912,11.4992,-1.7699,11.6346
42.9000,2.8942,-0.3807,7.5319,-2.3183,11.5614,-3.0954,11.9686
43.0000,2.7302,1.0332,6.3240,-2.4807,10.1254,-4.0265,10.8966
43.1000,1.9171,2.2014,3.9584,-2.3915,7.3866,-4.6471,8.7268
43.2000,0.6481,2.8463,0.8481,-2.1759,3.7723,-5.0550,6.3074
43.3000,-0.7749,2.8144,-2.4445,-1.9264,-0.1360,-5.3192,5.3209
43.4000,-2.0137,2.1134,-5.3166,-1.6752,-3.7120,-5.4522,6.5958
43.5000,-2.7737,0.9099,-7.2426,-1.3904,-6.4031,-5.4073,8.3809
43.6000,-2.8743,-0.5100,-7.8768,-0.9965,-7.8345,-5.1000,9.3482
43.7000,-2.2914,-1.8086,-7.1198,-0.4125,-7.8762,-4.4458,9.0443
43.8000,-1.1637,-2.6772,-5.1347,0.4040,-6.6610,-3.4053,7.4810
43.9000,0.2406,-2.9092,-2.3111,1.4210,-4.5490,-2.0187,4.9768
44.0000,1.5878,-2.4496,0.8164,2.5170,-2.0477,-0.4219,2.0907
44.1000,2.5574,-1.4075,3.6755,3.4927,0.2946,1.1668,1.2035
44.2000,2.9190,-0.0308,5.7684,4.1096,1.9997,2.4856,3.1902
44.3000,2.5866,1.3532,6.7640,4.1480,2.7515,3.2879,4.2873
44.4000,1.6391,2.4155,6.5536,3.4692,2.4504,3.4058,4.1957
44.5000,0.3020,2.9035,5.2581,2.0670,1.2209,2.8027,3.0571
44.6000,-1.1069,2.7011,3.1895,0.0928,-0.6276,1.5996,1.7183
44.7000,-2.2527,1.8566,0.7761,-2.1545,-2.6751,0.0658,2.6759
44.8000,-2.8628,0.5706,-1.5302,-4.2757,-4.4838,-1.4267,4.7053
44.9000,-2.7923,-0.8511,-3.3444,-5.8468,-5.6876,-2.4779,6.2039
45.0000,-2.0579,-2.0704,-4.4166,-6.5087,-6.0599,-2.7484,6.6540
45.1000,-0.8342,-2.7974,-4.6658,-6.0503,-5.5465,-2.0423,5.9105
45.2000,0.5878,-2.8593,-4.1744,-4.4666,-4.2589,-0.3637,4.2744
45.3000,1.8701,-2.2414,-3.1490,-1.9755,-2.4340,2.0654,3.1922
45.4000,2.7078,-1.0906,-1.8580,1.0108,-0.3709,4.8355,4.8497
45.5000,2.9016,0.3195,-0.5648,3.9591,1.6377,7.4216,7.6002
45.6000,2.4056,1.6537,0.5290,6.3164,3.3628,9.2846,9.8748
45.7000,1.3376,2.5947,1.3164,7.6208,4.6733,9.9812,11.0211
45.8000,-0.0484,2.9187,1.7888,7.5971,5.5406,9.2597,10.7907
45.9000,-1.4229,2.5489,2.0127,6.2175,6.0162,7.1187,9.3205
46.0000,-2.4591,1.5729,2.0888,3.7127,6.1912,3.8182,7.2739
46.1000,-2.9106,0.2231,2.1061,0.5312,6.1506,-0.1630,6.1528
46.2000,-2.6701,-1.1799,2.1055,-2.7470,5.9379,-4.2144,7.2815
46.3000,-1.7947,-2.3023,2.0641,-5.5228,5.5379,-7.7075,9.4908
46.4000,-0.4926,-2.8773,1.9033,-7.2956,4.8860,-10.1141,11.2325
46.5000,0.9266,-2.7682,1.5207,-7.7591,3.8983,-11.1039,11.7683
46.6000,2.1255,-2.0009,0.8337,-6.8583,2.5155,-10.6015,10.8958
46.7000,2.8190,-0.7579,-0.1759,-4.7943,0.7459,-8.7932,8.8248
46.8000,2.8423,0.6653,-1.4320,-1.9791,-1.3054,-6.0808,6.2194
46.9000,2.1898,1.9303,-2.7590,1.0522,-3.4325,-2.9959,4.5560
47.0000,1.0167,2.7364,-3.9065,3.7487,-5.3543,-0.0911,5.3551
47.1000,-0.3982,2.8919,-4.5991,5.6514,-6.7659,2.1664,7.1043
47.2000,-1.7184,2.3598,-4.6025,6.4761,-7.4057,3.4790,8.1822
47.3000,-2.6300,1.2666,-3.7894,6.1572,-7.1219,3.7625,8.0546
47.4000,-2.9164,-0.1277,-2.1868,4.8452,-5.9214,3.1443,6.7044
47.5000,-2.5093,-1.4916,0.0059,2.8599,-3.9882,1.9176,4.4252
47.6000,-1.5056,-2.5009,2.4393,0.6136,-1.6617,0.4659,1.7258
47.7000,-0.1439,-2.9156,4.6725,-1.4789,0.6211,-0.8262,1.0336
47.8000,1.2519,-2.6371,6.2584,-3.0814,2.4112,-1.6533,2.9236
47.9000,2.3502,-1.7315,6.8383,-3.9941,3.3422,-1.8451,3.8177
48.0000,2.8896,-0.4143,6.2243,-4.1749,3.2129,-1.3872,3.4995
48.1000,2.7420,1.0014,4.4514,-3.7251,2.0396,-0.4050,2.0794
48.2000,1.9425,2.1790,1.7847,-2.8446,0.0646,0.8811,0.8835
48.3000,0.6811,2.8386,-1.3215,-1.7714,-2.2843,2.2178,3.1838
48.4000,-0.7422,2.8232,-4.3063,-0.7208,-4.4749,3.3795,5.6077
48.5000,-1.9891,2.1366,-6.6103,0.1601,-5.9784,4.2148,7.3148
48.6000,-2.7630,0.9420,-7.7875,0.8126,-6.3792,4.6671,7.9041
48.7000,-2.8800,-0.4766,-7.5968,1.2595,-5.4658,4.7665,7.2522
48.8000,-2.3122,-1.7819,-6.0540,1.5740,-3.2817,4.5997,5.6504
48.9000,-1.1947,-2.6635,-3.4319,1.8373,-0.1242,4.2662,4.2680
49.0000,0.2068,-2.9118,-0.2093,2.0971,3.5076,3.8363,5.1982
49.1000,1.5592,-2.4678,3.0231,2.3404,7.0073,3.3237,7.7555
49.2000,2.5409,-1.4371,5.6776,2.4901,9.7769,2.6799,10.1375
49.3000,2.9184,-0.0647,7.2841,2.4259,11.3421,1.8148,11.4864
49.4000,2.6021,1.3231,7.5791,2.0245,11.4407,0.6360,11.4584
49.5000,1.6671,2.3963,6.5511,1.2094,10.0690,-0.9035,10.1095
49.6000,0.3357,2.8998,4.4357,-0.0075,7.4755,-2.7643,7.9702
49.7000,-1.0755,2.7138,1.6603,-1.5026,4.1061,-4.7978,6.3149
49.8000,-2.2310,1.8826,-1.2465,-3.0462,0.5118,-6.7541,6.7735
49.9000,-2.8560,0.6038,-3.7621,-4.3401,-2.7584,-8.3191,8.7645
50.0000,-2.8020,-0.8186,-5.4705,-5.0779,-5.2597,-9.1762,10.5767
50.1000,-2.0818,-2.0464,-6.1351,-5.0185,-6.7253,-9.0795,11.2990
50.2000,-0.8666,-2.7875,-5.7311,-4.0519,-7.0998,-7.9206,10.6369
50.3000,0.5546,-2.8660,-4.4329,-2.2437,-6.5277,-5.7724,8.7139
50.4000,1.8440,-2.2630,-2.5607,0.1579,-5.3018,-2.8961,6.0413
50.5000,2.6949,-1.1220,-0.5038,2.7550,-3.7864,0.2923,3.7977
50.6000,2.9051,0.2858,1.3650,5.0702,-2.3338,3.2929,4.0361
50.7000,2.4246,1.6257,2.7610,6.6406,-1.2128,5.6165,5.7459
50.8000,1.3676,2.5790,3.5330,7.1148,-0.5642,6.8830,6.9061
50.9000,-0.0146,2.9191,3.6734,6.3340,-0.3906,6.9034,6.9144
51.0000,-1.3933,2.5652,3.2954,4.3760,-0.5803,5.7248,5.7541
51.1000,-2.4407,1.6014,2.5852,1.5519,-0.9542,3.6286,3.7520
51.2000,-2.9078,0.2568,1.7442,-1.6460,-1.3238,1.0793,1.7080
51.3000,-2.6836,-1.1488,0.9363,-4.6357,-1.5431,-1.3658,2.0607
51.4000,-1.8213,-2.2813,0.2543,-6.8589,-1.5420,-3.1692,3.5244
51.5000,-0.5260,-2.8714,-0.2884,-7.8919,-1.3329,-3.9234,4.1436
51.6000,0.8944,-2.7788,-0.7397,-7.5319,-0.9925,-3.4360,3.5764
51.7000,2.1021,-2.0255,-1.1724,-5.8386,-0.6238,-1.7717,1.8783
51.8000,2.8101,-0.7906,-1.6415,-3.1242,-0.3126,0.7584,0.8203
51.9000,2.8499,0.6322,-2.1489,0.1084,-0.0904,3.6584,3.6595
52.0000,2.2121,1.9048,-2.6266,3.2648,0.0830,6.3467,6.3473
52.1000,1.0484,2.7244,-2.9455,5.7758,0.3116,8.2720,8.2779
52.2000,-0.3646,2.8963,-2.9486,7.2074,0.7318,9.0225,9.0521
52.3000,-1.6909,2.3796,-2.4994,7.3403,1.4638,8.4051,8.5316
52.4000,-2.6152,1.2971,-1.5337,6.2055,2.5608,6.4793,6.9670
52.5000,-2.9176,-0.0938,-0.0993,4.0678,3.9704,3.5401,5.3194
52.6000,-2.5264,-1.4624,1.6301,1.3636,5.5194,0.0546,5.5197
52.7000,-1.5345,-2.4833,3.3719,-1.3929,6.9325,-3.4332,7.7360
52.8000,-0.1778,-2.9137,4.7844,-3.7131,7.8802,-6.4069,10.1561
52.9000,1.2213,-2.6514,5.5370,-5.2275,8.0499,-8.4719,11.6865
53.0000,2.3299,-1.7587,5.3886,-5.7470,7.2226,-9.4181,11.8687
53.1000,2.8846,-0.4478,4.2534,-5.2840,5.3386,-9.2416,10.6728
53.2000,2.7534,0.9695,2.2387,-4.0302,2.5335,-8.1233,8.5092
53.3000,1.9676,2.1564,-0.3578,-2.2995,-0.8646,-6.3718,6.4302
53.4000,0.7140,2.8305,-3.0931,-0.4510,-4.3821,-4.3470,6.1725
53.5000,-0.7094,2.8316,-5.4595,1.1889,-7.4815,-2.3821,7.8516
53.6000,-1.9641,2.1595,-6.9851,2.3879,-9.6629,-0.7217,9.6898
53.7000,-2.7519,0.9740,-7.3332,3.0412,-10.5646,0.5117,10.5770
53.8000,-2.8853,-0.4431,-6.3788,3.1704,-10.0404,1.3176,10.1265
53.9000,-2.3328,-1.7549,-4.2441,2.8937,-8.1961,1.7882,8.3889
54.0000,-1.2256,-2.6494,-1.2843,2.3764,-5.3758,2.0606,5.7572
54.1000,0.1730,-2.9140,1.9753,1.7779,-2.0996,2.2638,3.0875
54.2000,1.5305,-2.4858,4.9386,1.2084,1.0361,2.4774,2.6853
54.3000,2.5240,-1.4665,7.0559,0.7072,3.4746,2.7108,4.4069
54.4000,2.9175,-0.0986,7.9318,0.2471,4.8084,2.9089,5.6198
54.5000,2.6173,1.2928,7.4045,-0.2385,4.8584,2.9798,5.6994
54.6000,1.6948,2.3768,5.5775,-0.8148,3.7059,2.8372,4.6673
54.7000,0.3693,2.8957,2.7982,-1.5046,1.6725,2.4417,2.9596
54.8000,-1.0439,2.7261,-0.4125,-2.2602,-0.7494,1.8296,1.9771
54.9000,-2.2090,1.9083,-3.4645,-2.9585,-2.9995,1.1188,3.2014
55.0000,-2.8488,0.6369,-5.8135,-3.4218,-4.5646,0.4872,4.5905
55.1000,-2.8113,-0.7860,-7.0658,-3.4623,-5.0805,0.1293,5.0822
55.2000,-2.1054,-2.0221,-7.0476,-2.9372,-4.4018,0.1998,4.4063
55.3000,-0.8989,-2.7773,-5.8295,-1.8018,-2.6242,0.7607,2.7323
55.4000,0.5213,-2.8722,-3.7000,-0.1441,-0.0576,1.7462,1.7471
55.5000,1.8176,-2.2842,-1.0972,1.8104,2.8432,2.9563,4.1017
55.6000,2.6817,-1.1532,1.4859,3.7287,5.5740,4.0865,6.9115
55.7000,2.9082,0.2521,3.6006,5.2304,7.6802,4.7864,9.0496
55.8000,2.4433,1.5974,4.9259,5.9677,8.8413,4.7388,10.0312
55.9000,1.3974,2.5629,5.3189,5.7068,8.9206,3.7400,9.6729
56.0000,0.0193,2.9191,4.8249,4.3917,7.9753,1.7621,8.1677
56.1000,-1.3634,2.5812,3.6463,2.1743,6.2252,-1.0178,6.3079
56.2000,-2.4220,1.6296,2.0829,-0.5994,3.9919,-4.2320,5.8177
56.3000,-2.9047,0.2905,0.4580,-3.4450,1.6242,-7.3796,7.5562
56.4000,-2.6967,-1.1176,-0.9521,-5.8312,-0.5733,-9.9174,9.9340
56.5000,-1.8477,-2.2600,-1.9679,-7.2847,-2.3909,-11.3666,11.6153
56.6000,-0.5593,-2.8651,-2.5273,-7.4899,-3.7361,-11.4115,12.0076
56.7000,0.8621,-2.7890,-2.6754,-6.3595,-4.6236,-9.9712,10.9910
56.8000,2.0785,-2.0497,-2.5278,-4.0607,-5.1413,-7.2246,8.8672
56.9000,2.8007,-0.8232,-2.2227,-0.9901,-5.4015,-3.5854,6.4831
57.0000,2.8570,0.5991,-1.8727,2.2999,-5.4955,0.3723,5.5080
57.1000,2.2340,1.8790,-1.5327,5.2068,-5.4611,4.0204,6.7815
57.2000,1.0799,2.7121,-1.1909,7.1960,-5.2750,6.7963,8.6032
57.3000,-0.3310,2.9003,-0.7845,7.9060,-4.8685,8.3081,9.6294
57.4000,-1.6632,2.3990,-0.2353,7.2181,-4.1631,8.4067,9.3810
57.5000,-2.5999,1.3273,0.5073,5.2779,-3.1143,7.2076,7.8517
57.6000,-2.9185,-0.0600,1.4284,2.4631,-1.7488,5.0603,5.3540
57.7000,-2.5432,-1.4330,2.4284,-0.6944,-0.1832,2.4711,2.4778
57.8000,-1.5632,-2.4653,3.3295,-3.6157,1.3833,-0.0028,1.3833
57.9000,-0.2116,-2.9115,3.9100,-5.7881,2.7036,-1.8657,3.2848
58.0000,1.1904,-2.6654,3.9576,-6.8612,3.5369,-2.7791,4.4982
58.1000,2.3093,-1.7856,3.3307,-6.7069,3.7118,-2.6209,4.5439
58.2000,2.8792,-0.4813,2.0101,-5.4317,3.1785,-1.4979,3.5138
58.3000,2.7645,0.9375,0.1280,-3.3416,2.0391,0.2899,2.0596
58.4000,1.9925,2.1334,-2.0384,-0.8689,0.5424,2.3216,2.3841
58.5000,0.7468,2.8220,-4.1082,1.5213,-0.9562,4.1491,4.2579
58.6000,-0.6765,2.8397,-5.6685,3.4247,-2.0657,5.3894,5.7717
58.7000,-1.9389,2.1822,-6.3616,4.5701,-2.4455,5.7967,6.2914
58.8000,-2.7404,1.0059,-5.9680,4.8588,-1.8881,5.3004,5.6267
58.9000,-2.8903,-0.4096,-4.4661,4.3631,-0.3782,4.0030,4.0208
59.0000,-2.3530,-1.7277,-2.0540,3.2896,1.8858,2.1413,2.8533
59.1000,-1.2562,-2.6350,0.8752,1.9168,4.5165,0.0244,4.5166
59.2000,0.1392,-2.9158,3.8015,0.5265,7.0053,-2.0379,7.2957
59.3000,1.5015,-2.5034,6.1765,-0.6576,8.8204,-3.7960,9.6026
59.4000,2.5069,-1.4957,7.5330,-1.5077,9.5162,-5.1004,10.7968
59.5000,2.9161,-0.1324,7.5823,-2.0004,8.8289,-5.9102,10.6245
59.6000,2.6321,1.2623,6.2780,-2.1974,6.7405,-6.2750,9.2092
59.7000,1.7222,2.3570,3.8320,-2.2050,3.4928,-6.2946,7.1987
59.8000,0.4029,2.8912,0.6780,-2.1274,-0.4500,-6.0730,6.0897
59.9000,-1.0122,2.7380,-2.6107,-2.0272,-4.4845,-5.6781,7.2354
60.0000,-2.1867,1.9339,-5.4326,-1.9036,-7.9805,-5.1205,9.4820
60.1000,-2.8412,0.6699,-7.2753,-1.6969,-10.4001,-4.3569,11.2759
60.2000,-2.8203,-0.7534,-7.8150,-1.3146,-11.3975,-3.3161,11.8701
60.3000,-2.1287,-1.9975,-6.9774,-0.6737,-10.8807,-1.9404,11.0524
60.4000,-0.9311,-2.7667,-4.9477,0.2548,-9.0228,-0.2287,9.0257
60.5000,0.4880,-2.8781,-2.1282,1.4136,-6.2195,1.7317,6.4561
60.6000,1.7910,-2.3052,0.9455,2.6494,-3.0059,3.7571,4.8116
60.7000,2.6682,-1.1842,3.7129,3.7322,0.0524,5.5871,5.5874
60.8000,2.9110,0.2183,5.6982,4.4009,2.4682,6.9323,7.3586
60.9000,2.4617,1.5690,6.5969,4.4259,3.9209,7.5371,8.4959
61.0000,1.4271,2.5465,6.3252,3.6736,4.3053,7.2458,8.4283
61.1000,0.0532,2.9187,5.0212,2.1564,3.7345,6.0531,7.1124
61.2000,-1.3334,2.5968,3.0016,0.0531,2.4972,4.1256,4.8225
61.3000,-2.4029,1.6576,0.6856,-2.3077,0.9827,1.7852,2.0378
61.4000,-2.9011,0.3242,-1.4961,-4.5016,-0.4087,-0.5446,0.6809
61.5000,-2.7095,-1.0862,-3.1869,-6.0897,-1.3507,-2.4197,2.7711
61.6000,-1.8738,-2.2384,-4.1659,-6.7115,-1.6511,-3.4686,3.8415
61.7000,-0.5925,-2.8584,-4.3750,-6.1682,-1.2776,-3.4763,3.7036
61.8000,0.8297,-2.7988,-3.9080,-4.4770,-0.3463,-2.4388,2.4632
61.9000,2.0546,-2.0737,-2.9680,-1.8829,0.9221,-0.5762,1.0873
62.0000,2.7909,-0.8556,-1.8057,1.1773,2.2642,1.7026,2.8329
62.1000,2.8638,0.5659,-0.6567,4.1533,3.4377,3.8771,5.1817
62.2000,2.2557,1.8529,0.3097,6.4871,4.2722,5.4199,6.9013
62.3000,1.1113,2.6993,1.0150,7.7246,4.6944,5.9073,7.5454
62.4000,-0.2973,2.9040,1.4698,7.6093,4.7255,5.1112,6.9609
62.5000,-1.6352,2.4182,1.7452,6.1377,4.4530,3.0542,5.3998
62.6000,-2.5844,1.3574,1.9311,3.5649,3.9876,0.0137,3.9876
62.7000,-2.9190,-0.0261,2.0925,0.3570,3.4192,-3.5264,4.9118
62.8000,-2.5597,-1.4034,2.2388,-2.8989,2.7850,-6.9661,7.5022
62.9000,-1.5917,-2.4470,2.3148,-5.6095,2.0596,-9.7053,9.9214
63.0000,-0.2453,-2.9088,2.2164,-7.2909,1.1696,-11.2588,11.3194
63.1000,1.1594,-2.6790,1.8280,-7.6605,0.0296,-11.3492,11.3492
63.2000,2.2885,-1.8123,1.0694,-6.6884,-1.4120,-9.9569,10.0565
63.3000,2.8734,-0.5146,-0.0609,-4.5954,-3.1304,-7.3190,7.9603
63.4000,2.7752,0.9054,-1.4591,-1.8026,-4.9997,-3.8773,6.3270
63.5000,2.0171,2.1101,-2.9180,1.1581,-6.7945,-0.1885,6.7971
63.6000,0.7795,2.8132,-4.1582,3.7518,-8.2226,3.1847,8.8178
63.7000,-0.6435,2.8473,-4.8851,5.5438,-8.9821,5.7779,10.6800
63.8000,-1.9135,2.2045,-4.8588,6.2773,-8.8321,7.3037,11.4608
63.9000,-2.7285,1.0376,-3.9608,5.9104,-7.6586,7.6898,10.8530
64.0000,-2.8948,-0.3761,-2.2397,4.6072,-5.5209,7.0718,8.9717
64.1000,-2.3729,-1.7003,0.0770,2.6884,-2.6623,5.7440,6.3310
64.2000,-1.2867,-2.6203,2.6112,0.5528,0.5184,4.0828,4.1155
64.3000,0.1054,-2.9172,4.8998,-1.4087,3.5334,2.4608,4.3058
64.4000,1.4724,-2.5206,6.4849,-2.8901,5.8971,1.1713,6.0122
64.5000,2.4893,-1.5247,7.0108,-3.7199,7.2239,0.3782,7.2338
64.6000,2.9144,-0.1663,6.3049,-3.8766,7.3109,0.1019,7.3116
