time,predicted_position,filtered_position,position_error
71.6,30.8483,30.1652,-4.29497
71.7,30.1633,30.2104,0.296398
71.8,30.2112,30.5549,2.16127
71.9,30.5755,30.7986,1.40289
72,30.8321,30.608,-1.40908
72.1,30.6286,29.766,-5.42351
72.2,29.7368,28.2188,-9.54531
72.3,28.1021,26.1154,-12.4919
72.4,25.8842,23.8066,-13.0633
72.5,23.4556,21.7279,-10.8635
72.6,21.2772,20.1766,-6.92028
72.7,19.6624,19.192,-2.95811
72.8,18.6507,18.6095,-0.25952
72.9,18.0658,18.1703,0.657387
73,17.6327,17.6226,-0.0636215
73.1,17.0844,16.8148,-1.69491
73.2,16.261,15.7898,-2.96323
73.3,15.2088,14.8433,-2.29838
73.4,14.2413,14.4297,1.18439
73.5,13.8385,14.9025,6.69037
73.6,14.3727,16.3511,12.4402
73.7,15.9354,18.6192,16.8754
73.8,18.3582,21.376,18.9754
73.9,21.289,24.191,18.2475
74,24.2714,26.5919,14.5911
74.1,26.8061,28.114,8.22443
74.2,28.4037,28.3447,-0.370834
74.3,28.6309,26.9559,-10.5321
74.4,27.1455,23.7362,-21.4375
74.5,23.7293,18.6073,-32.2066
74.6,18.305,14.0801,-26.5662
74.7,13.5341,12.4967,-6.52272
74.8,11.891,13.4149,9.58195
74.9,12.897,16.2921,21.3483
75,15.97,20.5185,28.6003
75.1,20.4586,25.4469,31.3662
75.2,25.6748,30.4371,29.9453
75.3,30.9395,34.8883,24.8294
75.4,35.6184,38.2783,16.7251
75.5,39.1617,40.1932,6.48609
75.6,41.1362,40.3519,-4.93153
75.7,41.2497,38.6248,-16.5052
75.8,39.3712,35.0433,-27.2134
75.9,35.5401,29.8523,-35.7646
76,30.0212,23.9816,-37.9765
76.1,23.8022,19.6706,-25.979
76.2,19.253,17.2536,-12.5717
76.3,16.7207,16.282,-2.75874
76.4,15.7237,16.228,3.17045
76.5,15.6988,16.6018,5.67783
76.6,16.1247,17.0043,5.5309
76.7,16.5779,17.165,3.69144
76.8,16.7725,16.9703,1.24362
76.9,16.5891,16.4651,-0.779792
77,16.0769,15.8156,-1.64296
77.1,15.4123,15.2057,-1.29881
77.2,14.7905,14.7243,-0.415758
77.3,14.3053,14.309,0.0233078
77.4,13.8902,13.7684,-0.765432
77.5,13.3426,12.8399,-3.16091
77.6,12.3851,11.2525,-7.12142
77.7,10.7323,8.8094,-12.0912
77.8,8.17837,5.61186,-16.1381
77.9,4.83285,3.07065,-11.0806
78,2.19003,2.32858,0.871201
78.1,1.45594,3.36297,11.9913
78.2,2.60024,5.87533,20.5934
78.3,5.3015,9.44809,26.0734
78.4,9.11337,13.5893,28.1444
78.5,13.5127,17.7774,26.8165
78.6,17.9467,21.4965,22.3207
78.7,21.8705,24.2768,15.1305
78.8,24.7895,25.7339,5.93841
78.9,26.3011,25.5989,-4.41541
79,26.1256,23.763,-14.856
79.1,24.1534,20.3749,-23.7593
79.2,20.5475,16.3948,-26.1113
79.3,16.328,13.8225,-15.7545
79.4,13.6111,13.0644,-3.43738
79.5,12.8216,13.7309,5.71792
79.6,13.5405,15.2603,10.8143
79.7,15.1691,17.0514,11.8359
79.8,17.0687,18.5294,9.18483
79.9,18.6309,19.1945,3.54407
80,19.3285,18.6803,-4.07586
80.1,18.777,16.8437,-12.156
80.2,16.8289,14.0732,-17.3277
80.3,13.8994,11.8843,-12.6706
80.4,11.5944,11.506,-0.555718
80.5,11.211,13.0207,11.3796
80.6,12.8301,16.0798,20.4341
80.7,16.0765,20.1728,25.7572
80.8,20.4057,24.7285,27.1816
80.9,25.2107,29.1748,24.9261
81,29.8855,32.9917,19.5312
81.1,33.8815,35.7599,11.8112
81.2,36.7582,37.2113,2.84929
81.3,38.2356,37.2768,-6.02892
81.4,38.2458,36.1534,-13.1568
81.5,37.0018,34.347,-16.6932
81.6,35.0422,32.5759,-15.5081
81.7,33.129,31.4276,-10.6983
81.8,31.8826,31.0877,-4.9978
81.9,31.4969,31.3909,-0.666258
82,31.7939,31.9728,1.12499
82.1,32.3862,32.3945,0.0521469
82.2,32.8083,32.2305,-3.63283
82.3,32.611,31.1189,-9.38252
82.4,31.4133,28.8081,-16.3819
82.5,28.9523,25.1761,-23.7446
82.6,25.1025,20.2659,-30.4126
82.7,19.9135,14.7989,-32.16
82.8,14.1516,11.2204,-18.4311
82.9,10.404,9.41949,-6.19064
83,8.54637,8.90317,2.2435
83.1,8.05063,9.14259,6.8662
83.2,8.35295,9.62956,8.02723
83.3,8.9136,9.92424,6.35486
83.4,9.26656,9.69624,2.70185
83.5,9.06333,8.78407,-1.75602
83.6,8.13505,7.28337,-5.3553
83.7,6.5852,5.66592,-5.78034
83.8,4.91479,4.60125,-1.97151
83.9,3.83204,4.42061,3.70091
84,3.68534,5.04148,8.52738
84.1,4.38441,6.15754,11.1493
84.2,5.60266,7.37234,11.1276
84.3,6.91955,8.27515,8.52391
84.4,7.90053,8.49488,3.73723
84.5,8.15453,7.74303,-2.58743
84.6,7.37896,5.85899,-9.5575
84.7,5.40723,2.99318,-15.1793
84.8,2.40225,0.826318,-9.90936
84.9,0.144524,0.322214,1.1173
85,-0.349334,1.2528,10.0741
85.1,0.673634,3.20677,15.9283
85.2,2.77364,5.70527,18.4338
85.3,5.44121,8.25389,17.6859
85.4,8.15202,10.3775,13.9936
85.5,10.4039,11.6646,7.92667
85.6,11.7637,11.804,0.253184
85.7,11.9054,10.6322,-8.00622
85.8,10.6602,8.28034,-14.9645
85.9,8.17116,5.90004,-14.2806
86,5.6599,5.0052,-4.11673
86.1,4.72731,5.70933,6.17487
86.2,5.48804,7.68206,13.7958
86.3,7.58731,10.4793,18.1845
86.4,10.5513,13.6254,19.3298
86.5,13.8746,16.6725,17.5927
86.6,17.0831,19.2486,13.6168
86.7,19.7841,21.1054,8.30802
86.8,21.717,22.1633,2.80626
86.9,22.8007,22.5459,-1.60225
87,23.1686,22.5608,-3.82172
87.1,23.1485,22.5842,-3.54815
87.2,23.1393,22.868,-1.70609
87.3,23.4075,23.4339,0.166128
87.4,23.9749,24.0909,0.729601
87.5,24.6386,24.5139,-0.784164
87.6,25.0543,24.3234,-4.59595
87.7,24.8218,23.1514,-10.5035
87.8,23.5534,20.6901,-18.0041
87.9,20.927,16.7327,-26.3734
88,16.7278,11.8624,-30.5933
88.1,11.5769,9.66243,-12.0382
88.2,9.26652,9.84173,3.61689
88.3,9.47902,11.991,15.7954
88.4,11.7732,15.6022,24.0769
88.5,15.6052,20.1029,28.2812
88.6,20.3651,24.8901,28.4525
88.7,25.4133,29.3737,24.9029
88.8,30.1253,33.0141,18.1646
88.9,33.9322,35.3606,8.98146
89,36.3611,36.0808,-1.76264
89.1,37.0651,34.9903,-13.0463
89.2,35.8551,32.08,-23.737
89.3,32.7271,27.5928,-32.2838
89.4,27.9438,22.5598,-33.854
89.5,22.6003,18.9862,-22.7253
89.6,18.8184,17.2157,-10.0772
89.7,16.9554,16.8274,-0.805132
89.8,16.5597,17.2761,4.50467
89.9,17.0497,18.0201,6.1016
90,17.8497,18.5786,4.58313
90.1,18.4502,18.5747,0.782709
90.2,18.4535,17.7675,-4.31308
90.3,17.6068,16.0854,-9.5664
90.4,15.8369,13.682,-13.5501
90.5,13.3092,11.0141,-14.4314
90.6,10.509,8.71944,-11.2529
90.7,8.11112,7.13627,-6.12975
90.8,6.47179,6.19204,-1.75903
90.9,5.51142,5.6324,0.760686
91,4.95876,5.18826,1.4431
91.1,4.52786,4.68794,1.0066
91.2,4.03672,4.15693,0.755897
91.3,3.51269,3.85502,2.15254
91.4,3.23051,4.13836,5.70848
91.5,3.5662,5.21917,10.3938
91.6,4.74233,7.07555,14.6712
91.7,6.73322,9.49276,17.3518
91.8,9.30958,12.1293,17.7303
91.9,12.1087,14.5722,15.49
92,14.6936,16.3928,10.684
92.1,16.6122,17.1918,3.64456
92.2,17.4447,16.6465,-5.01848
92.3,16.8534,14.5856,-14.2595
92.4,14.6617,11.3188,-21.0197
92.5,11.2021,9.03321,-13.638
92.6,8.79146,8.99208,1.2615
92.7,8.76187,11.0638,14.474
92.8,10.9663,14.8414,24.3663
92.9,14.9674,19.8008,30.3925
93,20.2055,25.3595,32.4077
93.1,26.0614,30.9224,30.5657
93.2,31.9046,35.9236,25.2708
93.3,37.1375,39.8683,17.1714
93.4,41.2397,42.3729,7.12532
93.5,43.8096,43.199,-3.8399
93.6,44.6005,42.2982,-14.4767
93.7,43.567,39.8795,-23.1869
93.8,40.9356,36.5229,-27.7466
93.9,37.3246,33.2126,-25.856
94,33.7772,30.8377,-18.4835
94.1,31.2328,29.6775,-9.77938
94.2,29.983,29.541,-2.77913
94.3,29.8209,30.0339,1.33966
94.4,30.3261,30.7048,2.38102
94.5,31.0188,31.1272,0.681269
94.6,31.4475,30.9468,-3.14797
94.7,31.2383,29.9127,-8.33541
94.8,30.1276,27.8891,-14.0759
94.9,27.975,24.8607,-19.582
95,24.7671,20.9301,-24.1266
95.1,20.6152,16.3183,-27.0188
95.2,15.7555,11.4929,-26.8033
95.3,10.6844,7.4289,-20.4702
95.4,6.4327,4.43786,-12.5434
95.5,3.32663,2.39107,-5.88279
95.6,1.22589,1.1873,-0.242636
95.7,0.0198139,0.80258,4.92196
95.8,-0.319685,1.25116,9.87734
95.9,0.219472,2.51678,14.4453
96,1.61756,4.50836,18.1772
96.1,3.77583,7.04581,20.5615
96.2,6.5018,9.86597,21.1536
96.3,9.51598,12.6456,19.6788
96.4,12.4761,15.0289,16.0521
96.5,15.0066,16.6613,10.4045
96.6,16.7343,17.2228,3.07109
96.7,17.324,16.4639,-5.40829
96.8,16.5156,14.2495,-14.2485
96.9,14.1705,10.7667,-21.4033
97,10.4914,7.93784,-16.0565
97.1,7.51531,7.21901,-1.86316
97.2,6.77936,8.47684,10.6736
97.3,8.13511,11.3242,20.0529
97.4,11.1664,15.28,25.8663
97.5,15.3594,19.8155,28.0196
97.6,20.1518,24.3948,26.6796
97.7,24.9758,28.5092,22.218
97.8,29.2939,31.7058,15.1653
97.9,32.6295,33.6188,6.2201
98,34.5996,33.9947,-3.80368
98.1,34.9406,32.7124,-14.0111
98.2,33.5299,29.8194,-23.331
98.3,30.4229,25.6438,-30.0505
98.4,25.9718,21.2733,-29.544
98.5,21.3303,18.2342,-19.4675
98.6,18.1127,16.8246,-8.09962
98.7,16.6288,16.7342,0.662506
98.8,16.5444,17.5156,6.10672
98.9,17.3819,18.7074,8.33468
99,18.6501,19.886,7.77113
99.1,19.9,20.6992,5.02512
99.2,20.7592,20.8908,0.827671
99.3,20.9585,20.3145,-4.0493
99.4,20.345,18.9468,-8.7922
99.5,18.8967,16.8868,-12.638
99.6,16.7208,14.3487,-14.9156
99.7,14.0459,11.6169,-15.273
99.8,11.1741,8.93011,-14.1099
99.9,8.35788,6.36439,-12.535
