time, running_average(5), position_error, PI_output, smoothed_output, total_output
44.7,17.3082,-0.230518,-0.571317,-0.0822939,0.653611
44.8,17.4375,-1.72624,-2.0843,-0.582796,2.6671
44.9,18.1921,-2.90538,-3.2925,-1.26022,4.55272
45,19.4764,-3.50677,-3.92895,-1.9274,5.85635
45.1,21.0691,-3.49318,-3.9503,-2.43313,6.38342
45.2,22.6989,-2.98901,-3.47602,-2.69385,6.16986
45.3,24.13,-2.18909,-2.69799,-2.69488,5.39287
45.4,25.2126,-1.29812,-1.82,-2.47616,4.29616
45.5,25.8961,-0.504349,-1.03127,-2.11494,3.14621
45.6,26.2203,0.0368023,-0.48975,-1.70864,2.19839
45.7,26.297,0.225605,-0.298691,-1.35615,1.65484
45.8,26.2797,0.0475254,-0.476295,-1.13619,1.61248
45.9,26.3239,-0.408054,-0.935956,-1.08613,2.02209
46,26.5457,-0.963579,-1.50112,-1.18988,2.69099
46.1,26.9881,-1.40783,-1.95944,-1.38227,3.34171
46.2,27.608,-1.56262,-2.12986,-1.56917,3.69903
46.3,28.284,-1.32822,-1.90874,-1.65406,3.5628
46.4,28.8454,-0.693445,-1.2809,-1.56077,2.84167
46.5,29.1092,0.280935,-0.303714,-1.24651,1.55022
46.6,28.9154,1.48815,0.918384,-0.705284,-0.2131
46.7,28.1522,2.79791,2.25613,0.0350686,-2.29119
46.8,26.7695,4.07066,3.56957,0.918695,-4.48827
46.9,24.7865,5.16277,4.71331,1.86735,-6.58066
47,22.2956,5.92172,5.53148,2.78338,-8.31486
47.1,19.4709,6.16707,5.8385,3.54716,-9.38566
47.2,16.5832,5.6672,5.39531,4.0092,-9.40451
47.3,13.9994,4.21968,3.98999,4.0044,-7.99438
47.4,12.0893,2.0162,1.80666,3.45496,-5.26162
47.5,11.0709,-0.210681,-0.422323,2.48564,-2.06332
47.6,10.9537,-1.76437,-1.99365,1.36582,0.627837
47.7,11.5581,-2.37985,-2.63294,0.366129,2.26681
47.8,12.5488,-2.18444,-2.45937,-0.340246,2.79962
47.9,13.5445,-1.50717,-1.79717,-0.704476,2.50164
48,14.2775,-0.66909,-0.965782,-0.769803,1.73558
48.1,14.6434,0.0958157,-0.199918,-0.627331,0.827249
48.2,14.6624,0.629583,0.340146,-0.385462,0.045316
48.3,14.4335,0.844531,0.563539,-0.148212,-0.415327
48.4,14.0942,0.739235,0.465635,0.00524998,-0.470885
48.5,13.7783,0.411108,0.141619,0.0393423,-0.180962
48.6,13.5781,0.0313244,-0.237851,-0.029956,0.267807
48.7,13.5197,-0.220829,-0.492213,-0.14552,0.637733
48.8,13.5588,-0.225561,-0.4992,-0.23394,0.733141
48.9,13.5986,0.0443335,-0.228862,-0.232671,0.461533
49,13.5244,0.528282,0.260369,-0.109411,-0.150958
49.1,13.2436,1.1007,0.843794,0.12889,-0.972685
49.2,12.7218,1.59042,1.34942,0.434023,-1.78344
49.3,12.0079,1.79323,1.57016,0.718057,-2.28822
49.4,11.2438,1.50976,1.30178,0.863988,-2.16577
49.5,10.639,0.667239,0.46594,0.764476,-1.23042
49.6,10.3984,-0.541827,-0.748545,0.386221,0.362324
49.7,10.6485,-1.73345,-1.9575,-0.199709,2.15721
49.8,11.3984,-2.56571,-2.81542,-0.853637,3.66906
49.9,12.5341,-2.87815,-3.15664,-1.42939,4.58603
50,13.8477,-2.69229,-2.99771,-1.82147,4.81917
50.1,15.1088,-2.13682,-2.4636,-1.982,4.4456
50.2,16.1335,-1.37214,-1.71264,-1.91466,3.6273
50.3,16.8153,-0.557623,-0.903703,-1.66192,2.56562
50.4,17.1275,0.15423,-0.190307,-1.29402,1.48432
50.5,17.1185,0.623491,0.285189,-0.899216,0.614027
50.6,16.9008,0.743437,0.412569,-0.57127,0.158701
50.7,16.6295,0.480646,0.154584,-0.389806,0.235222
50.8,16.4649,-0.0852051,-0.412119,-0.395384,0.807503
50.9,16.5292,-0.765627,-1.1002,-0.571587,1.67178
51,16.8703,-1.32985,-1.67772,-0.84812,2.52584
51.1,17.4461,-1.59053,-1.9543,-1.12467,3.07897
51.2,18.1341,-1.45456,-1.83288,-1.30172,3.1346
51.3,18.7612,-0.924448,-1.31201,-1.30429,2.6163
51.4,19.1451,-0.0692654,-0.457522,-1.0926,1.55012
51.5,19.1293,1.00826,0.630081,-0.66193,0.0318489
51.6,18.6039,2.19407,1.83784,-0.036988,-1.80085
51.7,17.5144,3.37326,3.05076,0.734949,-3.78571
51.8,15.864,4.43035,4.15215,1.58925,-5.7414
51.9,13.7185,5.23177,5.00589,2.44341,-7.4493
52,11.2332,5.53829,5.36779,3.17451,-8.5423
52.1,8.77575,4.6534,4.52944,3.51324,-8.04268
52.2,6.9742,1.84085,1.73529,3.06875,-4.80405
52.3,6.19504,-1.34283,-1.46181,1.93611,-0.474301
52.4,6.51077,-3.55456,-3.70908,0.524813,3.18427
52.5,7.82837,-4.45457,-4.65365,-0.769802,5.42345
52.6,9.80713,-4.20903,-4.45019,-1.6899,6.14009
52.7,11.8172,-3.36643,-3.64125,-2.17774,5.81899
52.8,13.4612,-2.29658,-2.59437,-2.2819,4.87627
52.9,14.5983,-1.15266,-1.46198,-2.07692,3.53889
53,15.1831,-0.0238285,-0.333387,-1.64103,1.97442
53.1,15.2183,1.02582,0.726522,-1.04915,0.322623
53.2,14.7395,1.95009,1.67029,-0.369286,-1.30101
53.3,13.805,2.71973,2.46712,0.339817,-2.80694
53.4,12.488,3.32199,3.10261,1.03052,-4.13313
53.5,10.8686,3.7589,3.57711,1.66716,-5.24427
53.6,9.0269,4.04277,3.9014,2.22572,-6.12712
53.7,7.04042,4.18341,4.08388,2.69026,-6.77414
53.8,5.01527,4.05576,3.99679,3.01689,-7.01368
53.9,3.52305,1.81814,1.77734,2.70701,-4.48435
54,2.83378,-0.829538,-0.878626,1.8106,-0.931972
54.1,2.95533,-2.63658,-2.71203,0.67994,2.03209
54.2,3.86323,-3.53328,-3.64407,-0.401061,4.04513
54.3,5.47581,-3.54658,-3.69284,-1.224,4.91684
54.4,7.21861,-3.20032,-3.37857,-1.76265,5.14122
54.5,8.79437,-2.74774,-2.95348,-2.06035,5.01383
54.6,10.1486,-2.21459,-2.44247,-2.15588,4.59835
54.7,11.2453,-1.63449,-1.87871,-2.08659,3.9653
54.8,12.0662,-1.06081,-1.31564,-1.89385,3.20949
54.9,12.6199,-0.567605,-0.828113,-1.62742,2.45553
55,12.9502,-0.243123,-0.506062,-1.34708,1.85314
55.1,13.1396,-0.170581,-0.435226,-1.11912,1.55434
55.2,13.3026,-0.39231,-0.660878,-1.00456,1.66543
55.3,13.564,-0.870066,-1.14733,-1.04025,2.18759
55.4,14.0269,-1.47534,-1.76737,-1.22203,2.9894
55.5,14.7427,-2.02934,-2.34166,-1.50194,3.8436
55.6,15.6926,-2.36707,-2.70306,-1.80222,4.50528
55.7,16.7881,-2.38452,-2.74435,-2.03775,4.7821
55.8,17.8896,-2.0517,-2.43205,-2.13633,4.56837
55.9,18.8366,-1.40075,-1.79511,-2.05102,3.84613
56,19.4796,-0.507498,-0.906929,-1.765,2.67193
56.1,19.7043,0.52095,0.126729,-1.29207,1.16534
56.2,19.4501,1.54867,1.16994,-0.676566,-0.493371
56.3,18.7263,2.40407,2.04938,0.00492042,-2.0543
56.4,17.6316,2.86791,2.5419,0.639165,-3.18106
56.5,16.3717,2.68402,2.38484,1.07558,-3.46043
56.6,15.25,1.67492,1.3925,1.15481,-2.54731
56.7,14.5927,-0.0222015,-0.304849,0.789898,-0.485048
56.8,14.6376,-1.90929,-2.21103,0.0396648,2.17137
56.9,15.4633,-3.42858,-3.76461,-0.911404,4.67601
57,16.9665,-4.23719,-4.61559,-1.83745,6.45304
57.1,18.8804,-4.26402,-4.68505,-2.54935,7.2344
57.2,20.8526,-3.62342,-4.0807,-2.93219,7.01288
57.3,22.5519,-2.49168,-2.97387,-2.94261,5.91647
57.4,23.7263,-1.03769,-1.53026,-2.58952,4.11977
57.5,24.2095,0.589928,0.103261,-1.91632,1.81306
57.6,23.9112,2.25849,1.7944,-0.988642,-0.805762
57.7,22.8081,3.84762,3.42201,0.114021,-3.53603
57.8,20.9371,5.24849,4.87537,1.30436,-6.17972
57.9,18.3896,6.36273,6.05323,2.49158,-8.54481
58,15.3092,7.09188,6.85331,3.58201,-10.4353
58.1,11.9077,7.26231,7.09635,4.4606,-11.5569
58.2,8.64611,5.99377,5.88775,4.81739,-10.7051
58.3,6.35782,2.11071,2.0258,4.11949,-6.14529
58.4,5.28621,-1.38266,-1.4814,2.71927,-1.23787
58.5,5.37005,-3.26646,-3.39785,1.18999,2.20787
58.6,6.41885,-3.47056,-3.63666,-0.0166748,3.65334
58.7,7.95747,-2.38798,-2.57797,-0.656998,3.23496
58.8,9.10848,-0.893674,-1.09259,-0.765897,1.85849
58.9,9.55854,0.639345,0.446818,-0.462718,0.0159
59,9.27464,2.05765,1.8857,0.124387,-2.01009
59.1,8.31677,3.21669,3.07691,0.862518,-3.93943
59.2,6.8553,3.8172,3.71559,1.57579,-5.29138
59.3,5.38906,2.71811,2.64368,1.84276,-4.48644
59.4,4.52921,-0.0907207,-0.166058,1.34055,-1.1745
59.5,4.49319,-2.5437,-2.64448,0.344296,2.30018
59.6,5.33046,-3.95596,-4.09629,-0.765851,4.86214
59.7,6.95619,-4.21055,-4.39299,-1.67264,6.06563
59.8,8.94165,-3.6566,-3.8756,-2.22338,6.09898
59.9,10.7345,-2.8498,-3.09731,-2.44186,5.53917
60,12.1688,-2.03932,-2.30722,-2.4082,4.71542
60.1,13.237,-1.39066,-1.67246,-2.22426,3.89672
60.2,14.0144,-1.03917,-1.33136,-2.00104,3.3324
60.3,14.6336,-1.0607,-1.3635,-1.84165,3.20515
60.4,15.2527,-1.42735,-1.74443,-1.81735,3.56178
60.5,16.0126,-1.99493,-2.33195,-1.946,4.27795
60.6,16.9962,-2.54942,-2.91194,-2.18748,5.09943
60.7,18.2033,-2.8857,-3.27707,-2.45988,5.73696
60.8,19.5476,-2.8683,-3.28836,-2.667,5.95536
60.9,20.8772,-2.45068,-2.89525,-2.72406,5.61931
61,22.01,-1.66145,-2.12263,-2.57371,4.69634
61.1,22.7709,-0.579382,-1.04636,-2.19187,3.23822
61.2,23.0197,0.686756,0.226649,-1.58724,1.36059
61.3,22.6685,2.00863,1.56861,-0.798275,-0.770339
61.4,21.6938,3.23934,2.83171,0.109222,-2.94093
61.5,20.1486,4.20307,3.83748,1.04129,-4.87876
61.6,18.1808,4.66982,4.35092,1.86869,-6.21962
61.7,16.0588,4.33573,4.06019,2.41657,-6.47676
61.8,14.1702,2.95337,2.70736,2.48927,-5.19663
61.9,12.9129,0.74462,0.506059,1.99346,-2.49952
62,12.5376,-1.53138,-1.78526,1.04878,0.736471
62.1,13.0843,-3.15993,-3.4454,-0.0747619,3.52016
62.2,14.3806,-3.82425,-4.14796,-1.09306,5.24102
62.3,16.0674,-3.58311,-3.94266,-1.80546,5.74812
62.4,17.7154,-2.69321,-3.07969,-2.12402,5.20371
62.5,18.9812,-1.41644,-1.81708,-2.04728,3.86436
62.6,19.6536,0.0471249,-0.353048,-1.62373,1.97677
62.7,19.6294,1.54563,1.16092,-0.927565,-0.233352
62.8,18.8849,2.9569,2.60175,-0.0452361,-2.55651
62.9,17.4592,4.17919,3.86583,0.932532,-4.79837
63,15.443,5.12613,4.86403,1.91541,-6.77944
63.1,12.9733,5.71554,5.5106,2.81421,-8.32481
63.2,10.2418,5.81537,5.66858,3.5278,-9.19639
63.3,7.58793,4.92934,4.83185,3.85381,-8.68566
63.4,5.59319,2.28688,2.21226,3.44342,-5.65569
63.5,4.51829,-0.424078,-0.502942,2.45683,-1.95389
63.6,4.33315,-1.9989,-2.09775,1.31819,0.779566
63.7,4.88488,-2.30021,-2.42206,0.383125,2.03894
63.8,5.83962,-1.59266,-1.73044,-0.145267,1.87571
63.9,6.59686,-0.495651,-0.638389,-0.268547,0.906936
64,6.8591,0.605507,0.468824,-0.0842044,-0.38462
64.1,6.61054,1.52132,1.39985,0.28681,-1.68666
64.2,5.96114,2.02302,1.92178,0.695552,-2.61733
64.3,5.16483,1.71414,1.63004,0.929175,-2.55922
64.4,4.57365,0.437019,0.357291,0.786204,-1.14349
64.5,4.4307,-1.10813,-1.19893,0.289919,0.909016
64.6,4.82572,-2.23861,-2.3518,-0.370511,2.72231
64.7,5.71922,-2.6864,-2.82646,-0.984498,3.81096
64.8,6.91133,-2.49991,-2.66497,-1.40462,4.06959
64.9,8.08745,-1.9298,-2.11415,-1.582,3.69615
65,9.02605,-1.20579,-1.40221,-1.53705,2.93926
65.1,9.64079,-0.497224,-0.69861,-1.32744,2.02605
65.2,9.9396,0.0399408,-0.161046,-1.03584,1.19689
65.3,10.008,0.254921,0.0564832,-0.762761,0.706278
65.4,9.99448,0.0446396,-0.153352,-0.610409,0.763761
65.5,10.0764,-0.565208,-0.768852,-0.65002,1.41887
65.6,10.4076,-1.38613,-1.60364,-0.888424,2.49206
65.7,11.0719,-2.14952,-2.38852,-1.26345,3.65197
65.8,12.0593,-2.63046,-2.89576,-1.67153,4.56729
65.9,13.2653,-2.71453,-3.00698,-2.00539,5.01236
66,14.5196,-2.39389,-2.71027,-2.18161,4.89188
66.1,15.6326,-1.72578,-2.05943,-2.15107,4.2105
66.2,16.4337,-0.793348,-1.13493,-1.89703,3.03196
66.3,16.7911,0.314434,-0.0240017,-1.42877,1.45278
66.4,16.6166,1.50936,1.18602,-0.775076,-0.410943
66.5,15.8659,2.70568,2.40939,0.0210414,-2.43043
66.6,14.5379,3.81964,3.56156,0.90617,-4.46772
66.7,12.6748,4.76327,4.55281,1.81783,-6.37064
66.8,10.3732,5.40424,5.24782,2.67533,-7.92315
66.9,7.88309,5.22656,5.12241,3.2871,-8.40951
67,5.9439,2.47961,2.40026,3.06539,-5.46565
67.1,5.03088,-1.12226,-1.21283,1.99583,-0.782999
67.2,5.23011,-3.67749,-3.80484,0.545665,3.25918
67.3,6.50386,-4.83389,-5.00958,-0.843147,5.85273
67.4,8.62892,-4.65289,-4.87511,-1.85114,6.72625
67.5,10.8644,-3.77732,-4.03731,-2.39768,6.43499
67.6,12.7057,-2.65402,-2.94055,-2.5334,5.47395
67.7,14.0069,-1.40671,-1.70731,-2.32688,4.03418
67.8,14.7024,-0.112562,-0.414286,-1.84873,2.26301
67.9,14.7674,1.16058,0.870466,-1.16893,0.298464
68,14.2112,2.35019,2.08358,-0.355803,-1.72777
68.1,13.0742,3.39976,3.16714,0.524932,-3.69207
68.2,11.4244,4.25957,4.06955,1.41109,-5.48064
68.3,9.35606,4.88283,4.74163,2.24372,-6.98536
68.4,7.00183,5.16619,5.07665,2.95196,-8.02861
68.5,4.93344,3.41435,3.35896,3.05371,-6.41267
68.6,3.77108,-0.0915499,-0.147854,2.25332,-2.10546
68.7,3.55604,-2.53357,-2.61521,1.03619,1.57903
68.8,4.25406,-3.70925,-3.82798,-0.179856,4.00783
68.9,5.76737,-3.63483,-3.78991,-1.08237,4.87228
69,7.53705,-2.83043,-3.01382,-1.56523,4.57905
69.1,8.93587,-1.92089,-2.12348,-1.70479,3.82828
69.2,9.89904,-1.00644,-1.21909,-1.58337,2.80246
69.3,10.4243,-0.165307,-0.379619,-1.28243,1.66205
69.4,10.5496,0.520965,0.311863,-0.883858,0.571995
69.5,10.3532,0.967671,0.768246,-0.470832,-0.297414
69.6,9.9526,1.09884,0.910403,-0.125523,-0.78488
69.7,9.49391,0.881909,0.702292,0.0814305,-0.783722
69.8,9.12523,0.378994,0.203166,0.111864,-0.315031
69.9,8.95937,-0.239944,-0.418172,-0.0206446,0.438816
70,9.04376,-0.763731,-0.949595,-0.252882,1.20248
70.1,9.34919,-1.03174,-1.22792,-0.496643,1.72457
70.2,9.7783,-0.979209,-1.18518,-0.668778,1.85396
70.3,10.1931,-0.627197,-0.839443,-0.711444,1.55089
70.4,10.4529,-0.0454359,-0.258136,-0.598117,0.856254
70.5,10.444,0.681071,0.475182,-0.329792,-0.145389
70.6,10.0927,1.46842,1.27722,0.0719605,-1.34918
70.7,9.36717,2.23717,2.06833,0.571053,-2.63938
70.8,8.27745,2.90575,2.76597,1.11978,-3.88575
70.9,6.88358,3.35459,3.24836,1.65193,-4.90029
71,5.36336,3.20149,3.12727,2.02076,-5.14804
71.1,4.16587,1.52908,1.47015,1.88311,-3.35326
71.2,3.60834,-0.733984,-0.800248,1.21227,-0.412023
71.3,3.77038,-2.41154,-2.50192,0.283725,2.21819
71.4,4.63491,-3.21674,-3.33928,-0.622027,3.96131
71.5,6.04981,-3.18658,-3.341,-1.30177,4.64277
71.6,7.57903,-2.70386,-2.88531,-1.69766,4.58297
71.7,8.90643,-2.07285,-2.27504,-1.842,4.11704
71.8,9.94026,-1.41081,-1.6271,-1.78827,3.41537
71.9,10.6616,-0.79694,-1.0212,-1.59651,2.6177
72,11.0926,-0.29849,-0.525732,-1.32881,1.85454
72.1,11.2867,0.0330219,-0.19389,-1.04508,1.23897
72.2,11.32,0.174457,-0.0507112,-0.796489,0.8472
72.3,11.2759,0.145147,-0.078569,-0.617009,0.695578
72.4,11.2274,0.0114164,-0.212186,-0.515803,0.727989
72.5,11.2186,-0.128177,-0.353061,-0.475118,0.828178
72.6,11.2531,-0.173326,-0.399944,-0.456324,0.856268
72.7,11.2931,-0.052372,-0.279513,-0.412121,0.691634
72.8,11.2683,0.261434,0.036907,-0.299864,0.262957
72.9,11.0939,0.749718,0.532688,-0.0917261,-0.440962
73,10.6915,1.35712,1.15367,0.219622,-1.37329
73.1,10.0086,1.99629,1.8128,0.617916,-2.43072
73.2,9.04079,2.53463,2.37648,1.05756,-3.43404
73.3,7.86616,2.73245,2.60162,1.44357,-4.0452
73.4,6.70962,2.14807,2.03873,1.59236,-3.63109
73.5,5.91815,0.541184,0.437252,1.30358,-1.74084
73.6,5.75478,-1.44073,-1.55907,0.587922,0.971144
73.7,6.32976,-3.0513,-3.20016,-0.359098,3.55925
73.8,7.61682,-3.95219,-4.14057,-1.30446,5.44503
73.9,9.41618,-4.14218,-4.37198,-2.07134,6.44332
74,11.3862,-3.84084,-4.10905,-2.58077,6.68981
74.1,13.2482,-3.25724,-3.55802,-2.82508,6.3831
74.2,14.8462,-2.52481,-2.85083,-2.83152,5.68235
74.3,16.1022,-1.74685,-2.09035,-2.64623,4.73657
74.4,16.9933,-1.02079,-1.37449,-2.32829,3.70279
74.5,17.5454,-0.442171,-0.800294,-1.94629,2.74659
74.6,17.8296,-0.0967712,-0.455862,-1.57369,2.02955
74.7,17.9547,-0.041748,-0.401256,-1.28058,1.68183
74.8,18.0511,-0.279736,-0.642041,-1.12094,1.76298
74.9,18.2454,-0.740362,-1.11007,-1.11823,2.2283
75,18.6321,-1.2889,-1.6715,-1.25654,2.92805
75.1,19.2499,-1.76563,-2.16588,-1.48388,3.64976
75.2,20.0718,-2.03425,-2.45485,-1.72662,4.18147
75.3,21.0106,-2.01387,-2.45461,-1.90862,4.36323
75.4,21.938,-1.6851,-2.14269,-1.96714,4.10983
75.5,22.7118,-1.07812,-1.54649,-1.86198,3.40847
75.6,23.1999,-0.2558,-0.726726,-1.57816,2.30489
75.7,23.2985,0.699167,0.235233,-1.12481,0.889581
75.8,22.9445,1.69022,1.24319,-0.532814,-0.710372
75.9,22.1233,2.60613,2.18516,0.146679,-2.33184
76,20.8782,3.31349,2.92566,0.841423,-3.76708
76.1,19.3228,3.64431,3.29292,1.4543,-4.74722
76.2,17.6546,3.3961,3.07867,1.86039,-4.93906
76.3,16.1535,2.40503,2.11165,1.92321,-4.03485
76.4,15.1285,0.736034,0.450013,1.55491,-2.00492
76.5,14.8232,-1.21504,-1.51321,0.787877,0.725337
76.6,15.3431,-2.93466,-3.26218,-0.224637,3.48681
76.7,16.6309,-4.06663,-4.43482,-1.27718,5.712
76.8,18.4769,-4.50143,-4.91463,-2.18654,7.10117
76.9,20.5768,-4.31532,-4.77167,-2.83282,7.60449
77,22.6253,-3.65572,-4.14863,-3.16178,7.3104
77.1,24.3782,-2.6639,-3.18345,-3.16719,6.35064
77.2,25.6625,-1.45646,-1.99057,-2.87304,4.86361
77.3,26.3665,-0.131626,-0.667055,-2.32154,2.9886
77.4,26.4295,1.22225,0.699048,-1.56639,0.867347
77.5,25.8364,2.5209,2.0229,-0.669071,-1.35383
77.6,24.6151,3.67953,3.21833,0.30278,-3.52111
77.7,22.8374,4.60682,4.19169,1.27501,-5.46669
77.8,20.6238,5.19351,4.83032,2.16383,-6.99415
77.9,18.1547,5.29307,4.9828,2.86858,-7.85138
78,15.6863,4.71291,4.44977,3.26387,-7.71365
78.1,13.5444,3.31826,3.08831,3.21998,-6.30829
78.2,12.0415,1.32544,1.10874,2.69217,-3.80091
78.3,11.3583,-0.656093,-0.879355,1.79929,-0.919935
78.4,11.498,-2.06201,-2.30589,0.772994,1.5329
78.5,12.2936,-2.65773,-2.92819,-0.152303,3.0805
78.6,13.4397,-2.51693,-2.81256,-0.817367,3.62993
78.7,14.5886,-1.87216,-2.18651,-1.15965,3.34617
78.8,15.4717,-0.958235,-1.28217,-1.19028,2.47245
78.9,15.9384,0.0449514,-0.278533,-0.962345,1.24088
79,15.9352,1.00023,0.686749,-0.550072,-0.136678
79.1,15.4813,1.79415,1.49861,-0.0379009,-1.46071
79.2,14.6545,2.3277,2.05544,0.485433,-2.54087
79.3,13.5808,2.5192,2.27212,0.932106,-3.20423
79.4,12.4208,2.32712,2.10332,1.22491,-3.32823
79.5,11.3431,1.79694,1.59111,1.31646,-2.90757
79.6,10.4831,1.09594,0.901067,1.21261,-2.11368
79.7,9.90495,0.468709,0.278525,0.97909,-1.25761
79.8,9.58408,0.126828,-0.0620876,0.718795,-0.656708
79.9,9.41461,0.16829,-0.0189428,0.534361,-0.515418
80,9.239,0.570945,0.389421,0.498126,-0.887547
80.1,8.89319,1.23511,1.06593,0.640078,-1.70601
80.2,8.24917,2.03302,1.88418,0.951103,-2.83528
80.3,7.23853,2.83449,2.714,1.39183,-4.10582
80.4,5.86754,3.47616,3.39043,1.89148,-5.2819
80.5,4.38923,3.11273,3.05812,2.18314,-5.24126
80.6,3.46417,0.431391,0.381097,1.73263,-2.11373
80.7,3.27633,-2.00066,-2.07096,0.781731,1.28923
80.8,3.86951,-3.50039,-3.60569,-0.315124,3.92082
80.9,5.21675,-3.91086,-4.05528,-1.25016,5.30544
81,7.04687,-3.3802,-3.55841,-1.82722,5.38564
81.1,8.67694,-2.50618,-2.70946,-2.04778,4.75724
81.2,9.89165,-1.45888,-1.67675,-1.95502,3.63177
81.3,10.6034,-0.325361,-0.546481,-1.60289,2.14937
81.4,10.7716,0.80314,0.590051,-1.05465,0.464602
81.5,10.4027,1.82008,1.62519,-0.384693,-1.2405
81.6,9.56134,2.58504,2.416,0.31548,-2.73148
81.7,8.39578,2.87302,2.73271,0.919789,-3.6525
81.8,7.1791,2.33373,2.21676,1.24403,-3.46079
81.9,6.26265,0.876473,0.768268,1.12509,-1.89336
82,5.89082,-0.832654,-0.949186,0.606521,0.342665
82.1,6.13628,-2.06735,-2.20455,-0.096247,2.3008
82.2,6.91708,-2.50967,-2.67197,-0.740178,3.41215
82.3,7.98231,-2.18923,-2.37342,-1.14849,3.52191
82.4,8.96777,-1.34569,-1.54334,-1.2472,2.79055
82.5,9.58184,-0.211976,-0.411747,-1.03834,1.45008
82.6,9.66281,1.05433,0.865101,-0.562478,-0.302622
82.7,9.1379,2.33569,2.16982,0.120596,-2.29042
82.8,7.9964,3.53237,3.40182,0.940903,-4.34273
82.9,6.28032,4.54724,4.46216,1.82122,-6.28338
83,4.59739,3.21824,3.16535,2.15725,-5.3226
83.1,3.76778,-0.692634,-0.752452,1.42982,-0.677373
83.2,3.90732,-3.59259,-3.68834,0.150284,3.53805
83.3,5.07675,-5.23443,-5.38252,-1.23292,6.61543
83.4,7.28068,-5.47207,-5.67488,-2.34341,8.01828
83.5,9.94876,-4.77082,-5.02133,-3.01289,8.03422
83.6,12.2874,-3.86614,-4.15532,-3.2985,7.45382
83.7,14.1981,-2.85555,-3.17329,-3.26719,6.44048
83.8,15.6328,-1.85177,-2.18803,-2.9974,5.18543
83.9,16.5981,-0.981176,-1.32724,-2.57986,3.9071
84,17.1605,-0.370716,-0.720487,-2.11502,2.8355
84.1,17.4424,-0.120918,-0.471898,-1.70424,2.17614
84.2,17.6056,-0.263889,-0.617508,-1.43256,2.05006
84.3,17.8171,-0.725155,-1.08603,-1.34592,2.43195
84.4,18.2083,-1.32681,-1.70095,-1.43468,3.13563
84.5,18.8392,-1.84653,-2.23913,-1.63579,3.87492
84.6,19.6824,-2.09694,-2.51051,-1.85447,4.36499
84.7,20.6302,-1.97855,-2.41191,-1.99383,4.40574
84.8,21.5246,-1.48971,-1.93796,-1.97986,3.91783
84.9,22.199,-0.707666,-1.163,-1.77565,2.93865
85,22.5181,0.236498,-0.21647,-1.38585,1.60232
85.1,22.4092,1.17476,0.733541,-0.856005,0.122464
85.2,21.8817,1.9104,1.48829,-0.269932,-1.21836
85.3,21.041,2.22998,1.83016,0.255091,-2.08525
85.4,20.0877,1.94747,1.56712,0.5831,-2.15022
85.5,19.287,1.00881,0.638559,0.596964,-1.23552
85.6,18.8996,-0.397829,-0.772061,0.254708,0.517353
85.7,19.1005,-1.87523,-2.26821,-0.376021,2.64423
85.8,19.9242,-3.00508,-3.42812,-1.13904,4.56716
85.9,21.2496,-3.51762,-3.97583,-1.84824,5.82407
86,22.8274,-3.33992,-3.83153,-2.34406,6.17559
86.1,24.3467,-2.54724,-3.06432,-2.52413,5.58845
86.2,25.5108,-1.28528,-1.81521,-2.3469,4.16211
86.3,26.0853,0.283415,-0.243686,-1.8211,2.06478
86.4,25.9146,2.00089,1.4938,-0.992373,-0.501424
86.5,24.9216,3.71897,3.24906,0.0679862,-3.31705
86.6,23.1038,5.29897,4.88205,1.2715,-6.15355
86.7,20.5291,6.6066,6.25575,2.51756,-8.77332
86.8,17.3392,7.48683,7.21085,3.69089,-10.9017
86.9,13.7875,7.63234,7.43268,4.62634,-12.059
87,10.4323,6.00578,5.86619,4.9363,-10.8025
87.1,8.09405,1.98041,1.86062,4.16738,-6.028
87.2,7.09601,-1.83631,-1.97447,2.63192,-0.657447
87.3,7.41989,-4.05192,-4.2306,0.916289,3.31431
87.4,8.85249,-4.46567,-4.68901,-0.485035,5.17404
87.5,10.8295,-3.48221,-3.74037,-1.29887,5.03924
87.6,12.4869,-1.91372,-2.19101,-1.5219,3.71292
87.7,13.4225,-0.187475,-0.466642,-1.25809,1.72473
87.8,13.5351,1.50016,1.236,-0.634567,-0.60143
87.9,12.8412,2.99248,2.75824,0.213635,-2.97188
88,11.4486,4.09966,3.90641,1.13683,-5.04324
88.1,9.60162,4.43611,4.28723,1.92443,-6.21166
88.2,7.81493,3.13844,3.02094,2.19856,-5.2195
88.3,6.68972,0.280823,0.166134,1.69045,-1.85658
88.4,6.51378,-2.45524,-2.59448,0.619217,1.97527
88.5,7.34223,-4.14902,-4.32975,-0.618025,4.94777
88.6,9.03734,-4.60372,-4.83049,-1.67114,6.50163
88.7,11.1573,-4.11878,-4.38673,-2.35004,6.73677
88.8,13.1468,-3.20995,-3.51001,-2.64003,6.15004
88.9,14.7382,-2.18762,-2.50956,-2.60741,5.11697
89,15.8598,-1.23953,-1.57386,-2.34902,3.92288
89.1,16.5426,-0.51247,-0.851923,-1.97475,2.82667
89.2,16.8883,-0.116016,-0.45663,-1.59522,2.05185
89.3,17.0449,-0.0951824,-0.436747,-1.3056,1.74235
89.4,17.1743,-0.398373,-0.743921,-1.16518,1.9091
89.5,17.4116,-0.874477,-1.22877,-1.18108,2.40985
89.6,17.8305,-1.31904,-1.68652,-1.30744,2.99396
